Gene = Orc5
index = 1345
Annotated 5SS: [1298]
Annotated 3SS: [1350]
SMsplice 5SS: [1298]
SMsplice 3SS: [1350]
top_k =  100
Partition function (log Z): -3.8692253855454837

Sorted 5' Splice Sites (High to Low Probability):
Position 1298: 0.9997191748559132
Position 794: 0.029379327167367384
Position 288: 0.018715387594611294
Position 658: 0.014868798719067057
Position 1594: 0.007734506478803087
Position 860: 0.006656479445231171
Position 1591: 0.006427228526119565
Position 54: 0.005524247125132143
Position 84: 0.002490352408361635
Position 1441: 0.0005611934887082076
Position 1642: 0.00037732928774499876
Position 1445: 0.00021656030382140591
Position 611: 0.00017810060292427414
Position 1606: 0.00015454653235003502
Position 1302: 0.00014227231639160222
Position 1535: 8.111423595743044e-05
Position 1483: 8.106673733605212e-05
Position 118: 5.7960799574225664e-05
Position 1280: 4.65143917607323e-05
Position 1569: 4.224767861214682e-05
Position 1632: 1.516829577075361e-05
Position 1237: 1.297442337388549e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1350: 0.9690855239066938
Position 1202: 0.03598139269738304
Position 1394: 0.017687635252358308
Position 1432: 0.011287607553305578
Position 1066: 0.009712964010704091
Position 1679: 0.00833707181201558
Position 935: 0.006358506486692443
Position 1655: 0.005373816276831322
Position 717: 0.0041129952794963925
Position 136: 0.004052884128644107
Position 917: 0.0037431376434564363
Position 1714: 0.0019658828806994526
Position 790: 0.0018550603356597304
Position 745: 0.0015772392656592245
Position 1470: 0.001352930983741201
Position 637: 0.001267306824124685
Position 793: 0.0012017254572992495
Position 170: 0.0011628660699203141
Position 679: 0.0011161095874906001
Position 398: 0.0008694845226296619
Position 1121: 0.000767040791533104
Position 476: 0.0006651529505555545
Position 1124: 0.0006267482180803537
Position 455: 0.0005972529217481657
Position 433: 0.00039081901535985254
Position 1502: 0.00037574934775354274
Position 344: 0.00025593003461481673
Position 354: 0.00024053832786633818
Position 853: 0.00020557779797047773
Position 190: 0.0002044182356508352
Position 520: 0.0001935745170081685
Position 706: 0.00017377120155966536
Position 1544: 0.00015695767152621844
Position 817: 0.00011510391535692631
Position 327: 9.906012925315269e-05
Position 640: 7.539164708228113e-05
Position 490: 6.755807738153777e-05
Position 114: 5.074870117704884e-05
Position 368: 3.838637921002442e-05
Position 1635: 3.555836880021411e-05
Position 1581: 3.222751149818558e-05
