Gene = sgl
index = 1870
Annotated 5SS: [ 362 2948]
Annotated 3SS: [2808 3430]
SMsplice 5SS: [ 362 2948]
SMsplice 3SS: [2808 3430]
top_k =  100
Partition function (log Z): -4.347167437808581

Sorted 5' Splice Sites (High to Low Probability):
Position 2948: 0.9987736073171603
Position 362: 0.8779127684692657
Position 1002: 0.39049691469963593
Position 1471: 0.25164158223159044
Position 2392: 0.0641567352547029
Position 3287: 0.030268009260610636
Position 995: 0.018113706356162534
Position 636: 0.017732158378885723
Position 760: 0.017409581969508443
Position 640: 0.015229685442865862
Position 3115: 0.012570759609768967
Position 676: 0.010318586704494332
Position 810: 0.008335970737810127
Position 4345: 0.0039600664004703565
Position 788: 0.003477371010076093
Position 967: 0.0031369523051320986
Position 218: 0.002566784323032263
Position 392: 0.0019525825417233231
Position 471: 0.0009142377968953757
Position 200: 0.00043262785532593436
Position 249: 8.512876095624293e-06
Position 366: 8.071007945084795e-06
Position 476: 1.1077166774962857e-06
Position 484: 3.019374417355948e-08
Position 482: 2.824597910974436e-08
Position 480: 2.2159717005156863e-08
Position 478: 1.6980935136963233e-08
Position 474: 6.2865301662163815e-09
Position 290: 3.6440642989086986e-09
Position 396: 3.2069054298291373e-09
Position 614: 2.1729142334431845e-09
Position 420: 1.0247285522243259e-09
Position 426: 7.440587131452433e-10
Position 302: 6.942632130771224e-10
Position 424: 6.772247899429943e-10
Position 422: 6.771629606558523e-10
Position 388: 3.345644764646508e-10
Position 486: 3.030037702922523e-10
Position 34: 2.747165921699282e-10
Position 263: 1.3031684661038337e-10
Position 237: 1.118026563674276e-10
Position 103: 1.0298630997116224e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3430: 0.9279510678614665
Position 2627: 0.4700954959623879
Position 2808: 0.4432295758617102
Position 1112: 0.2674036685957946
Position 875: 0.25334897916081617
Position 818: 0.08114959278757389
Position 857: 0.06543646502197915
Position 3002: 0.047628835172576975
Position 910: 0.04152123396464786
Position 3177: 0.025473703823003725
Position 1548: 0.024556049311315446
Position 3398: 0.018329796216754804
Position 3020: 0.01684046753693164
Position 1520: 0.0076165594008821905
Position 879: 0.00567175288615216
Position 2201: 0.005613020871624766
Position 1841: 0.00498345925938758
Position 4410: 0.0039600664004703565
Position 3370: 0.0036630276546243293
Position 698: 0.0028252635234887226
Position 1156: 0.002667359313966579
Position 915: 0.0025772856379012426
Position 2080: 0.0022269669994935738
Position 3148: 0.0011698387306379578
Position 3407: 0.0010209781241292165
Position 3043: 0.0006666188537725489
Position 1689: 0.0006271958348312673
Position 966: 0.000597585618447146
Position 561: 0.0005639655745192436
Position 436: 1.6793519447146113e-06
Position 636: 4.91152756873526e-07
Position 502: 2.2665895871873313e-07
Position 676: 2.2510650501107928e-07
