Gene = Aprt
index = 23
Annotated 5SS: [329 697]
Annotated 3SS: [458 770]
SMsplice 5SS: [697]
SMsplice 3SS: [770]
top_k =  100
Partition function (log Z): -3.4894595942079167

Sorted 5' Splice Sites (High to Low Probability):
Position 697: 0.9528132675438993
Position 329: 0.5142080616131441
Position 416: 0.07944550324129074
Position 180: 0.07237584416587406
Position 692: 0.04274077579603942
Position 885: 0.010807945227915823
Position 349: 0.008223836016915606
Position 166: 0.005223902340595003
Position 427: 0.003274136452613916
Position 123: 0.0027543474142807146
Position 155: 0.002020418568408034
Position 687: 0.0013045151525348192
Position 989: 0.0005253519266126703
Position 419: 0.0004600238781683265
Position 980: 0.0003042661769472668
Position 963: 0.00027130041093397666
Position 1001: 0.00020167705728421235
Position 187: 0.0001296852684938618
Position 202: 0.00011899066501001831
Position 138: 4.946386463021976e-05
Position 58: 2.4936131123069172e-05
Position 51: 2.3117509241599595e-05
Position 425: 1.1526327000230244e-05
Position 701: 2.9528786969043016e-06
Position 226: 1.3278422667593104e-06
Position 118: 3.372237910969044e-07
Position 293: 3.10983007761611e-07
Position 553: 2.2511055278291147e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9944270573821823
Position 601: 0.3529162424293287
Position 489: 0.18261364244954895
Position 250: 0.05920801931509629
Position 458: 0.05918905945170738
Position 415: 0.02000064454925964
Position 229: 0.007927410142333691
Position 1135: 0.0039920842282998754
Position 1107: 0.00393291030588047
Position 1061: 0.002506954282777035
Position 803: 0.002337471561413366
Position 536: 0.0022640749607181028
Position 226: 0.001778297828829231
Position 1041: 0.001100871358116052
Position 840: 0.0010052681951419572
Position 846: 0.0007373004777030273
Position 1214: 0.00041189001882327013
Position 311: 0.00034161418334883314
Position 1202: 0.0002556723963982107
Position 1195: 0.00018155413515929142
Position 284: 4.1584174502776494e-05
Position 103: 3.939091209320563e-05
Position 314: 3.50456251493495e-05
Position 202: 2.9653879497764177e-05
Position 258: 1.8637441310846944e-05
Position 187: 1.0957787830848692e-05
Position 356: 7.648615769441442e-06
Position 138: 2.306081226873851e-06
Position 115: 1.7994012587263608e-06
Position 278: 1.7909345475439444e-06
Position 280: 9.073853180084249e-07
Position 740: 2.137289483439975e-07
Position 263: 3.9836860904352914e-08
Position 166: 3.1330891526429884e-08
