Gene = trbl
index = 1918
Annotated 5SS: [1184]
Annotated 3SS: [4133]
SMsplice 5SS: [1184]
SMsplice 3SS: [4133]
top_k =  100
Partition function (log Z): -6.357750598242442

Sorted 5' Splice Sites (High to Low Probability):
Position 1184: 0.9861296646152091
Position 2025: 0.43625328113832884
Position 4031: 0.19767641475606806
Position 4045: 0.12155498850184998
Position 4315: 0.038149150804087165
Position 260: 0.0117889885979945
Position 2893: 0.01147077063440198
Position 4941: 0.008995915927181918
Position 2021: 0.006008153360810984
Position 133: 0.0057473264967197665
Position 2074: 0.0056852982541958225
Position 1201: 0.005170816161353504
Position 58: 0.004854593340603735
Position 2990: 0.004387902794767064
Position 1544: 0.004117106312188925
Position 1548: 0.004074920184869059
Position 1564: 0.002550277519723247
Position 2903: 0.0022391659283705766
Position 1572: 0.00218023666353159
Position 4319: 0.0019690214392066637
Position 3406: 0.0018114069056959627
Position 338: 0.0017668259512488061
Position 3213: 0.0017429520840587973
Position 3410: 0.0015519814867592937
Position 2701: 0.0014880779264221252
Position 97: 0.0009046199714566398
Position 136: 0.0004929194862105824
Position 227: 0.0004344261120758747
Position 325: 0.0003862668947238828
Position 513: 0.0003832561576419956
Position 161: 0.0002871377411925096
Position 803: 0.00024181758310371255
Position 1113: 0.00016829258969788347
Position 364: 7.090226264605247e-05
Position 139: 5.794707803433276e-05
Position 299: 4.424753855464459e-05
Position 2559: 4.093625287404198e-05
Position 35: 3.743781551939665e-05
Position 2656: 3.516925360003073e-05
Position 2192: 2.158947154061574e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.953268077377814
Position 1805: 0.5131618675979653
Position 3230: 0.2881491521181223
Position 1778: 0.03238183195360751
Position 4528: 0.029436545590042665
Position 860: 0.012749208719001787
Position 4386: 0.010681626653251144
Position 5008: 0.008995915927181918
Position 1499: 0.0042446568224495645
Position 4146: 0.0032336192759447376
Position 432: 0.0032317158973927665
Position 222: 0.0029806265864894895
Position 1284: 0.001930811252828991
Position 1397: 0.0013052343135684407
Position 839: 0.0012898582484677163
Position 539: 0.0012524235861937386
Position 1476: 0.0010030520057959728
Position 986: 0.0007989215586724089
Position 481: 0.0007955033066614241
Position 2209: 0.0004924952937180053
Position 478: 0.0004880283643987762
Position 1734: 0.0003694761666465126
Position 2423: 0.00023630571829539386
Position 950: 0.00017980192891846173
Position 2160: 0.00011909765452342061
Position 379: 4.964597912845455e-05
Position 642: 4.654157328943291e-05
Position 330: 3.544544577596824e-05
Position 441: 3.326050040359447e-05
Position 396: 1.6031382577635885e-05
Position 101: 1.4630630156523199e-05
Position 1726: 4.1325384892255425e-07
Position 1910: 1.9274477052210246e-07
Position 1947: 1.8856661527285414e-07
