Gene = Rcd2
index = 1412
Annotated 5SS: [ 284 1520]
Annotated 3SS: [ 1342 10661]
SMsplice 5SS: [ 1144  1520 10603]
SMsplice 3SS: [ 1342 10475 10661]
top_k =  100
Partition function (log Z): -11.246143294713507

Sorted 5' Splice Sites (High to Low Probability):
Position 1520: 0.9999607012228195
Position 1144: 0.1973051627557137
Position 1033: 0.17812511182432594
Position 1042: 0.14970886391384336
Position 1191: 0.14304651610146846
Position 284: 0.12515811259577547
Position 1171: 0.10798121492071268
Position 11129: 0.0730004543389456
Position 273: 0.02582680821046156
Position 278: 0.02214193260337698
Position 882: 0.020540822288389354
Position 873: 0.01616279374251805
Position 977: 0.009549184102806899
Position 708: 0.006736886059669402
Position 886: 0.004843059312347262
Position 993: 0.0038018922817497553
Position 8563: 0.0036766788188324867
Position 24: 0.003144219339149923
Position 1135: 0.0029097729640549888
Position 1114: 0.0024626676164005517
Position 877: 0.0016532024869033092
Position 888: 0.0015058555200652456
Position 230: 0.000956853000393276
Position 319: 0.0007890197797814475
Position 745: 0.0007327853757494614
Position 1138: 0.0007130940553126515
Position 1096: 0.0007046137222634357
Position 31: 0.0006060161047183665
Position 328: 0.0005815501757746747
Position 94: 0.000579631449021976
Position 765: 0.0005308835808799712
Position 240: 0.0005079339299127899
Position 257: 0.0005012439394172955
Position 895: 0.0004525373103951741
Position 1382: 0.0004263969274053028
Position 657: 0.0003851601491132558
Position 861: 0.0003643884195696789
Position 5000: 0.00012940544077055222
Position 520: 0.00010586003901725586
Position 4967: 4.561815678419868e-05
Position 4994: 2.880846361288253e-05
Position 4078: 1.7883310452138028e-05
Position 3174: 1.2348557225214698e-05
Position 1461: 1.4960771197025173e-06
Position 1524: 1.3774626098140194e-06
Position 415: 1.2708535478237584e-07
Position 683: 1.244076094318347e-07
Position 859: 1.1579557641381516e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1342: 0.9972941322735124
Position 10661: 0.6562887758043563
Position 12057: 0.17591743195174983
Position 11264: 0.1669190626521788
Position 10682: 0.04206808136043465
Position 8485: 0.02680505591966012
Position 1106: 0.010004360376540095
Position 331: 0.006624084024026019
Position 779: 0.0040606982006351116
Position 8619: 0.0036766788188324867
Position 591: 0.0032928417741432776
Position 1444: 0.003115262659805379
Position 964: 0.0024487611237847783
Position 515: 0.0022598799691352926
Position 4696: 0.0018738867068248948
Position 1062: 0.001678912595401404
Position 7126: 0.0013070434678135881
Position 7500: 0.0007976618525241046
Position 873: 0.0007634808900148947
Position 5767: 0.0003431943342294756
Position 5889: 0.000265514476187312
Position 5046: 0.0002429962088123399
Position 3252: 0.00011458655995647368
Position 4706: 4.810926746514244e-05
Position 3016: 3.955515094317646e-05
Position 4650: 3.597366567535828e-05
Position 3809: 2.986524635114463e-05
Position 1664: 1.903296886140655e-05
Position 1655: 1.4888394599874483e-05
Position 2714: 1.3911353683752768e-05
Position 4532: 1.3421408067274626e-05
Position 3449: 6.647843918442183e-06
Position 2095: 6.392895423412579e-06
Position 2392: 5.302785938255729e-06
Position 1773: 4.40182465284639e-06
Position 3364: 3.991007603549109e-06
Position 2179: 3.4035048128603663e-06
Position 2870: 2.60602726599398e-06
Position 1639: 1.536740933867893e-06
Position 2437: 1.3049006879671349e-06
Position 2599: 1.2021253099236891e-06
Position 2323: 1.0376422063955591e-06
Position 2252: 8.422190163301287e-07
Position 1643: 7.430832989434401e-07
Position 1998: 6.316788960766614e-07
