Gene = aos
index = 1610
Annotated 5SS: [  970 11830 12071]
Annotated 3SS: [11275 11898 12138]
SMsplice 5SS: [  970 11830 12071]
SMsplice 3SS: [11275 11898 12138]
top_k =  100
Partition function (log Z): 5.906406245564108

Sorted 5' Splice Sites (High to Low Probability):
Position 970: 0.9999951584304431
Position 12071: 0.9993175474918916
Position 11830: 0.9991967875916047
Position 11449: 0.1643802823546589
Position 12783: 0.15542671272855976
Position 5512: 0.05574647388882918
Position 12935: 0.05381022280066928
Position 12329: 0.045707642643335655
Position 12759: 0.03993709575918751
Position 14: 0.0346564610183905
Position 12634: 0.007841328432287594
Position 335: 0.007698887425675121
Position 785: 0.0035718940327296982
Position 228: 0.003357125918468574
Position 13055: 0.002104245154649143
Position 12280: 0.0016235622954390897
Position 178: 0.0013291189287488777
Position 361: 0.0010700948832959023
Position 12418: 0.0008855446932264986
Position 820: 0.0005970455637341124
Position 53: 0.0005737544480255115
Position 790: 0.0005322335496158199
Position 101: 0.0005044990143285284
Position 169: 0.000395816899680858
Position 12352: 0.0003461102248393423
Position 183: 0.00026284839446026614
Position 176: 0.0002529999900453059
Position 12075: 0.00020645130993342443
Position 254: 4.9820133731599444e-05
Position 18: 4.7289565292209283e-05
Position 12403: 4.6180199876761973e-05
Position 12181: 4.169527934415546e-05
Position 2985: 2.4462825814768433e-05
Position 12479: 2.3099645070998882e-05
Position 12211: 1.7117701317975535e-05
Position 12700: 1.0461000112175638e-05
Position 8170: 6.039161096767184e-06
Position 12049: 4.900835542939758e-06
Position 1794: 4.648161545866452e-06
Position 11990: 1.1258506146231832e-06
Position 12909: 7.987108018228969e-07
Position 12469: 1.7677216539222163e-07
Position 11970: 4.0957949321961494e-08
Position 964: 1.490223021559413e-08
Position 12030: 9.581968058417795e-09
Position 11948: 1.3490683676252286e-10
Position 11974: 2.5283175496476777e-12
Position 11963: 6.51680405468403e-13
Position 12108: 1.645842407717392e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998776414497262
Position 11275: 0.9992656310480506
Position 12138: 0.9947469345115326
Position 12837: 0.23440761905384508
Position 11515: 0.1643166344200983
Position 5259: 0.05025678840832519
Position 12997: 0.02625172593213621
Position 838: 0.020517006006555146
Position 85: 0.017652899201743292
Position 13006: 0.015099886309729058
Position 12392: 0.01180405840873413
Position 13031: 0.010762325077046216
Position 305: 0.0077618157515095725
Position 12408: 0.006759942469854365
Position 5374: 0.004159280366811395
Position 13165: 0.0028398023365533128
Position 894: 0.002617776715331448
Position 113: 0.0025058998478169102
Position 466: 0.001807130762012248
Position 5006: 0.0013304051136925985
Position 12412: 0.0013171497029461816
Position 12555: 0.0012293641938662006
Position 13108: 0.0009607282998536446
Position 697: 0.0007596320324494078
Position 228: 0.0007333771482269011
Position 12153: 0.000687411835374254
Position 543: 0.0005395256332548583
Position 12963: 0.000461327914275993
Position 11933: 7.237363057051272e-05
Position 11936: 3.076299589550541e-05
Position 2760: 1.8377208708471123e-05
Position 11959: 1.4016159973835656e-05
Position 12680: 1.28200188548146e-05
Position 12656: 9.558264635079596e-06
Position 8032: 6.039161096767184e-06
Position 1604: 5.313889488071846e-06
Position 1500: 2.1976676752798282e-06
Position 2344: 1.4371723032547231e-06
Position 1646: 8.581247820780681e-07
Position 2283: 8.022416031597483e-07
Position 12159: 6.799747241822315e-07
Position 12234: 5.399413124574726e-07
Position 12244: 1.0716199713932065e-07
Position 12189: 9.904156042864334e-08
Position 2218: 4.694130752340908e-08
Position 1520: 4.57049494175957e-08
Position 2317: 3.203654337854641e-08
