Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  100
Partition function (log Z): -81.61507638603682

Sorted 5' Splice Sites (High to Low Probability):
Position 448: 0.9643456106315484
Position 1525: 0.7021448130704903
Position 1837: 0.3925529515963855
Position 831: 0.23339301834648823
Position 1751: 0.15267261979919225
Position 5843: 0.06950258035495066
Position 860: 0.004697676480728586
Position 935: 0.0030747075479057276
Position 930: 0.0029239385238445563
Position 989: 0.0028167465321947485
Position 3: 0.0026205496827166152
Position 570: 0.0016671078500929586
Position 851: 0.0012485014203237588
Position 249: 0.000995006100781284
Position 194: 0.0006822675838238549
Position 202: 0.0005468739077047724
Position 173: 0.0004658217193301196
Position 247: 0.00016232266557468652
Position 25: 0.00013316177577904733
Position 307: 0.00011343216396694664
Position 282: 0.0001020217878888092
Position 198: 7.879368119382852e-05
Position 220: 3.389520575247164e-05
Position 188: 2.891714501416684e-05
Position 256: 1.8397551181913557e-05
Position 357: 1.2472939413065546e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16995: 0.9999996275039649
Position 1129: 0.4418044726381152
Position 1596: 0.322693167121006
Position 501: 0.30405373245570605
Position 1622: 0.20062187025038683
Position 5583: 0.0695026192790135
Position 1283: 0.03840976676985321
Position 1081: 0.037278352421878075
Position 1064: 0.03233934836200088
Position 720: 0.024635741521354938
Position 619: 0.018638431153014067
Position 902: 0.012725380530770887
Position 987: 0.006393730926929683
Position 1023: 0.004575121969113475
Position 744: 0.003745892876906268
Position 1382: 0.003427373537241574
Position 1225: 0.003121158984669344
Position 350: 0.0016180644554654505
Position 963: 0.0014505420433822617
Position 1151: 0.0013403939373298778
Position 1262: 0.0012932549422034572
Position 58: 0.0012014624091624205
Position 1179: 0.0011678576760018667
Position 984: 0.0011636095896459223
Position 328: 0.0011585159769489195
Position 61: 0.0009456690274889063
Position 356: 0.0007135370810724832
Position 667: 0.00043682807170622613
Position 247: 0.00025802039337521405
Position 1774: 0.00022187707550779095
Position 282: 6.687241256365324e-05
Position 183: 1.1427550089633501e-05
Position 426: 5.139044366723788e-06
Position 118: 1.5065091803044551e-06
Position 256: 1.4372830475055713e-06
Position 188: 8.527437413346669e-07
Position 7391: 3.0726576344036476e-07
Position 2093: 8.704426224766732e-09
Position 2710: 2.3948162141127276e-09
Position 2012: 1.744324477294955e-09
Position 2226: 1.403828278231294e-09
Position 1988: 1.2371558004815122e-09
Position 2960: 5.268397852179493e-10
Position 2265: 3.349926515737722e-10
Position 1832: 2.824238237799891e-10
