Gene = Mip
index = 1279
Annotated 5SS: [287]
Annotated 3SS: [3610]
SMsplice 5SS: [100]
SMsplice 3SS: [3610]
top_k =  100
Partition function (log Z): -6.70144381568057

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.5591765320847221
Position 287: 0.43735769453767703
Position 3049: 0.05726567814206272
Position 4139: 0.04595614981538149
Position 3683: 0.028705307836100948
Position 134: 0.007256962964398577
Position 363: 0.006758202264409064
Position 294: 0.0038706896065879657
Position 3411: 0.0038315561398633443
Position 4266: 0.0037775463913744837
Position 1177: 0.003572799276390978
Position 4527: 0.0022736022365132907
Position 376: 0.0011731598466755225
Position 26: 0.0008870332600512792
Position 939: 0.0008240166478546737
Position 3757: 0.0005473459147057881
Position 373: 0.0001039932552288223
Position 388: 4.6269080549043774e-05
Position 3904: 2.9422536085078114e-05
Position 876: 2.5035179916456753e-05
Position 1222: 1.7466283001456886e-05
Position 699: 1.6840782887915223e-05
Position 884: 1.6539981976294907e-05
Position 4326: 1.1702225135620054e-05
Position 318: 7.2133513457056024e-06
Position 211: 5.341965978110004e-06
Position 254: 5.252436483498909e-06
Position 185: 1.6178716946332067e-06
Position 95: 1.4150620042003172e-06
Position 162: 8.210662087174306e-07
Position 84: 6.147858849367074e-07
Position 128: 5.782991906515603e-07
Position 14: 2.5776044825390292e-08
Position 62: 1.4667498200633784e-08
Position 282: 1.0086276483673489e-09
Position 228: 4.531191113213371e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3610: 0.9949523110083889
Position 4322: 0.02021821389878668
Position 4359: 0.020045384185395185
Position 4376: 0.019776006931197722
Position 3733: 0.01673132052530084
Position 228: 0.013130891745116268
Position 2686: 0.012296067790763653
Position 439: 0.010739650793999194
Position 1968: 0.010350866997534796
Position 2390: 0.008701913697330838
Position 2192: 0.005938206324204305
Position 183: 0.005413318454204052
Position 3165: 0.0052825096229296075
Position 3009: 0.004249202955129976
Position 2305: 0.002664164550953728
Position 2285: 0.0025941211040977135
Position 4613: 0.002273602236513292
Position 3756: 0.0022314009237858244
Position 2645: 0.0016904936550103554
Position 2575: 0.0014362283677200457
Position 192: 0.0006079387263849107
Position 3736: 0.0006058473771132044
Position 974: 0.00057993702994296
Position 3816: 0.0005473459147057881
Position 479: 0.00035840469394235567
Position 904: 4.25187895861316e-05
Position 3975: 2.9422536085078114e-05
Position 1425: 2.7592952214853492e-05
Position 476: 9.34454986371857e-06
Position 341: 6.878157470680111e-08
Position 271: 6.634189043733405e-08
Position 347: 5.185237521669836e-08
Position 286: 1.3575603893807802e-08
Position 100: 7.509723025846716e-09
Position 185: 3.2294714652138926e-09
Position 282: 2.9521239437157442e-09
