Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  100
Partition function (log Z): 10.093860827901315

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965700918306897
Position 10540: 0.9951149090343173
Position 376: 0.9911046792995462
Position 9826: 0.9910272870357602
Position 10081: 0.9684846618868309
Position 7923: 0.8334684135215742
Position 6188: 0.8273133107470767
Position 7541: 0.660851163074607
Position 10669: 0.6275318286797222
Position 8875: 0.5301058470346672
Position 8855: 0.23558118302202047
Position 32: 0.11115518881115809
Position 8669: 0.07557310176034818
Position 10984: 0.0635882848454244
Position 60: 0.03654581622614781
Position 126: 0.00602519814332123
Position 182: 0.00503492323068304
Position 10212: 0.00319024621782073
Position 192: 0.0017746520759514427
Position 4615: 0.0014092044923452363
Position 9588: 0.0011850180085301312
Position 10041: 0.0007901509388105614
Position 44: 0.0003387441699993747
Position 194: 0.00015113057281115595
Position 10704: 0.0001087222125385976
Position 9: 9.596192107863239e-05
Position 10214: 7.73336889204396e-05
Position 89: 1.6594120991846856e-05
Position 23: 1.1503738231792716e-05
Position 10507: 2.9211975308807705e-06
Position 10525: 1.4604737578547238e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10272: 0.9998301823395599
Position 9891: 0.9977148547130406
Position 10599: 0.9949055285678153
Position 8944: 0.9930780641426276
Position 10144: 0.9685924581261346
Position 7984: 0.8412601318170357
Position 7693: 0.8334684135215744
Position 6057: 0.7255178808882228
Position 10731: 0.4977925593155031
Position 6763: 0.2754847113172915
Position 7066: 0.20083566426960917
Position 7221: 0.1402295593402559
Position 182: 0.11500123283990024
Position 5079: 0.08045578390510003
Position 11174: 0.07043732297863581
Position 7211: 0.04430122814745002
Position 247: 0.031108141923516432
Position 11838: 0.02961560660725893
Position 10775: 0.015048256427652248
Position 12645: 0.015016862999648979
Position 10910: 0.0149983896377395
Position 11510: 0.014842495588710643
Position 11305: 0.014625009700863991
Position 4688: 0.011336316652963658
Position 11045: 0.007385154603228836
Position 5256: 0.006853383282068733
Position 10796: 0.00437029123816187
Position 4178: 0.0031499460187213745
Position 11770: 0.002806942858069597
Position 112: 0.0027187183264278524
Position 109: 0.002660065411972261
Position 11689: 0.002273787023765921
Position 4454: 0.0014092044923452363
Position 9948: 0.0013720169969231235
Position 11051: 0.0011829122408284494
Position 10916: 0.0009283004316473028
Position 139: 0.0007662338081050323
Position 10152: 0.0006526934873158729
Position 10582: 8.581561375565614e-05
Position 10634: 2.367060136681028e-05
Position 10425: 2.0512757130203123e-05
Position 10401: 2.043310299850167e-05
Position 10301: 1.5482711713199702e-05
Position 10289: 1.5428980103845687e-05
Position 10458: 9.73435646741841e-06
Position 10637: 9.52253136244981e-06
Position 10570: 2.6253371699932903e-06
Position 10491: 3.3453074672441734e-11
