Gene = rols
index = 1860
Annotated 5SS: [  298  3879 36164 37838 51929 52432 55981]
Annotated 3SS: [ 2949 35980 37697 51450 52128 52627 56043]
SMsplice 5SS: [  298  3879 36164 37838 51929 55981]
SMsplice 3SS: [ 2949 35980 37697 51450 55845 56043]
top_k =  100
Partition function (log Z): -51.988422453992165

Sorted 5' Splice Sites (High to Low Probability):
Position 3879: 0.9999999998850505
Position 298: 0.8309349078104418
Position 94: 0.12172080330945122
Position 100: 0.01627624888557084
Position 1216: 0.011935930618615621
Position 86: 0.00371056756098292
Position 1135: 0.0031895219354776488
Position 3: 0.0023350656408851022
Position 148: 0.002326768964567801
Position 1302: 0.002230914118890522
Position 1830: 0.0020288114614111685
Position 1609: 0.0012650943404958728
Position 302: 0.0012181589363425283
Position 265: 0.0008272108950819599
Position 2865: 3.3901798381603004e-09
Position 2022: 2.3876193576907567e-10
Position 5533: 1.9178998449872568e-10
Position 2357: 1.0745912293847441e-10
Position 458: 8.854878090786252e-11
Position 1220: 8.677565995352542e-11
Position 179: 3.524032813978623e-12
Position 120: 2.2319159105968853e-12
Position 3890: 1.573349850866589e-12
Position 161: 8.707231753229263e-13
Position 313: 6.534942779351814e-13
Position 20: 3.1941159612916275e-13
Position 193: 3.724191679694655e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 23860: 0.9989123763344685
Position 2949: 0.9256557298113195
Position 2965: 0.0728373910013044
Position 1902: 0.0015068829133083887
Position 18477: 0.0010017043068259591
Position 16657: 7.334589951232724e-05
Position 15632: 1.06426554294485e-05
Position 13156: 1.1321265585774562e-06
Position 11964: 3.251437517679676e-07
Position 11037: 1.4242133787569822e-07
Position 11492: 1.0196131860863444e-07
Position 10666: 6.791131031749294e-08
Position 10652: 3.6582710201242446e-08
Position 9190: 3.623367309948341e-08
Position 10513: 3.006908241511838e-08
Position 8992: 2.375248496980515e-08
Position 9861: 1.3443178375830518e-08
Position 8081: 1.2050809551087744e-08
Position 9150: 3.378635449307501e-09
Position 362: 2.4226043342914204e-09
Position 161: 1.6140953237560645e-09
Position 5563: 1.182270825510836e-09
Position 5341: 9.121839708410701e-10
Position 7669: 6.192568943187101e-10
Position 5593: 4.491281490084394e-10
Position 202: 4.423893249423322e-10
Position 5395: 3.770311750280055e-10
Position 4226: 2.5671987296725905e-10
Position 5399: 2.4743698535931256e-10
Position 4745: 2.3254775746643381e-10
Position 4255: 1.8381267652147015e-10
Position 4630: 1.7606347017040454e-10
Position 4198: 1.6764527797852e-10
Position 6259: 1.465179381167156e-10
Position 4824: 1.412013096978828e-10
Position 6265: 1.386394453100524e-10
Position 5428: 1.0880443402314538e-10
Position 561: 9.109678717028715e-11
Position 5926: 8.042225746046778e-11
Position 3965: 7.401351255264801e-11
Position 4009: 7.03975560201583e-11
Position 236: 5.492214991074896e-11
Position 4324: 5.169152807359227e-11
Position 3962: 5.127833727302491e-11
Position 4688: 4.26853337253703e-11
Position 510: 4.1410005286074765e-11
Position 3989: 4.059546633412305e-11
Position 4145: 2.3273601534914288e-11
Position 4884: 1.5143388912263602e-11
Position 3934: 1.1509952435235127e-11
Position 3997: 7.057311819482872e-12
Position 2409: 2.1999241228117253e-12
Position 2582: 1.4713640023040433e-12
Position 2116: 1.4534060549140978e-12
Position 1829: 6.038442056045232e-15
Position 1381: 5.9421342062994616e-15
Position 218: 2.967789241234951e-16
Position 251: 1.9594217115605159e-16
Position 274: 6.776137285938148e-17
Position 271: 1.2481226290844744e-17
Position 86: 9.899601857352327e-18
Position 51: 3.607202579097055e-18
Position 120: 3.0467504405134776e-18
