Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  100
Partition function (log Z): -5.712083858931688

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.999755729981676
Position 1545: 0.28581942609468264
Position 3229: 0.0643023578549108
Position 430: 0.05317192223949662
Position 2067: 0.041767251011641755
Position 2645: 0.03928608297288769
Position 1848: 0.01774224095876358
Position 2880: 0.017497212934134664
Position 2650: 0.015550779262243544
Position 3174: 0.013871421719045715
Position 2529: 0.011269232227904042
Position 2200: 0.010534646269148814
Position 511: 0.008166264323076312
Position 30: 0.00656084822720832
Position 889: 0.005767896001875985
Position 1066: 0.0031283350237104055
Position 806: 0.0022318429392814533
Position 1695: 0.0019393112525717359
Position 385: 0.001568386143436811
Position 861: 0.0012533949741021005
Position 378: 0.0011897707521213014
Position 84: 0.0011403874592468062
Position 1757: 0.0008705031555674781
Position 1531: 0.0008688801169479124
Position 1224: 0.0007910603338074567
Position 468: 0.000632529492000529
Position 1527: 0.00048036606935903346
Position 409: 0.00027122274556414466
Position 456: 0.00019484996119853798
Position 751: 0.00018598026965961008
Position 330: 0.0001579793919097679
Position 357: 0.0001276419308413186
Position 1392: 0.00012229408713345337
Position 1845: 0.00010582285960505901
Position 393: 9.443916307538227e-05
Position 1686: 6.709909307668006e-05
Position 1162: 1.159157408722543e-05
Position 1139: 2.9183838621019184e-06
Position 879: 1.8323716768989126e-06
Position 1313: 1.5771732298568444e-06
Position 601: 6.866102673509995e-07
Position 198: 3.99149599775039e-09
Position 37: 2.641593639907735e-09
Position 360: 1.8465595328797861e-09
Position 188: 2.32852927242333e-10
Position 90: 1.6761062659933445e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9990984605982302
Position 2756: 0.16545840718586205
Position 3313: 0.10692302326641757
Position 2708: 0.08676173433870513
Position 1615: 0.03926119215120358
Position 1993: 0.0325077895164718
Position 638: 0.03219546991127
Position 504: 0.02876700812857014
Position 1958: 0.01862119220606122
Position 2966: 0.01404367928869064
Position 2135: 0.013672586791107513
Position 3772: 0.01241401732802451
Position 2585: 0.010162663879992227
Position 1116: 0.008396726331414214
Position 1635: 0.006098371431769529
Position 2249: 0.005292721841192461
Position 915: 0.004133118409661599
Position 1654: 0.0036155727863039044
Position 1138: 0.003578066397112726
Position 1276: 0.0025779812746003256
Position 1632: 0.0024794383594195788
Position 1843: 0.0022188777045608135
Position 84: 0.0020138527570897
Position 2402: 0.0015967589842891996
Position 136: 0.001587358387388574
Position 856: 0.0013062336989533938
Position 1017: 0.0012760405151315015
Position 1476: 0.0008935576520609948
Position 1677: 0.000798789894346985
Position 792: 0.00032991621961670967
Position 546: 0.00023378277567868714
Position 237: 0.00013641263663678708
Position 1946: 4.581689807251839e-05
Position 1457: 4.80357067825141e-06
Position 1484: 1.1995016771986218e-06
Position 1511: 1.0511623150407787e-06
Position 1459: 3.5050557292167244e-07
