Gene = mio
index = 1791
Annotated 5SS: [ 255  482  792 1815 2427 2969]
Annotated 3SS: [ 307  539  883 1870 2486 3029]
SMsplice 5SS: [ 255  792 1815 2427 2969]
SMsplice 3SS: [ 307  883 1870 2486 3029]
top_k =  100
Partition function (log Z): 6.5285410726764175

Sorted 5' Splice Sites (High to Low Probability):
Position 1815: 0.9978027360467122
Position 2969: 0.9877377162169931
Position 255: 0.9569278252273093
Position 2427: 0.9479542951914337
Position 792: 0.9445425594946365
Position 482: 0.44939264367137555
Position 990: 0.08164674164321029
Position 979: 0.037450943617995745
Position 814: 0.01761193249549054
Position 2594: 0.013177516351799527
Position 477: 0.009920693714275263
Position 830: 0.00953229842436781
Position 1171: 0.009306258645425593
Position 224: 0.0038588115936395375
Position 833: 0.0022499937787459454
Position 796: 0.0015409265220682547
Position 412: 0.0015298042933152385
Position 29: 0.001239657712553512
Position 260: 0.0009009390404457947
Position 743: 0.0005059375399683346
Position 3: 0.0004121624039959695
Position 486: 0.0002599595647252016
Position 3259: 0.00022169716656594295
Position 191: 0.00021716757388977356
Position 433: 0.00015004588246778062
Position 2963: 0.00012859663252565439
Position 3236: 9.407266087113287e-05
Position 92: 9.108732825479263e-05
Position 7: 5.346929011039804e-05
Position 3270: 3.2946457738145936e-05
Position 1762: 2.7873009342347587e-05
Position 3204: 2.3172562974435517e-05
Position 32: 2.111151522802593e-05
Position 88: 1.9580475681677742e-05
Position 778: 1.4713004707023121e-05
Position 3268: 1.397537247282595e-05
Position 5: 1.2488044630401664e-05
Position 348: 1.1886295791893738e-05
Position 392: 1.1725637912468476e-05
Position 37: 1.1138073575682377e-05
Position 416: 1.0918302053987831e-05
Position 937: 2.9225823494218847e-06
Position 39: 2.558956535789502e-06
Position 2433: 2.3181426750387905e-06
Position 50: 2.099346812936025e-06
Position 166: 1.0714262521263512e-06
Position 308: 8.450479441580007e-07
Position 95: 7.033540462104033e-07
Position 104: 4.494568624302106e-07
Position 56: 2.6725775614099227e-07
Position 328: 7.381706640416432e-08
Position 2960: 1.5686392318330326e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1870: 0.9974643931247558
Position 3029: 0.9858284632767693
Position 307: 0.9602171684324646
Position 2486: 0.8450658052469475
Position 883: 0.8376695536279501
Position 539: 0.44216350603116356
Position 1053: 0.25204700348434395
Position 2653: 0.1039843178508767
Position 965: 0.01302802849322987
Position 2584: 0.0073598679713847166
Position 1371: 0.0066334645319663516
Position 1285: 0.006053757543725595
Position 553: 0.0034243520840983263
Position 412: 0.00238805901749391
Position 2523: 0.0022214762494466044
Position 1073: 0.0017698406984091742
Position 3329: 0.0014364766547841595
Position 3040: 0.0013439092531647918
Position 2693: 0.0009313509161854588
Position 922: 0.0008389806726043063
Position 905: 0.0007365822889185772
Position 918: 0.0005926011829470489
Position 88: 0.0005711798071593759
Position 2563: 0.0005478745765624556
Position 550: 0.0005288501833824619
Position 2250: 0.00032335313276533114
Position 2493: 0.0003174724594749625
Position 2540: 0.0003107664993188805
Position 2092: 0.0002337684601766826
Position 2103: 0.0001423131391835739
Position 95: 0.00010043907776369543
Position 509: 6.818834470264019e-05
Position 522: 6.608557447342818e-05
Position 1880: 6.151906980420075e-05
Position 676: 5.6207001977449e-05
Position 392: 4.408313653066212e-05
Position 470: 3.79775818894161e-05
Position 3182: 2.1116078508224667e-05
Position 3285: 1.8316924656593747e-05
Position 467: 1.718092234734393e-05
Position 583: 1.31974605495834e-05
Position 162: 3.6322275318327153e-06
Position 205: 6.661177712955888e-07
Position 236: 1.343336513623756e-07
Position 224: 6.280815951875114e-08
