Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  100
Partition function (log Z): 41.588574986757244

Sorted 5' Splice Sites (High to Low Probability):
Position 13232: 0.9999999999999996
Position 14833: 0.9999150163817236
Position 14657: 0.99942058515691
Position 10340: 0.9976338483930524
Position 13652: 0.9967713399952784
Position 9815: 0.9955522967991908
Position 4833: 0.9945245223973336
Position 15043: 0.9292596356931181
Position 9996: 0.8404162024347009
Position 1561: 0.8182008594921079
Position 2399: 0.682450411994397
Position 15514: 0.6624890510379517
Position 533: 0.5750464374134082
Position 13428: 0.4793513849569535
Position 1955: 0.47275603395556115
Position 1845: 0.38718141352081664
Position 2794: 0.36319312097332934
Position 8759: 0.2157856274513779
Position 10031: 0.1575221229800923
Position 13410: 0.09408034982102045
Position 3707: 0.0916222071690612
Position 10888: 0.08430902320125358
Position 11803: 0.06907652101673735
Position 1102: 0.027983398337628453
Position 11875: 0.025464378294453822
Position 10928: 0.022230864579493678
Position 231: 0.01933205375618963
Position 15692: 0.01840243446094068
Position 235: 0.017612866123248694
Position 233: 0.017396643248464523
Position 237: 0.01662097146126611
Position 13817: 0.0159139925525883
Position 14491: 0.014895492591993029
Position 625: 0.01375536857844076
Position 247: 0.012459464367937071
Position 1074: 0.010851586612240281
Position 15367: 0.010695176176938869
Position 15423: 0.00953779837538249
Position 1849: 0.00794820825565621
Position 618: 0.007830370991640474
Position 5251: 0.00507343972796699
Position 8549: 0.005009195551006618
Position 1044: 0.004745663031946982
Position 9836: 0.0040402128540620065
Position 15047: 0.00380614561683512
Position 15216: 0.0034759047508226095
Position 15266: 0.00333531799374565
Position 15171: 0.0030741563708747035
Position 15430: 0.002884766279373505
Position 1988: 0.0019412842855438945
Position 13656: 0.001824716091339854
Position 10388: 0.0017855484711873692
Position 9990: 0.0014495407475939995
Position 725: 0.0009497601344677581
Position 715: 0.0008975891987342378
Position 10224: 0.0001846487572478808
Position 14664: 0.00017007548240912282
Position 10402: 0.00010136216904467004
Position 14837: 8.193989122014838e-05
Position 14282: 7.748768208438528e-05
Position 15186: 3.9019658493639004e-05
Position 15264: 2.687804207604521e-05
Position 15435: 1.5175283791194725e-05
Position 10274: 1.4956201372390117e-05
Position 14186: 1.1311883051320186e-05
Position 14606: 4.424895760834557e-06
Position 15045: 9.667506873696045e-07
Position 15017: 4.0822700381152943e-07
Position 14776: 1.2548415106554514e-07
Position 14893: 1.1043104390722753e-07
Position 10038: 1.4023065556999959e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14892: 0.9997881274357686
Position 14721: 0.9995885662284655
Position 9888: 0.9981616750182942
Position 9678: 0.9955636912447793
Position 4615: 0.9918549106395314
Position 13714: 0.9895753207898238
Position 13099: 0.9660312641761742
Position 10089: 0.9512764934478314
Position 13300: 0.9420365711770792
Position 15101: 0.8722140972335225
Position 1628: 0.8409482094074123
Position 15593: 0.7269547680194187
Position 2181: 0.2994707490191037
Position 13479: 0.29718629958704557
Position 13500: 0.2864737577898635
Position 1188: 0.25743235529100833
Position 8100: 0.2210423656002758
Position 10500: 0.20441250137875103
Position 2541: 0.19966305554117247
Position 2297: 0.18033265690596367
Position 2100: 0.17976932114576516
Position 1217: 0.09682464142093893
Position 806: 0.07845461147279152
Position 1485: 0.07261883347092213
Position 2586: 0.06755241139563095
Position 1460: 0.06335344984940021
Position 3410: 0.05980128939295469
Position 10049: 0.04776355794685754
Position 2260: 0.046618961597068444
Position 2504: 0.035749171365279504
Position 15104: 0.02966592044958637
Position 12210: 0.02708231532867725
Position 13334: 0.02694227887626649
Position 15754: 0.018259436413009495
Position 2575: 0.014691424498609171
Position 14577: 0.0146677783087184
Position 13359: 0.013417754513584726
Position 1741: 0.012979043899767962
Position 1708: 0.01136274850685467
Position 13954: 0.010145604806326454
Position 1271: 0.009503463671029588
Position 13729: 0.009019352708481294
Position 13311: 0.007371633417468062
Position 1560: 0.007174396298720877
Position 1590: 0.006971574067126006
Position 1797: 0.00613103450716316
Position 14014: 0.005688709276453398
Position 4919: 0.0036416484980843255
Position 1954: 0.003381538805815856
Position 10457: 0.0030717704116977043
Position 9075: 0.0026242371682366713
Position 4108: 0.0024709219074879087
Position 8819: 0.0014766132257742993
Position 4890: 0.001431791229882665
Position 9894: 0.0012696666808547125
Position 12047: 0.00048293579664163746
Position 14751: 0.0004074750224829435
Position 10289: 0.00028448662010810427
Position 3873: 0.0001894612219032299
Position 15828: 0.00014299804793114075
Position 9977: 3.278987998260336e-05
Position 14975: 1.4737914265365448e-05
