Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  100
Partition function (log Z): 1.0098820601088223

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.998568301037483
Position 5623: 0.9855406985749373
Position 5056: 0.7588055031251155
Position 875: 0.4447562589164705
Position 495: 0.3549437970085948
Position 93: 0.1081283698952967
Position 4080: 0.036413787404480265
Position 930: 0.036166429545923265
Position 113: 0.020835026221134464
Position 871: 0.01917459378538469
Position 4482: 0.011945030722147771
Position 51: 0.008048061059479627
Position 1422: 0.007709949663377185
Position 2582: 0.005321419201070186
Position 1535: 0.0049116317024342415
Position 976: 0.003902927578968245
Position 922: 0.003285419465405144
Position 5567: 0.0010638364023800217
Position 5597: 0.0009406918114165244
Position 672: 0.0005664923392369475
Position 5506: 0.0005434950851543482
Position 5182: 0.0003131567547434151
Position 5627: 0.00027927329821357533
Position 5228: 0.0001877844491276988
Position 5768: 9.326437546237088e-05
Position 5215: 8.70512874045016e-05
Position 490: 8.26536931331554e-05
Position 5440: 8.2561625761769e-05
Position 5731: 6.202536813660967e-05
Position 603: 6.195699343118753e-05
Position 147: 3.2721442474371366e-05
Position 5621: 3.232192919890363e-05
Position 5782: 2.283135975232783e-05
Position 450: 2.1117935881714134e-05
Position 984: 8.519082923391385e-06
Position 1159: 6.409213213864285e-06
Position 152: 4.415133987906793e-06
Position 208: 4.141211326037828e-06
Position 5794: 3.3707581250646667e-06
Position 134: 5.626026721404415e-07
Position 157: 5.552856349500334e-07
Position 171: 3.4269395802278933e-07
Position 277: 2.168743769302606e-07
Position 5: 1.504929655892337e-07
Position 197: 1.0752205374634403e-07
Position 5555: 1.2110844971814986e-09
Position 5465: 3.344965071349438e-10
Position 5535: 3.194787743284273e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.9956229768393807
Position 5679: 0.9875767850130659
Position 5111: 0.9699840530366873
Position 3929: 0.8364139586692036
Position 739: 0.0101525531077283
Position 688: 0.004299550894845805
Position 5362: 0.0010359282247849057
Position 5375: 0.0008387124251512345
Position 5415: 0.0008145180822472191
Position 736: 0.0006975806663491899
Position 5432: 0.0006942754522583774
Position 588: 0.0006860388961175146
Position 5730: 0.0006328104922028802
Position 5502: 0.0005749477923258486
Position 327: 0.0005081450184474917
Position 1233: 0.0004981060454841458
Position 3955: 0.0003623930218234452
Position 769: 0.0003474207525183378
Position 1227: 0.0002629907655138897
Position 5560: 0.00020322788371288108
Position 1460: 0.0001802878094893657
Position 2343: 0.00016839158155509807
Position 5852: 0.00012412697491568514
Position 1050: 7.661789428169855e-05
Position 5840: 5.014915683796615e-05
Position 1367: 4.0993584709684444e-05
Position 760: 2.8702470992829276e-05
Position 1073: 2.6867072776063203e-05
Position 5883: 2.479118782899222e-05
Position 5621: 1.9319736342614133e-05
Position 5662: 1.2013245330256703e-05
