Gene = Mob2
index = 1282
Annotated 5SS: [ 9404 20456 35052 36654]
Annotated 3SS: [19398 34890 36556 36719]
SMsplice 5SS: [  340 35052 36654]
SMsplice 3SS: [34890 36556 36719]
top_k =  100
Partition function (log Z): -45.76639040229791

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.999740690720395
Position 3962: 0.017368918079901794
Position 710: 0.014846363160371152
Position 8115: 0.009902575407635419
Position 389: 7.528440970286627e-05
Position 369: 7.214278307252038e-05
Position 75: 2.9559952053335693e-05
Position 219: 1.5649815405309888e-05
Position 1730: 1.3138926100436281e-05
Position 178: 1.109958689388542e-05
Position 174: 1.0820470369781443e-05
Position 349: 9.167357783007606e-06
Position 215: 9.072026848987242e-06
Position 166: 8.820856884923799e-06
Position 162: 6.9699839724893505e-06
Position 421: 5.298210974163723e-06
Position 1368: 3.8179140224381885e-06
Position 1364: 3.1441600179962908e-06
Position 156: 1.8838935891899757e-06
Position 170: 1.171367549900847e-06
Position 187: 1.101847644811868e-06
Position 344: 1.0579715941937784e-06
Position 1344: 5.743145363303355e-07
Position 1038: 3.568893220576938e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12171: 0.7913322238192808
Position 8114: 0.11528083677990732
Position 9586: 0.051135444014639965
Position 8530: 0.0236472491196022
Position 7178: 0.011891459329927896
Position 586: 0.011436445404850795
Position 3636: 0.008603565363872008
Position 7714: 0.00824865936377351
Position 3300: 0.005677278855084556
Position 6987: 0.003122445759534687
Position 5040: 0.0028749597334311486
Position 3072: 0.002056533551370714
Position 419: 0.0019148499755863217
Position 617: 0.0015402219288625145
Position 2942: 0.0007974926306638809
Position 4207: 0.0006373004747044115
Position 4094: 0.000616134572506075
Position 4849: 0.0005560454142160095
Position 2912: 0.0003223027036800949
Position 4500: 0.00023783283451850017
Position 4228: 0.00012122449844525694
Position 1222: 2.766004807181669e-05
Position 1798: 1.313892610043628e-05
Position 1019: 1.065403078405525e-05
Position 1525: 7.275309891184215e-06
Position 1965: 6.790135429329755e-06
Position 1428: 6.378013761013679e-06
Position 1990: 5.413437521679109e-06
Position 1996: 4.12412099112508e-06
Position 840: 3.177954260127655e-06
Position 682: 8.648768729666688e-07
Position 1079: 7.885266659998341e-07
Position 1562: 5.093002674784261e-07
Position 1431: 3.988667473977338e-07
Position 1575: 2.564113766187498e-07
Position 1415: 2.2720634127313784e-07
Position 1488: 1.840596709917736e-07
Position 623: 5.565653972149216e-09
Position 393: 5.2677851349110905e-09
Position 387: 3.0215384128462776e-10
Position 142: 2.490592600857645e-10
Position 644: 1.6839849030245115e-10
