Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  100
Partition function (log Z): -0.6692987000354236

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.991784747509563
Position 11404: 0.988086605968681
Position 197: 0.8057257116483
Position 12378: 0.6245234134213692
Position 15220: 0.30752309898457436
Position 156: 0.18591200721457046
Position 3360: 0.15358637260110927
Position 8623: 0.1263156145576041
Position 2929: 0.09588394831841739
Position 13773: 0.09506819589535843
Position 2493: 0.07838491992984616
Position 11604: 0.03848598429855272
Position 12563: 0.021712033248255276
Position 12435: 0.013471527267959487
Position 11398: 0.011737425849433292
Position 14663: 0.010320917733908908
Position 2811: 0.009839169598850953
Position 12048: 0.0051192623139146055
Position 15178: 0.0044926331597221055
Position 2497: 0.003312712295896935
Position 308: 0.0024009625386381883
Position 14763: 0.00148351855771696
Position 2644: 0.0013135985551075142
Position 528: 0.0008220026051254054
Position 15526: 0.0006283049332023363
Position 2628: 0.0004293419286460459
Position 2664: 0.0004057323861960261
Position 160: 0.0003345630961658587
Position 12445: 0.00022834101359142376
Position 304: 0.0001614333448928337
Position 2147: 1.460730005451065e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11183: 0.999999999999999
Position 11467: 0.9860330001879986
Position 14590: 0.9441440270448858
Position 11924: 0.618342101466927
Position 15299: 0.3120157321442964
Position 2999: 0.11446539129658426
Position 2545: 0.11174228462825407
Position 8542: 0.09727691251734566
Position 1873: 0.08103674163580277
Position 11941: 0.07508571367698227
Position 12629: 0.04376468161939331
Position 11707: 0.03408045946076154
Position 8317: 0.02903870204025851
Position 15038: 0.026870130065415138
Position 3145: 0.019300153102633756
Position 14892: 0.018337464553774455
Position 13506: 0.013103811494172857
Position 12477: 0.01056507844478136
Position 2473: 0.00917065960480226
Position 11473: 0.00900925322618475
Position 12664: 0.008775170137090399
Position 12507: 0.004665959324547135
Position 13707: 0.003673239584585212
Position 2321: 0.002798706523692816
Position 11688: 0.0020464621439918594
Position 11521: 0.0013437764353320361
Position 11627: 0.0007795989326202785
Position 11704: 0.0006325315911341384
Position 15603: 0.0006283049332023363
Position 11504: 0.0005790146248046252
Position 12445: 0.00012096429248486782
Position 11985: 3.7323456416455345e-05
Position 11957: 2.532709436453516e-05
Position 11996: 4.738961805206354e-06
Position 12048: 2.100037967951802e-06
Position 12132: 2.509569062066504e-08
Position 11966: 2.0124192493084673e-08
