Gene = SclA
index = 1474
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  100
Partition function (log Z): 1.6525734575703979

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.9951115860761831
Position 1384: 0.9919165748985396
Position 2607: 0.7343084246189507
Position 35: 0.5622615248366809
Position 692: 0.404143911881724
Position 1167: 0.1917676968085031
Position 2237: 0.1592503211291593
Position 476: 0.1095848628263888
Position 1550: 0.04116587197451565
Position 302: 0.01415400192700347
Position 1592: 0.011009991281115834
Position 429: 0.010445086251586026
Position 2012: 0.008269073749128615
Position 749: 0.00815455547983629
Position 774: 0.006706661392056589
Position 701: 0.004409698487361279
Position 1666: 0.003962242147767262
Position 3628: 0.0029866402311337316
Position 709: 0.0017805485169414678
Position 437: 0.0015802966149782197
Position 18: 0.0015779271369313567
Position 2195: 0.001563127054873253
Position 554: 0.0013091247747273442
Position 714: 0.0011285361518228467
Position 3633: 0.0010379569776818517
Position 3437: 0.0009936743430990604
Position 42: 0.0009530796722892302
Position 616: 0.0007530758779420593
Position 550: 0.0007048343764245661
Position 298: 0.0005599801068799908
Position 232: 0.0004702337353818294
Position 578: 0.00042662592172478854
Position 644: 0.000319502785474045
Position 622: 0.0002735055657647226
Position 3817: 0.0001445375379436292
Position 410: 0.00010592540629678242
Position 3451: 9.372099127846746e-05
Position 142: 5.3275409870952466e-05
Position 56: 1.7625757636781197e-06
Position 178: 1.8778837755491336e-07
Position 211: 1.8023186332695636e-07
Position 384: 9.260677391680566e-08
Position 343: 8.438827772118929e-08
Position 171: 3.6842413417557474e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9956483253733753
Position 3526: 0.9879551368958743
Position 3372: 0.9619716199417713
Position 2297: 0.5706103494501804
Position 534: 0.24364412148836292
Position 1446: 0.24040466169077418
Position 1922: 0.05975049072179428
Position 879: 0.04851078081905943
Position 2473: 0.04049166896182391
Position 3268: 0.020048647482281155
Position 2504: 0.01566955090053235
Position 145: 0.014419109911620744
Position 1890: 0.010487947034692559
Position 1659: 0.010352118277337074
Position 3691: 0.008712346700174371
Position 569: 0.006487628040924876
Position 82: 0.004814888948127698
Position 1633: 0.0038763702058884153
Position 2752: 0.0036526795607673026
Position 3555: 0.0029169299085475674
Position 316: 0.0028382768415186423
Position 496: 0.0026502121338107753
Position 1517: 0.0023946398827163033
Position 2304: 0.002143476145505275
Position 130: 0.0018077352428405107
Position 2850: 0.0016844908678578518
Position 674: 0.0015548257202941727
Position 1996: 0.0014795186336147256
Position 1766: 0.0014455188929602695
Position 1794: 0.0014142622471284407
Position 2924: 0.0013336190304708017
Position 2810: 0.000995160543012898
Position 2781: 0.0007729830622963958
Position 432: 0.0005416344211644018
Position 1055: 0.000428399076105556
Position 3564: 0.0003843918537935842
Position 1452: 0.0002578940492313645
Position 907: 0.00021804866448919916
Position 3705: 0.0001599469155079797
Position 3772: 0.00013028088802577
Position 3871: 0.00011873929364924781
Position 3876: 9.693951285073141e-05
Position 3677: 7.992960595593685e-05
Position 410: 6.279653819371407e-05
Position 3892: 1.6879380851266636e-05
Position 1930: 4.5544735012989405e-06
