Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 31512 32395 33965 34053]
top_k =  100
Partition function (log Z): 4.332825352369991

Sorted 5' Splice Sites (High to Low Probability):
Position 7644: 0.9999999999999974
Position 231: 0.9936324783964121
Position 33993: 0.9710923830039003
Position 1004: 0.9418303188443851
Position 32153: 0.9192127345353838
Position 32486: 0.8591771095887901
Position 31255: 0.7543537421818529
Position 31361: 0.24564625781814475
Position 33782: 0.15530967382020255
Position 32921: 0.042958561459062766
Position 2012: 0.031322452405441126
Position 34486: 0.024793767114958124
Position 1841: 0.01594625836826957
Position 32114: 0.01324713619644837
Position 32896: 0.013002151252202995
Position 33551: 0.012086515288850736
Position 1731: 0.010900970381902336
Position 32978: 0.00908205908981462
Position 34261: 0.0078110782448110715
Position 32490: 0.005454567229901313
Position 170: 0.005011671089013003
Position 32692: 0.004970885609477824
Position 33180: 0.0029503923220570204
Position 32867: 0.0023968674615711806
Position 34802: 0.0017928578458728255
Position 34679: 0.0011061718866400368
Position 34454: 0.0005641330489192446
Position 188: 0.0005580261292585756
Position 244: 0.00047736063209141927
Position 32573: 0.0003303805157030725
Position 34888: 0.00018670749754665068
Position 87: 9.397518060994778e-05
Position 141: 5.5925096376905945e-05
Position 235: 5.220114090951799e-05
Position 38: 4.918278758366235e-05
Position 242: 1.6349488588957462e-05
Position 25: 1.227370308892874e-05
Position 32: 9.388720800075638e-06
Position 42: 8.536832935208356e-06
Position 275: 7.85065738082001e-06
Position 8: 6.595135743734008e-06
Position 17: 4.35796992405681e-06
Position 248: 3.827039280837016e-06
Position 34194: 2.0102068000082623e-06
Position 32499: 1.976051573450797e-06
Position 34257: 5.697074561268722e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 31164: 0.9999999999999982
Position 341: 0.9999999999999979
Position 7502: 0.9955288492715441
Position 34053: 0.9951473116886447
Position 32395: 0.974601734788477
Position 33965: 0.8051077933790853
Position 31512: 0.5616278631691489
Position 32079: 0.34496305977808966
Position 33500: 0.2000522147512141
Position 33853: 0.04169315945345065
Position 34549: 0.03260588595220845
Position 31737: 0.029780978963957646
Position 33730: 0.02863636163594077
Position 32351: 0.011734466106062763
Position 33113: 0.008743762170692188
Position 32636: 0.008203557565234007
Position 7352: 0.004471150728453219
Position 34856: 0.0015840607033348474
Position 34944: 0.0015621642968000195
Position 32558: 0.0009811299749407955
Position 34748: 0.0003573732110788597
Position 34999: 0.0001478113895819101
