Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  100
Partition function (log Z): -1.9269233744685579

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9856266217126757
Position 541: 0.9178206343124411
Position 20: 0.4483437381395006
Position 352: 0.24643601118629704
Position 1542: 0.12730789671396847
Position 1919: 0.10956318430060742
Position 234: 0.10429536123112418
Position 1212: 0.04577014134375159
Position 317: 0.02279566555643512
Position 916: 0.00851506798484398
Position 539: 0.00487027256080294
Position 2144: 0.003086809809566839
Position 57: 0.0017366973595666821
Position 1423: 0.0011855583788571058
Position 1135: 0.00016497800428535295
Position 194: 1.2928806188944308e-05
Position 221: 2.9268016913925756e-06
Position 267: 5.386452778312099e-07
Position 146: 8.711982036506655e-09
Position 177: 6.450208960104218e-09
Position 254: 4.54993796973248e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9486358758447894
Position 1280: 0.9326676693636803
Position 88: 0.37882748576091424
Position 416: 0.19939808484251162
Position 2309: 0.1044164723972414
Position 1008: 0.10159703464730839
Position 129: 0.04160048177513715
Position 292: 0.039708101648675706
Position 298: 0.03742682057035473
Position 1731: 0.036983736645311356
Position 452: 0.03311618807474323
Position 2015: 0.03143822311441817
Position 1796: 0.030984816728267733
Position 2107: 0.023157809665368928
Position 621: 0.015826213922323907
Position 289: 0.010791125989245698
Position 2048: 0.010271225943181923
Position 1608: 0.010091948278726339
Position 456: 0.010091551534348913
Position 804: 0.008725676538322643
Position 719: 0.006015773695592296
Position 167: 0.0036141936317073873
Position 2072: 0.0020108738364943944
Position 177: 0.0018526793724279649
Position 2229: 0.0016165022143199454
Position 101: 0.001555370349714838
Position 270: 0.0015344947072645386
Position 188: 0.000975931214016913
Position 773: 0.0008810561721224998
Position 479: 0.0006801400239483522
Position 336: 0.0005867230424863299
Position 210: 0.00033508152306761655
Position 157: 3.438700667627075e-05
Position 250: 3.404611754237355e-05
Position 254: 1.841313916273636e-05
Position 303: 1.4419289493028106e-05
Position 682: 1.303635603531335e-05
Position 1154: 5.3814330762947064e-06
Position 151: 4.106449981417284e-09
Position 90: 2.0435402064669475e-09
