Gene = ast
index = 1613
Annotated 5SS: [ 621 1118]
Annotated 3SS: [ 676 1172]
SMsplice 5SS: [ 621 1118]
SMsplice 3SS: [ 676 1172]
top_k =  100
Partition function (log Z): 0.18355942629985889

Sorted 5' Splice Sites (High to Low Probability):
Position 1118: 0.9989702384702095
Position 621: 0.9885350359262084
Position 1296: 0.09491058817944956
Position 1787: 0.07267760559048397
Position 1684: 0.01644965138149923
Position 332: 0.008725483568360573
Position 1232: 0.00719929965190121
Position 788: 0.005632917261287386
Position 1300: 0.005478612773844894
Position 758: 0.005367132463242421
Position 1219: 0.0037808798966535227
Position 1580: 0.0037670515327481286
Position 491: 0.0031142917880925755
Position 590: 0.0029427766913982614
Position 1782: 0.002177115878041169
Position 1200: 0.0015820918934061371
Position 2288: 0.001429741039058219
Position 1514: 0.0014218121578160406
Position 1677: 0.0013140973075759918
Position 850: 0.001200622259371219
Position 615: 0.0011328294065574463
Position 387: 0.0009067161534623547
Position 1482: 0.0008987905690991952
Position 357: 0.0008636883484139726
Position 1682: 0.0006032135409669337
Position 906: 0.0005618224492297349
Position 48: 0.0005503048118033052
Position 822: 0.0002273404271852232
Position 1438: 0.000150916070898653
Position 585: 0.0001367465713734519
Position 285: 6.422031740278227e-05
Position 33: 3.792538899367408e-05
Position 1097: 2.9779122985608982e-05
Position 203: 1.0478507566240887e-05
Position 1710: 8.367592886009069e-06
Position 1122: 2.799887182728111e-06
Position 1046: 1.2881972161879016e-06
Position 1235: 7.43902151993039e-07
Position 1180: 1.2795070773701483e-07
Position 692: 1.195932071273008e-07
Position 632: 5.033098561328992e-08
Position 270: 2.257607715593187e-08
Position 875: 6.632954979328258e-09
Position 1011: 6.2368897866146025e-09
Position 963: 2.5227745866827774e-09
Position 834: 6.141011290055222e-10
Position 726: 3.177876809312746e-14
Position 171: 2.272421878420877e-14
Position 267: 9.738411444957407e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1172: 0.9866008713470144
Position 676: 0.9106931408828052
Position 1356: 0.10835672135320713
Position 1852: 0.04773140668351079
Position 688: 0.04051651436077876
Position 691: 0.02737152178910881
Position 963: 0.02140496919239111
Position 1762: 0.017211625012915562
Position 2336: 0.014376526432741447
Position 2092: 0.010185089784975938
Position 1290: 0.00933630986247804
Position 1178: 0.007705760950945349
Position 809: 0.0056519585587428214
Position 443: 0.0053134331977661275
Position 1680: 0.00314728088814038
Position 647: 0.0023207523586742033
Position 395: 0.0022952303665779877
Position 2023: 0.00193918489743844
Position 1598: 0.0015565325378520405
Position 2270: 0.0015171002357743364
Position 446: 0.0014298363273821213
Position 398: 0.0010385213668837562
Position 1737: 0.0009958448923451932
Position 1552: 0.0008549974179412866
Position 1875: 0.0007885539926323101
Position 1861: 0.0006276235662749117
Position 697: 0.0005443184982961598
Position 549: 0.00033713507469112396
Position 916: 0.00030479841731737196
Position 818: 0.0001945162873801841
Position 122: 0.00013999688442005396
Position 109: 8.292649978028797e-05
Position 284: 6.635288496126396e-05
Position 117: 6.577749760719407e-05
Position 711: 3.198208550124992e-05
Position 275: 2.683024738956654e-05
Position 380: 2.548819365250195e-05
Position 703: 1.79269299225639e-05
Position 143: 1.3556386652209069e-05
Position 490: 1.2487392968693072e-05
Position 503: 1.1686922525602458e-05
Position 532: 1.0811337503254089e-05
Position 590: 4.972251845572505e-06
Position 209: 3.911121097380788e-06
Position 152: 2.5702629740650173e-06
