Gene = Acn
index = 7
Annotated 5SS: [1693 2008 2300 2471]
Annotated 3SS: [1796 2064 2360 2558]
SMsplice 5SS: [1693 2008 2300 2471]
SMsplice 3SS: [1796 2064 2360 2558]
top_k =  100
Partition function (log Z): -3.2567841211750057

Sorted 5' Splice Sites (High to Low Probability):
Position 2471: 0.9418349477397527
Position 1693: 0.8936660402040851
Position 2300: 0.8430675662970936
Position 2008: 0.750864594490389
Position 788: 0.2886563657148654
Position 2734: 0.05211896950972948
Position 1986: 0.04350736236525421
Position 3025: 0.024038174280773844
Position 2913: 0.016905602190751174
Position 1117: 0.016587915391911377
Position 2770: 0.014999243405995073
Position 1932: 0.01371061888752903
Position 1463: 0.011517834328459766
Position 82: 0.010878957100803823
Position 2909: 0.008782094353351705
Position 3010: 0.007814666056380417
Position 794: 0.007779996726485299
Position 3231: 0.004598989387122565
Position 54: 0.004257480668931915
Position 2677: 0.004203943717666805
Position 1508: 0.003819550196610676
Position 101: 0.002921432757179464
Position 515: 0.0007723779641095056
Position 1121: 0.0007381378913542335
Position 1135: 0.0007338509377483067
Position 737: 0.0007202045609654206
Position 686: 0.00019355118372349047
Position 20: 0.00019162091621010137
Position 117: 9.037292509487712e-05
Position 132: 3.0312255214958324e-06
Position 845: 8.498391688074065e-07
Position 323: 4.6473156791996643e-07
Position 299: 2.7760622520610877e-07
Position 155: 1.5515400738115203e-07
Position 136: 1.4076857835242554e-07
Position 147: 1.3783727656085973e-07
Position 2309: 1.0642070390148776e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2064: 0.9615474920255555
Position 2360: 0.7434932839898885
Position 1796: 0.7266677994040671
Position 2558: 0.6959338022952211
Position 3105: 0.2645732040158369
Position 3115: 0.1332887948438301
Position 851: 0.08941716127922882
Position 1583: 0.07702040615787815
Position 1870: 0.07229714812912608
Position 3151: 0.02852292248307376
Position 2428: 0.018750439180566916
Position 166: 0.018322154626703828
Position 912: 0.016727890286353724
Position 859: 0.015899136625870492
Position 1204: 0.015172184452384259
Position 2397: 0.015166898953109093
Position 1228: 0.013096868920791963
Position 2374: 0.009031872672316196
Position 1071: 0.008548039647378257
Position 863: 0.008217900358854335
Position 840: 0.006369044006161061
Position 1214: 0.005638000229441039
Position 1268: 0.00526223254027247
Position 3324: 0.004598989387122564
Position 1034: 0.004430425997013133
Position 1074: 0.003294517837174447
Position 2517: 0.0024213843847249034
Position 2902: 0.0014799561784480508
Position 810: 0.001312105336958318
Position 2027: 0.0010369971831550484
Position 2377: 0.0007760630541507237
Position 2103: 0.0006725280578793338
Position 1100: 0.0004650525236774322
Position 2405: 0.00033026255330985806
Position 1880: 0.00017274905116103058
Position 176: 5.112034205530118e-06
Position 76: 4.837314968484296e-06
Position 117: 4.799889925350207e-06
Position 209: 2.6010495126447574e-06
Position 129: 2.449955146223479e-06
Position 81: 1.3407427572706358e-06
Position 371: 3.969772795504521e-07
Position 380: 3.791008982005621e-07
