Gene = odd
index = 1830
Annotated 5SS: [471]
Annotated 3SS: [656]
SMsplice 5SS: [471]
SMsplice 3SS: [656]
top_k =  100
Partition function (log Z): -5.3783445829936625

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.9910858305312077
Position 2119: 0.10309221076869553
Position 1091: 0.047943941961733516
Position 1901: 0.01181491568187066
Position 1945: 0.01112660950283485
Position 1384: 0.010301211807652078
Position 2059: 0.0062155919370746136
Position 585: 0.005227363976555594
Position 266: 0.003053779432217243
Position 1583: 0.001560524896454615
Position 1252: 0.0014994441243203923
Position 301: 0.0010345120841000074
Position 1589: 0.001007085263807032
Position 1785: 0.0010049101794897737
Position 1931: 0.0006079762731438495
Position 1414: 0.0005938694309946843
Position 324: 0.00047257209509805377
Position 1434: 0.00039587843167748413
Position 2348: 0.00036338256314437313
Position 1792: 0.00032891343539156835
Position 244: 0.00032384184989902166
Position 216: 0.0003086370497584346
Position 919: 0.0003068195077518858
Position 481: 0.0003065883453039066
Position 2018: 0.0003025979729872893
Position 2458: 0.0002854746804592827
Position 2282: 0.0002748072689044157
Position 1488: 0.0002719900576705283
Position 233: 0.00024698000839064505
Position 311: 0.0002221250502657923
Position 554: 0.00020045168940891104
Position 237: 0.00018414358720959706
Position 475: 0.00012590947067118728
Position 566: 0.00011007808934718674
Position 119: 9.054126637973014e-05
Position 393: 5.753284725721547e-05
Position 108: 1.9894537654857057e-05
Position 5: 1.1015478261282503e-05
Position 179: 8.625569533441138e-06
Position 230: 8.473832161832967e-06
Position 185: 2.93692374847781e-06
Position 336: 2.5430057846060036e-06
Position 158: 1.0953848012220886e-06
Position 1976: 9.22792675712929e-07
Position 1907: 6.537470490371451e-07
Position 331: 5.95587640713261e-07
Position 1586: 4.569515648692562e-07
Position 437: 2.787326730569143e-07
Position 1983: 1.924616846491999e-07
Position 1619: 1.9231972493902662e-07
Position 2001: 1.8628383847345658e-07
Position 761: 1.7181629934973332e-07
Position 220: 7.098473150135552e-08
Position 222: 1.5206387632514583e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 656: 0.9813230141423321
Position 2190: 0.20768386627875632
Position 2391: 0.004850618545059064
Position 2417: 0.002039570066646797
Position 360: 0.0016227152132835376
Position 2319: 0.0012179039175080608
Position 2251: 0.00043096135013724054
Position 336: 0.00042894959858051136
Position 426: 0.00036787591961701804
Position 1630: 0.00034142939494359364
Position 1363: 0.0003293288308523493
Position 540: 0.000288663012384489
Position 2521: 0.00028547468045928297
Position 1666: 0.00023183079689167115
Position 304: 0.00020722565351539372
Position 938: 0.0002030733825349232
Position 379: 0.00015105379196819936
Position 668: 0.0001497405640485944
Position 177: 0.0001048264277954193
Position 680: 6.408074234863601e-05
Position 324: 4.328986480490426e-05
Position 393: 3.1040785120472644e-05
Position 389: 5.982367626809596e-06
Position 257: 1.34391056260473e-06
Position 191: 1.2262427818746073e-06
Position 311: 9.724206346150671e-07
Position 57: 6.890854412793078e-07
Position 216: 5.840299626500581e-07
Position 998: 1.8664421449432667e-08
