Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  100
Partition function (log Z): -4.9832767375928135

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.9009663445559892
Position 178: 0.8658370041397313
Position 1121: 0.07020606413414782
Position 1343: 0.016337580973105698
Position 1382: 0.01120656129811296
Position 520: 0.009979479089563327
Position 341: 0.005582197034578394
Position 1404: 0.004309570305016414
Position 297: 0.0037346355459387114
Position 597: 0.003203172478520911
Position 1371: 0.0031660394126573565
Position 1612: 0.0031340198372512397
Position 530: 0.0025092763715408367
Position 1439: 0.0018433176591971347
Position 446: 0.00155253247812866
Position 999: 0.0009535052292776591
Position 1379: 0.0008551408756904998
Position 415: 0.0007129721606613142
Position 265: 0.0006462274903572801
Position 39: 0.0005104123589214475
Position 489: 0.00047130759485343384
Position 1425: 0.00035779322005089387
Position 550: 0.00022943742699309288
Position 1554: 0.00021488482939387884
Position 1398: 0.00021124005754874194
Position 1562: 0.00010462254066667642
Position 1580: 8.170750815364909e-05
Position 1514: 7.128765912381168e-05
Position 129: 7.072406620319521e-05
Position 51: 6.67063173063115e-05
Position 502: 6.319658321911589e-05
Position 360: 5.329880681106897e-05
Position 548: 4.048058777532096e-05
Position 16: 2.36662262941847e-05
Position 111: 1.9918240245407327e-05
Position 326: 1.6857332740325478e-05
Position 1003: 3.5974128273083743e-06
Position 7: 3.170102489496592e-06
Position 884: 2.8039162571641016e-06
Position 907: 2.180915322429939e-06
Position 1131: 1.603092364814558e-06
Position 862: 1.3525120406156356e-06
Position 978: 4.889276962552681e-07
Position 1126: 4.098498883462666e-07
Position 1014: 3.394435930874654e-07
Position 877: 1.1421909345236921e-07
Position 600: 1.9073315991040922e-08
Position 165: 7.855195409088278e-10
Position 159: 4.091416263697542e-10
Position 103: 2.40139443906065e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.9735454622910511
Position 736: 0.8617867306862095
Position 1464: 0.035798256838372886
Position 747: 0.020335515123114732
Position 1685: 0.008879893587756711
Position 765: 0.0028268758293761172
Position 318: 0.001668171342620221
Position 648: 0.0011455307700468248
Position 471: 0.0007674444736735186
Position 1609: 0.0006865417396539586
Position 1186: 0.0004028319105532223
Position 684: 0.00023714743751197595
Position 669: 0.0002355130834915997
Position 389: 0.0001961731314240055
Position 255: 0.00018982140063038123
Position 293: 0.0001584740109493375
Position 510: 0.00013725594840122604
Position 1565: 0.00012099879272902051
Position 575: 0.00010954064663490073
Position 489: 0.00010687738613053008
Position 115: 1.4935358686515738e-05
Position 70: 9.271320312197383e-06
