Gene = Sgs1
index = 1496
Annotated 5SS: [60]
Annotated 3SS: [124]
SMsplice 5SS: [60]
SMsplice 3SS: [124]
top_k =  100
Partition function (log Z): -10.631710172829857

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9966199012797153
Position 479: 0.012909059055412364
Position 578: 0.0017210130381837036
Position 671: 0.0010596344867507968
Position 24: 0.0007081836065412693
Position 64: 0.0006097221856803345
Position 67: 0.00039608204554346984
Position 124: 0.000291765060912428
Position 145: 2.541102519293743e-06
Position 179: 6.929434665230929e-07
Position 95: 6.530184272441601e-07
Position 197: 6.082163424425369e-07
Position 260: 4.085809127103695e-07
Position 104: 3.0843437689599877e-07
Position 326: 2.881447752800043e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 124: 0.49061398332043205
Position 144: 0.27361418163522117
Position 3645: 0.04366389681931709
Position 3506: 0.035072898708883554
Position 359: 0.022259491083583955
Position 179: 0.016426409389815773
Position 3750: 0.01613641766047509
Position 539: 0.01517304764005337
Position 3657: 0.011149305262913484
Position 3362: 0.01018059500464675
Position 3122: 0.00731867605106832
Position 3170: 0.006977392986076752
Position 770: 0.0064896740125444255
Position 632: 0.003105555569589669
Position 1346: 0.0027145806342909794
Position 646: 0.0025576331007909725
Position 2018: 0.0024738521086117805
Position 244: 0.00243477858707803
Position 1970: 0.0022710197339851895
Position 457: 0.0022574121571187575
Position 1826: 0.002228851153824432
Position 1778: 0.002215951199021188
Position 1250: 0.0018712928722172796
Position 818: 0.0018518281699437887
Position 2210: 0.0018062460791432972
Position 1874: 0.0017284213290171967
Position 2162: 0.0017236212371421543
Position 1922: 0.0017222670603562972
Position 1490: 0.0016799742647395997
Position 2114: 0.0016447759823160553
Position 1538: 0.0016138434717123489
Position 2066: 0.0015695374213938384
Position 1202: 0.0012990388917342181
Position 1058: 0.001264915786366496
Position 721: 0.0012488086893265458
Position 386: 0.001227409799326613
Position 1730: 0.0011400582422829016
Position 794: 0.0011099814386985967
Position 1298: 0.0010459585838183667
Position 1682: 0.0010291231801234767
Position 559: 0.0010100415543266741
Position 1394: 0.0009843849135429065
Position 110: 0.0009507749229772667
Position 1010: 0.0008291911542947515
Position 914: 0.0007602077387111231
Position 1442: 0.0007573211393996806
Position 329: 0.0007281862282583018
Position 866: 0.0007232109874206919
Position 962: 0.0006857028077805225
Position 272: 0.0006468680426546272
Position 1154: 0.0006319920144761464
Position 671: 0.0006081171464906554
Position 1106: 0.000564170259954779
Position 160: 0.00036961232448930024
Position 104: 0.00015837364577711989
