Gene = NUCB1
index = 1307
Annotated 5SS: [388]
Annotated 3SS: [2726]
SMsplice 5SS: [388]
SMsplice 3SS: [2726]
top_k =  100
Partition function (log Z): -4.545482666907956

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9911935541987825
Position 2601: 0.19375634361990235
Position 1418: 0.019347749020443766
Position 350: 0.00651986557500283
Position 592: 0.00609821237372744
Position 1585: 0.0031983700566615278
Position 2001: 0.0028405294004710526
Position 1308: 0.0027109224760472053
Position 613: 0.002668221829988787
Position 1189: 0.002507502037697267
Position 644: 0.002478426162977957
Position 392: 0.002285110082043822
Position 1960: 0.0016596247019769214
Position 11: 0.0016418397925609418
Position 1883: 0.0015116848790706716
Position 686: 0.001419023324773058
Position 606: 0.0013706482549742979
Position 1332: 0.001295632110218525
Position 1855: 0.0010596637124186794
Position 641: 0.0008745325559814064
Position 756: 0.0008517298742848127
Position 1255: 0.0006632625789833549
Position 650: 0.0005642727008552514
Position 1392: 0.0005420591494665369
Position 36: 0.00048633656409446236
Position 631: 0.000405576052843646
Position 2877: 0.00037879987398862944
Position 148: 0.0003132676133000105
Position 16: 0.00031027145940480867
Position 109: 0.00016488415491548296
Position 6: 5.0610631235598736e-05
Position 116: 3.729187093665102e-05
Position 157: 8.365011492723182e-06
Position 68: 3.6883102456204217e-06
Position 85: 2.19812026024905e-06
Position 316: 9.550791260637871e-07
Position 60: 4.0705497863809717e-07
Position 294: 3.9073799968438495e-07
Position 418: 5.4881786860537894e-08
Position 345: 1.8770758776425997e-08
Position 494: 8.306441223403304e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9621081499411382
Position 2462: 0.0887467020945604
Position 479: 0.08411478561774122
Position 2389: 0.0701875414375926
Position 2357: 0.0234053653336354
Position 954: 0.006309213820524865
Position 1161: 0.0031795646670750356
Position 566: 0.00215383262126671
Position 440: 0.0016471896765493158
Position 73: 0.0014837540887514403
Position 4420: 0.0014094963693757128
Position 1336: 0.001093402721834673
Position 85: 0.0009525762938585905
Position 1215: 0.0009316015337842649
Position 1142: 0.0008664835979842227
Position 1193: 0.0007622682251753977
Position 222: 0.0005802695237849982
Position 2948: 0.00037879987398862944
Position 1908: 0.00032969068368241016
Position 604: 0.0002303533517266391
Position 661: 0.00016949395022906947
Position 879: 6.288799619960048e-05
Position 1167: 5.159413250390609e-05
Position 671: 4.465529153326469e-05
Position 531: 1.971380965098055e-05
Position 142: 1.2720694280991131e-06
Position 109: 6.476968121655912e-07
Position 243: 1.5339509052066794e-07
Position 153: 1.478758664675965e-07
Position 126: 1.4650782984721545e-07
Position 228: 6.544521351778411e-08
Position 231: 3.9884707273994564e-08
Position 357: 3.428734627288976e-08
Position 354: 2.848543061740719e-09
