Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  100
Partition function (log Z): 20.516906365361177

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9999999060477043
Position 15768: 0.9990328245311056
Position 16823: 0.9931149296893087
Position 1623: 0.9903922773575694
Position 16983: 0.9857492414815601
Position 17178: 0.9718527172576549
Position 15981: 0.9514392011670317
Position 2153: 0.9280715625139685
Position 1224: 0.840876403318606
Position 980: 0.7045858593914347
Position 2297: 0.4857679194836277
Position 187: 0.4230559562657785
Position 2343: 0.3465856447749706
Position 2985: 0.20808471801939446
Position 1190: 0.07844018463178687
Position 16224: 0.04194222441088094
Position 2335: 0.03281323341407056
Position 1743: 0.024603215214687724
Position 1482: 0.017941048124956675
Position 15882: 0.013445101508943279
Position 193: 0.013443080709463304
Position 16498: 0.009489086569254327
Position 16247: 0.00903271808227422
Position 17142: 0.0077762038058110635
Position 16635: 0.007771568872585773
Position 200: 0.005903894429143561
Position 1491: 0.004851953131397159
Position 1885: 0.004299737732517338
Position 17033: 0.003924850465953969
Position 688: 0.0035128782178976948
Position 955: 0.0034604860735449813
Position 1194: 0.0025539302589537532
Position 2306: 0.0018667316543291342
Position 2084: 0.001547513281270258
Position 17044: 0.0014602816814531239
Position 2013: 0.001382629771138896
Position 16960: 0.0012865122311951508
Position 84: 0.0012224412666695806
Position 2534: 0.0011789284387503766
Position 65: 0.0011648460231837433
Position 2340: 0.000953037601364525
Position 16940: 0.0008776807780040404
Position 16987: 0.0007687708412846827
Position 384: 0.00042422765334245127
Position 191: 0.0004242178468142088
Position 15772: 0.0004125485411054275
Position 984: 0.000384223016652624
Position 15909: 0.00035923512498860064
Position 16096: 0.00028330946198153856
Position 16250: 0.00027643124475346126
Position 2078: 0.00025935870550085387
Position 131: 0.00025034846930940065
Position 181: 0.00018122715675470801
Position 16799: 0.00017397804384361584
Position 15474: 0.0001517405244760524
Position 221: 0.00013581150677634767
Position 1784: 0.00013304978944953362
Position 17316: 0.00012771796702552092
Position 292: 9.014501165244236e-05
Position 63: 8.127921623842236e-05
Position 16975: 6.489942869677482e-05
Position 15481: 4.4457426094436764e-05
Position 17310: 1.9985946806601517e-05
Position 17314: 1.348768293087021e-05
Position 1551: 1.0365774029616103e-05
Position 15935: 7.221540041482597e-06
Position 15897: 5.724138803905773e-06
Position 16004: 1.268360776379244e-06
Position 15565: 4.271228084355379e-07
Position 13340: 9.395229169006147e-08
Position 15913: 1.4107567384522194e-08
Position 15945: 1.332064624920523e-08
Position 68: 4.16593345197923e-09
Position 17154: 2.7350805188648955e-09
Position 147: 2.1854193477078365e-09
Position 17162: 1.4738577309255156e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13205: 0.9999999999999961
Position 15375: 0.9999999999999942
Position 16889: 0.9939901333033777
Position 17093: 0.9914907739640877
Position 1675: 0.9847041326259043
Position 17238: 0.9787836980173821
Position 16041: 0.956400539618324
Position 2214: 0.9329137249546506
Position 15824: 0.9228355961933505
Position 1376: 0.878828370086341
Position 1028: 0.6556914599946648
Position 420: 0.29935660123898156
Position 15846: 0.07567240701445517
Position 1337: 0.06892449117172257
Position 16718: 0.06300031993379607
Position 2441: 0.05178251966775746
Position 448: 0.0507347632648933
Position 2195: 0.042213010226200186
Position 1533: 0.03159480688677634
Position 271: 0.02145402012644318
Position 827: 0.020412752112939764
Position 300: 0.017246936519702716
Position 2792: 0.010993091802854188
Position 1479: 0.010419988858524782
Position 1427: 0.01023996124177744
Position 2867: 0.010221155995537329
Position 16095: 0.008327962792047023
Position 680: 0.005588095686567574
Position 17062: 0.004509030040171295
Position 2600: 0.004253445920361511
Position 244: 0.0038564370478134306
Position 357: 0.003808243920496849
Position 350: 0.002620450302400435
Position 724: 0.0026178274633691253
Position 1344: 0.002328711213129688
Position 16731: 0.00229122364248299
Position 251: 0.0019839247689918994
Position 499: 0.0012068995971856941
Position 16070: 0.0010836980051055205
Position 278: 0.0008596654744026872
Position 880: 0.0008561602022304029
Position 17030: 0.0007303810191534117
Position 17477: 0.0005792418992466703
Position 635: 0.0005198256025266024
Position 232: 0.00047989569574880854
Position 893: 0.0004679039064391809
Position 436: 0.00046196231186704657
Position 648: 0.0003978898837312653
Position 452: 0.0003805329245287412
Position 758: 0.0003569882757539262
Position 17467: 0.0002330499610946416
Position 17053: 0.00022797111987216102
Position 15935: 0.00022527176072752023
Position 15870: 0.00017270588024272395
Position 464: 0.00015772462513281222
Position 17276: 0.00012548160209641124
Position 17447: 0.00011091832311328537
Position 17040: 6.768709541015481e-05
Position 17464: 2.6566663038584614e-05
Position 17296: 2.171839154282681e-05
