Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  100
Partition function (log Z): 4.964424718655066

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9980879902180289
Position 117: 0.9861028344850112
Position 257: 0.8652549422766836
Position 423: 0.18622953561886998
Position 2119: 0.06582688294937394
Position 313: 0.0657218109463724
Position 1818: 0.03688397025805361
Position 430: 0.007818606504604904
Position 97: 0.006930784591944455
Position 394: 0.003220801467802305
Position 282: 0.0018631326815440213
Position 261: 0.0016326109645020375
Position 805: 0.0014764387427578208
Position 1251: 0.0011912442308025456
Position 297: 0.001123162356680542
Position 317: 0.000984640493481941
Position 383: 0.0006328525355067503
Position 1475: 0.0004882942598954989
Position 368: 0.00046795904027037275
Position 808: 0.00044525077816056735
Position 1053: 0.0004110141146051143
Position 854: 0.00035859094843098
Position 1724: 0.0003090109716018517
Position 1855: 0.00030317756694440425
Position 104: 0.00017228351023287715
Position 344: 0.00016568949820664288
Position 121: 0.00013611205398399468
Position 400: 6.355417707058986e-05
Position 274: 5.062438906339999e-05
Position 185: 3.789630444388303e-05
Position 79: 2.7712139340296186e-05
Position 46: 2.6578326557072343e-05
Position 248: 2.500595559284711e-05
Position 784: 2.240879585048451e-05
Position 265: 1.4004786795137282e-05
Position 336: 9.713507045421554e-06
Position 67: 3.6767581816943865e-06
Position 16: 1.4316437622683236e-06
Position 59: 7.975849768439003e-07
Position 517: 6.535838721204839e-07
Position 671: 1.3055302216666865e-07
Position 699: 7.609718717016137e-09
Position 629: 5.348705498707044e-09
Position 146: 1.3398057723226104e-09
Position 627: 8.044611589795728e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9926069610257805
Position 167: 0.9925077685305065
Position 724: 0.9461757425304116
Position 364: 0.13787351005681672
Position 2343: 0.08006022686400704
Position 1906: 0.03255412774035641
Position 885: 0.011365188562064624
Position 2184: 0.008053251275131117
Position 2028: 0.0069272396203992875
Position 762: 0.004756523158574813
Position 313: 0.004520758813703233
Position 1875: 0.0044219635665098235
Position 1111: 0.004336428605544167
Position 914: 0.0032347876782020165
Position 759: 0.0012899359389153156
Position 1738: 0.0012782995883608432
Position 1302: 0.0005887121373476801
Position 1956: 0.0005490097381402279
Position 507: 0.00044481817018897693
Position 317: 0.00030781968552825225
Position 1908: 0.00021298114644877978
Position 542: 0.00020036258980785803
Position 174: 0.00011128246355829835
Position 178: 4.749702108491585e-05
Position 440: 3.691588348629853e-05
Position 627: 2.8525025685086015e-05
Position 564: 1.1907903084125804e-05
Position 281: 5.7853137601435054e-06
Position 210: 5.746365082531023e-06
Position 437: 3.962484541184311e-06
Position 220: 3.1867700064554708e-06
Position 430: 1.9437909275747844e-06
Position 296: 4.084277592379416e-07
Position 181: 1.540713409532604e-07
Position 217: 8.967032704487515e-08
Position 112: 5.327253359171677e-09
Position 184: 1.0299983618397092e-10
Position 97: 1.8364876945773063e-11
Position 59: 1.0612378583325844e-11
