Gene = lok
index = 1759
Annotated 5SS: [ 299  642  884 1232 1750 2191]
Annotated 3SS: [ 359  725 1122 1311 1955 2249]
SMsplice 5SS: [ 591  884 1232 2191]
SMsplice 3SS: [ 725 1122 1955 2249]
top_k =  100
Partition function (log Z): 10.336870455305418

Sorted 5' Splice Sites (High to Low Probability):
Position 2191: 0.9992350777666368
Position 591: 0.792370547489433
Position 1232: 0.7384715518297942
Position 884: 0.5921958034688737
Position 1011: 0.39784970283105536
Position 299: 0.2601170246333335
Position 1750: 0.23421936592316087
Position 1251: 0.1729768742780501
Position 1419: 0.10452118363507569
Position 642: 0.07987519654676584
Position 559: 0.0645702753151364
Position 827: 0.043941918997879366
Position 1826: 0.0374475193043682
Position 141: 0.02410402263394057
Position 2729: 0.02289973822839048
Position 1277: 0.016596755436756424
Position 322: 0.0070119298253367105
Position 1409: 0.006243905587616175
Position 518: 0.004806487112185286
Position 97: 0.004532755774176613
Position 638: 0.0031296251087519255
Position 333: 0.002854834485729283
Position 2894: 0.0018011091542379414
Position 1733: 0.0014571012975852784
Position 303: 0.0014510967927351805
Position 2864: 0.0011742006709460596
Position 1201: 0.0011394859151534922
Position 1571: 0.0009454983503757189
Position 2325: 0.0009447732601248775
Position 132: 0.0009208163128512408
Position 211: 0.0008219040759108215
Position 888: 0.0006116806461704827
Position 319: 0.0005370714983573641
Position 2046: 0.0004909769071634941
Position 597: 0.00048166449206104493
Position 552: 0.0004528611830938677
Position 545: 0.00042849731250671074
Position 2177: 0.000269997550783068
Position 2875: 0.00013565484079064801
Position 195: 0.00012922766116670799
Position 297: 0.00010617112183364808
Position 2674: 0.0001008798728097261
Position 305: 7.849550536124494e-05
Position 2554: 6.679194652175121e-05
Position 492: 6.443118918893887e-05
Position 2606: 5.9141638775721074e-05
Position 112: 5.608866801812978e-05
Position 2584: 4.23794828671815e-05
Position 129: 2.5070677637833066e-06
Position 2174: 2.2976715600667367e-06
Position 2195: 1.4063021455752282e-06
Position 2280: 1.23657497612119e-06
Position 151: 7.559288167478438e-07
Position 100: 1.459186542919046e-07
Position 160: 9.277444667003498e-08
Position 145: 5.2726049743994126e-08
Position 2153: 5.2040829723686535e-09
Position 2114: 3.7717581949597475e-09
Position 2050: 1.036258478730796e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.9997676426592708
Position 1122: 0.991927689115472
Position 1955: 0.9910167325175506
Position 725: 0.9540228895804707
Position 1311: 0.24886853637104314
Position 359: 0.19899439830450458
Position 387: 0.04540619461060806
Position 1325: 0.04494773502308888
Position 883: 0.039290813403897555
Position 365: 0.027848805357580043
Position 1516: 0.02756539879419697
Position 2806: 0.016753059700772236
Position 2938: 0.007975988471036739
Position 1096: 0.005794215549116048
Position 186: 0.003619084982782788
Position 939: 0.003506294408223457
Position 752: 0.0026744705509991642
Position 948: 0.002105459362767098
Position 1333: 0.0018508595043113208
Position 407: 0.0016431217247972318
Position 2911: 0.0011911991608608199
Position 256: 0.0011907052241435338
Position 2433: 0.0011783671758307426
Position 887: 0.0010759639063503727
Position 265: 0.0009810844964641902
Position 1941: 0.0009507032206157598
Position 517: 0.0006069739600075448
Position 325: 0.0004064811529309963
Position 872: 0.00038067896176662
Position 935: 0.0003086469161418639
Position 2875: 0.00025876862986000127
Position 190: 0.00015202249470160526
Position 230: 0.00011656489090783067
Position 2727: 0.0001008798728097261
Position 273: 7.598830092794157e-05
Position 284: 7.5554004221553e-05
Position 145: 4.9583979040886105e-05
Position 1057: 2.3361798743827368e-05
Position 1175: 2.1678694461807503e-05
Position 227: 1.3137466253988404e-05
Position 204: 1.0861485012495098e-05
Position 1394: 2.7518087764450215e-09
