Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  100
Partition function (log Z): 0.8725047808518206

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9854728877883453
Position 400: 0.9402247957980986
Position 1128: 0.7345517554693176
Position 2246: 0.31359971963839134
Position 674: 0.24275899774512566
Position 138: 0.18900990512922605
Position 2274: 0.03703490058325876
Position 2264: 0.03457715671168614
Position 716: 0.013865289212587407
Position 2174: 0.010874153118803877
Position 2645: 0.00720815653414176
Position 1885: 0.006675026431203593
Position 2656: 0.00561637882461848
Position 2866: 0.0033759377476621547
Position 1236: 0.0031640275619045696
Position 404: 0.002536092674241537
Position 1849: 0.0021296833244003866
Position 3514: 0.0014059669317155398
Position 3133: 0.0009529072983408771
Position 1853: 0.0009220261020211679
Position 1647: 0.0007290380504307423
Position 1138: 0.0006413569259869892
Position 94: 0.0005850815646643352
Position 807: 0.0005519784997141113
Position 740: 0.00051923842678556
Position 370: 0.00040676704586538006
Position 107: 0.0003373139846038668
Position 142: 0.00022851919783390507
Position 627: 0.00021533045001636165
Position 126: 0.00017703590582040797
Position 901: 0.0001507012395095777
Position 312: 0.00010246770423418606
Position 795: 0.00010149599556030751
Position 2677: 0.00010024089570146752
Position 434: 7.396738448428254e-05
Position 225: 5.170208128732317e-05
Position 152: 4.546012742504258e-05
Position 128: 3.2989512733592263e-05
Position 578: 1.807651287213445e-05
Position 31: 1.685499943636977e-05
Position 187: 1.01918852808691e-05
Position 558: 2.7649133301860727e-06
Position 28: 2.0103101400447064e-06
Position 219: 1.516616058777841e-06
Position 172: 1.4117519580063623e-06
Position 240: 1.2375846610855382e-06
Position 520: 5.493337906714459e-09
Position 469: 4.92986129253461e-09
Position 408: 3.321612945955746e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9813141522386257
Position 1054: 0.971827508705035
Position 2381: 0.9491048698161321
Position 199: 0.18013257181278813
Position 572: 0.17303157374728878
Position 1776: 0.10510667028590547
Position 2431: 0.04203722711485847
Position 1243: 0.026859474876614345
Position 2737: 0.017083734032132425
Position 642: 0.017008602747945918
Position 2138: 0.014626460556062742
Position 2173: 0.013480699233211234
Position 1196: 0.012150027043921647
Position 621: 0.010669698376461291
Position 541: 0.010015667603803966
Position 3686: 0.002482885910633493
Position 1004: 0.001867352109561336
Position 1069: 0.0017590290345143819
Position 330: 0.0015791401309462837
Position 278: 0.001545425234250778
Position 341: 0.0014563258104158786
Position 3567: 0.0014059669317155387
Position 3741: 0.0009414211231285496
Position 3157: 0.0009045380122409878
Position 300: 0.0007203655259492356
Position 838: 0.0006783936141277764
Position 237: 0.0004982472119386105
Position 627: 0.000404720590647146
Position 469: 0.0001388522129327296
Position 363: 0.00012876348797090747
Position 369: 5.9942343786795645e-05
Position 1014: 3.720757299905555e-05
Position 138: 2.144473155042716e-06
Position 1096: 7.609619908407012e-07
Position 94: 1.0416420886731071e-07
