Gene = yuri
index = 1936
Annotated 5SS: [ 923 1361 1723 2318 2623 2781 2975 5911 6189 6520 6894]
Annotated 3SS: [1027 1563 2065 2387 2679 2851 5753 5982 6250 6586 7105]
SMsplice 5SS: [ 231  923 1361 1723 2318 2623 2781 2975 5911 6520 6894]
SMsplice 3SS: [ 377 1027 1563 2065 2387 2691 2851 5753 5982 6586 7105]
top_k =  100
Partition function (log Z): 15.359788758578022

Sorted 5' Splice Sites (High to Low Probability):
Position 2781: 0.9983407121362856
Position 5911: 0.9838887614058223
Position 6894: 0.9749953955600267
Position 1723: 0.9650800400484209
Position 2975: 0.9187084323445573
Position 2623: 0.8416889125476554
Position 923: 0.7860025978459959
Position 231: 0.7598865755218366
Position 1361: 0.7019398400098102
Position 2318: 0.6716946387292069
Position 6520: 0.5319680711069384
Position 5342: 0.4534946535507534
Position 6524: 0.40344312529030046
Position 4045: 0.22853334677755613
Position 4034: 0.12640031439944258
Position 2627: 0.10936341618776638
Position 949: 0.09619004319530902
Position 2292: 0.08110909801363465
Position 1411: 0.0718220901467272
Position 6194: 0.06153606039946873
Position 1200: 0.05507471303801472
Position 6189: 0.05153141747460731
Position 935: 0.0490297592406272
Position 3260: 0.0481164139887738
Position 1169: 0.0314253607839565
Position 1155: 0.030588429554005172
Position 3228: 0.02979651303644544
Position 6156: 0.02922259482639073
Position 1395: 0.027779986519408915
Position 1474: 0.027646517003402617
Position 1980: 0.02057570386964098
Position 3596: 0.019673335775035102
Position 542: 0.014958856092130626
Position 1209: 0.012518172180010546
Position 528: 0.009300203192210775
Position 50: 0.0073949483071611005
Position 1159: 0.00413308801924991
Position 912: 0.002492508454562877
Position 932: 0.0022210669399515444
Position 1657: 0.0021744322897883956
Position 1221: 0.0020617757157240842
Position 458: 0.0011610885420064135
Position 3393: 0.0011583424771962091
Position 3800: 0.0010848485095005995
Position 111: 0.0009919947772934988
Position 96: 0.000977053148539107
Position 539: 0.0005914458980507852
Position 444: 0.0004850721878017605
Position 113: 0.0004789600885753815
Position 2777: 0.0004623193616670988
Position 3288: 0.00014346350079548248
Position 2913: 2.441326657427733e-05
Position 2966: 1.3362383624912927e-05
Position 117: 4.491070885762338e-06
Position 683: 2.8930912626551615e-06
Position 1132: 2.453614138749058e-06
Position 115: 1.788800250659689e-06
Position 345: 1.2099651931184045e-06
Position 219: 7.895649038588846e-07
Position 61: 6.592510854844264e-07
Position 2979: 5.431497391396574e-07
Position 316: 1.8231109763527985e-07
Position 286: 3.10640580500916e-08
Position 8: 2.0169264569874193e-08
Position 284: 1.9079122692803564e-08
Position 3: 2.4022003663459644e-09
Position 165: 1.896645390062004e-09
Position 13: 1.535373049785741e-09
Position 328: 1.4319606239783965e-09
Position 325: 1.2739177498996872e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5982: 0.9999577111682557
Position 2851: 0.9991207225907555
Position 1563: 0.9678764565095107
Position 7105: 0.9370780420748278
Position 6586: 0.9015663337015024
Position 2691: 0.8254321872750607
Position 1027: 0.7224627396004285
Position 2387: 0.595531361124716
Position 5753: 0.5166774067825165
Position 5400: 0.46721900497500174
Position 4128: 0.4535148543391833
Position 377: 0.403078230031641
Position 2065: 0.3649993402480682
Position 3523: 0.3310573725380712
Position 2453: 0.30096028568907923
Position 2031: 0.28550529276399456
Position 1060: 0.26552299784979033
Position 6250: 0.14229007270046679
Position 1992: 0.1386850649208632
Position 2679: 0.11440686367166202
Position 596: 0.10588920524863829
Position 573: 0.09547211304411023
Position 349: 0.06586414014370902
Position 3054: 0.03798833138025266
Position 6593: 0.033421988167853446
Position 6988: 0.028906612796031628
Position 2499: 0.021456961795088266
Position 300: 0.018018059701369996
Position 2457: 0.013504565840334586
Position 1960: 0.009414054477883098
Position 2693: 0.009302953350792518
Position 7202: 0.008682941220655336
Position 521: 0.008391055519312624
Position 416: 0.005801996918455434
Position 722: 0.004944843366479026
Position 2097: 0.004921079475253508
Position 1289: 0.004809022688895609
Position 765: 0.0038841622841710487
Position 3086: 0.003784217300412563
Position 316: 0.0037775828052938453
Position 1845: 0.0032699594676857966
Position 461: 0.003144615328361042
Position 1039: 0.003118942093056879
Position 419: 0.003005391783716839
Position 383: 0.0027748052098750405
Position 811: 0.002362224604268076
Position 2722: 0.0018720574989817178
Position 808: 0.0014827211987939925
Position 3017: 0.0012047311429577985
Position 169: 0.00105206900112782
Position 528: 0.0007610327973414168
Position 874: 0.0007478833205166231
Position 688: 0.0006939587032365034
Position 666: 0.0006677201114856485
Position 1882: 0.0005670011039857015
Position 1871: 0.0005331426314510207
Position 497: 0.0004778084343616768
Position 1789: 0.00046114643705169974
Position 7123: 0.00044442683299621247
Position 172: 0.0004432188196351079
Position 1232: 0.0003270915440164912
Position 7159: 0.00030624716339846007
Position 3324: 0.00030395262993092076
Position 120: 0.0001572198769464778
Position 2809: 1.8038429995750502e-05
Position 2860: 7.759924248083527e-06
Position 198: 1.9263489950148303e-06
Position 2900: 1.906948058793094e-06
Position 132: 9.244761277453979e-07
Position 3218: 7.981321184039658e-07
Position 186: 4.2525622847837e-07
