Gene = gkt
index = 1716
Annotated 5SS: [ 199  800 1250 1903]
Annotated 3SS: [ 252  859 1304 1962]
SMsplice 5SS: [ 199  800 1250 1903]
SMsplice 3SS: [ 252  859 1304 1962]
top_k =  100
Partition function (log Z): 9.173190263763406

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.9952838549081795
Position 199: 0.994277530991081
Position 1903: 0.9408192379878035
Position 1250: 0.8682584835951676
Position 1231: 0.09909073304697581
Position 2267: 0.04923418788679318
Position 2328: 0.03585242616563349
Position 2090: 0.03277466725944513
Position 933: 0.005628172681717178
Position 1912: 0.005557933466419496
Position 804: 0.0044547695663873735
Position 1776: 0.003562901784655327
Position 203: 0.0032321823793180315
Position 1907: 0.002313185039391368
Position 2182: 0.001780950830777992
Position 2153: 0.0012954649564982823
Position 417: 0.0010209954923989756
Position 1023: 0.0007756162859358896
Position 1240: 0.000726788873493944
Position 2172: 0.0007083508056043844
Position 1184: 0.0006803753589678027
Position 1988: 0.000645503896070212
Position 1046: 0.0006431683497890679
Position 1141: 0.00042878425073529183
Position 1764: 0.000374641183196127
Position 1172: 0.00034887264972284054
Position 41: 0.00025218613513691213
Position 1770: 0.0002444074000821242
Position 1179: 0.00022073212582289116
Position 1900: 0.00021916806749178023
Position 2341: 0.00015817953982744248
Position 576: 0.00012808180252392372
Position 1026: 0.00010221266338873062
Position 1623: 8.75268640657429e-05
Position 2106: 7.019832985254213e-05
Position 965: 5.547013228950379e-05
Position 920: 5.482684279887435e-05
Position 43: 3.812679059707208e-05
Position 1531: 2.4605895558699057e-05
Position 1474: 2.061748359914162e-05
Position 948: 1.6693928186974513e-05
Position 753: 1.5030045789869887e-05
Position 1113: 1.490865700327614e-05
Position 1266: 1.181558023861904e-05
Position 482: 1.0972566966819385e-05
Position 573: 8.448953437984923e-06
Position 1879: 8.217504955506861e-06
Position 632: 8.010134682182077e-06
Position 90: 7.514089783890144e-06
Position 992: 7.046865209980892e-06
Position 81: 9.221142775160375e-07
Position 1588: 8.308033763907778e-07
Position 2140: 8.015356928387037e-07
Position 79: 4.849273480958171e-07
Position 1768: 4.190493052775124e-07
Position 1351: 3.8413676539251826e-07
Position 946: 2.0469837813225318e-07
Position 94: 1.5883958369041566e-07
Position 712: 1.1747130734311069e-07
Position 100: 1.0521029203280526e-07
Position 1997: 5.802848352992601e-08
Position 88: 4.3023917689264966e-08
Position 1780: 3.1858347410541796e-09
Position 455: 2.662432348141994e-09
Position 1082: 1.98422807039321e-09
Position 220: 1.656399815681512e-09
Position 149: 1.4267250655174655e-09
Position 1271: 1.347780484370045e-09
Position 182: 1.051037385351046e-09
Position 448: 7.97803730200338e-10
Position 436: 7.389146252293801e-10
Position 475: 4.30020152126139e-10
Position 1090: 9.202507597089868e-11
Position 252: 1.887667287776708e-11
Position 133: 1.4001670998087183e-12
Position 429: 1.2255459692563754e-12
Position 131: 1.215855197698298e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9995719423888235
Position 1304: 0.9709665725677733
Position 252: 0.9552186354665356
Position 1962: 0.9503491830531473
Position 2327: 0.06437086145441429
Position 2405: 0.03633268340211305
Position 272: 0.025309428670471677
Position 2250: 0.020693397860274725
Position 316: 0.010018688461706275
Position 1006: 0.0031758115340977497
Position 2216: 0.0025203779120976126
Position 1076: 0.001987963430576243
Position 475: 0.0016334395144168917
Position 368: 0.0015084395419960213
Position 695: 0.0013925464433759463
Position 335: 0.0009604646116413806
Position 986: 0.0008032715694424061
Position 2056: 0.0007928084410543164
Position 587: 0.0006958306206167265
Position 462: 0.0005039809566943059
Position 2182: 0.0003912679147678858
Position 414: 0.00030198713335075257
Position 436: 0.00027161069502850674
Position 100: 0.0002441211870766562
Position 1895: 0.0002161430346614934
Position 591: 0.00021329423129325215
Position 1333: 0.00020611891791685262
Position 536: 0.0001868446567098062
Position 1810: 0.00010159074219692296
Position 1577: 9.684192683310986e-05
Position 1683: 8.702465749070066e-05
Position 559: 5.2314654045359756e-05
Position 486: 4.4643559384065164e-05
Position 118: 4.451160478090455e-05
Position 365: 3.967331012084817e-05
Position 341: 3.467522172527963e-05
Position 1160: 3.327879931100488e-05
Position 303: 2.9124634495793645e-05
Position 403: 2.6183483005528253e-05
Position 386: 2.5346509903169507e-05
Position 1240: 2.201721712519778e-05
Position 320: 1.5056439961857603e-05
Position 605: 1.4062012463754826e-05
Position 296: 1.28925136139733e-05
Position 539: 1.2339494274175966e-05
Position 712: 7.159288590185374e-06
Position 149: 6.561219406853182e-06
Position 380: 6.1716405220281305e-06
Position 498: 5.761209287965105e-06
Position 128: 2.739445760631621e-06
Position 157: 1.5281679459437776e-06
Position 161: 4.5421836863786004e-08
Position 866: 3.232784105298003e-08
Position 131: 3.207779955468488e-08
Position 182: 7.429390225449155e-11
