Gene = Cwc25
index = 1113
Annotated 5SS: [119 397]
Annotated 3SS: [173 458]
SMsplice 5SS: [119 397]
SMsplice 3SS: [173 458]
top_k =  100
Partition function (log Z): 2.8634480513147422

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9988161659872066
Position 119: 0.9896732994730328
Position 563: 0.06029978141579248
Position 944: 0.010421499338903545
Position 969: 0.009530046326645527
Position 123: 0.006617788436827376
Position 567: 0.0010456689362764913
Position 58: 0.0009881748211199074
Position 653: 0.0008457735999002191
Position 603: 0.0005641000301890737
Position 389: 0.0005637560337431403
Position 1673: 0.0005104045308912957
Position 590: 0.0004217087074250976
Position 54: 0.000392375355435843
Position 105: 0.0003158496797187688
Position 501: 0.00026729965220267043
Position 65: 0.00011631546633971545
Position 410: 5.540086171060224e-06
Position 77: 3.4784675616067473e-06
Position 69: 2.3688153630647883e-06
Position 401: 2.187435486337081e-06
Position 17: 1.149000274792988e-06
Position 383: 1.0520704736764e-06
Position 720: 8.675740153575314e-07
Position 635: 6.058314509173228e-07
Position 331: 1.3539371428064814e-07
Position 128: 7.811980492750092e-08
Position 339: 8.642085257853301e-09
Position 147: 6.538913274841621e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9978639084912702
Position 458: 0.8144219299105379
Position 462: 0.18155707799765336
Position 652: 0.03920931458235125
Position 1028: 0.023045594686308662
Position 640: 0.010813253869225744
Position 775: 0.004556101217137543
Position 703: 0.0023139976176987996
Position 853: 0.0016418271884734114
Position 467: 0.0014773038374187417
Position 700: 0.0009862762578405407
Position 727: 0.0009025798679567443
Position 1741: 0.0006024907342884391
Position 664: 0.00047654061223706005
Position 784: 0.00043729856531310777
Position 748: 0.0003908559257738238
Position 1832: 0.0002476797642691696
Position 505: 0.00021215964636188135
Position 215: 0.0001419872180816527
Position 182: 9.646185159264677e-05
Position 230: 6.8192351926355615e-06
Position 487: 2.6643396670971725e-06
Position 218: 1.3013658302756534e-06
Position 484: 1.1043743587758944e-06
Position 469: 5.421955074869195e-07
Position 236: 2.2711528212058427e-07
Position 100: 1.4802132653914776e-07
Position 533: 8.61215296710709e-09
Position 119: 8.334516291314324e-09
Position 331: 6.775444237741307e-09
Position 269: 5.9768499397724185e-09
Position 263: 4.334591478172448e-09
Position 316: 3.357602042871487e-09
Position 284: 1.0467059261424997e-09
Position 248: 8.401448061359029e-10
