Gene = gogo
index = 1718
Annotated 5SS: [  373 15446 17481 17950 22147 23618 23848 24197 24686]
Annotated 3SS: [14985 16262 17818 21915 23328 23682 23910 24246 24767]
SMsplice 5SS: [  373 15446 17950 18509 22147 23618 23848 24197 24686]
SMsplice 3SS: [14985 17818 18411 21915 22365 23682 23910 24246 24767]
top_k =  100
Partition function (log Z): -25.660296647512894

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.7899345408205878
Position 1844: 0.5455702779075002
Position 1103: 0.4058139377548927
Position 669: 0.12673406565736148
Position 1448: 0.09982169466037218
Position 522: 0.07058849238494734
Position 856: 0.019839244716636034
Position 182: 0.012220244154417465
Position 1018: 0.005084096126892218
Position 865: 0.004954355740760807
Position 273: 0.0025332429409018775
Position 286: 0.0021548391936040095
Position 1092: 0.001588613498476233
Position 340: 0.0008549712202344189
Position 426: 0.0008263311651901356
Position 584: 0.0005331435115440369
Position 105: 0.0004945117330405003
Position 23: 0.00045393074044518397
Position 582: 0.000438281399018193
Position 431: 0.0002809029341524171
Position 196: 7.117614729565961e-05
Position 73: 5.96791065009371e-05
Position 144: 3.8213837884474376e-05
Position 377: 3.527620141322819e-05
Position 19: 3.452718967102489e-05
Position 226: 3.0289050659198584e-05
Position 114: 2.746743145464781e-05
Position 382: 2.6874372613980548e-05
Position 27: 2.4186363626541958e-05
Position 278: 2.4082443473476834e-05
Position 291: 2.0498347913409998e-05
Position 121: 1.7086567436332065e-05
Position 4030: 1.3996702991097381e-05
Position 33: 1.2052784733353743e-05
Position 5086: 1.101031377362619e-05
Position 3789: 9.156295322248012e-06
Position 3798: 7.245187916198307e-06
Position 338: 6.529653223941468e-06
Position 243: 3.3319133969494376e-07
Position 396: 2.4238030729286406e-07
Position 13: 1.9008825771858853e-07
Position 1482: 1.8846650043098458e-07
Position 1351: 1.5053079426361167e-07
Position 1097: 1.2732628268988469e-08
Position 128: 6.184177500856781e-11
Position 265: 1.3527219059543287e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14985: 0.9999772976970169
Position 1180: 0.42095449594576884
Position 901: 0.27489115775928397
Position 482: 0.11954371200986555
Position 702: 0.1110298268697054
Position 1577: 0.09607262122419537
Position 1814: 0.032406256377302316
Position 1408: 0.016840678066668734
Position 1647: 0.012831696568755952
Position 1008: 0.003872424725199663
Position 853: 0.001976744654589099
Position 396: 0.00023960913155531856
Position 582: 0.00015739267141537194
Position 330: 0.00013489649999903303
Position 343: 8.501940497282266e-05
Position 76: 8.174074086539299e-05
Position 521: 3.223763307473194e-05
Position 3684: 1.7311144960303588e-05
Position 3915: 1.640148323844632e-05
Position 4184: 1.3996702991097317e-05
Position 5430: 1.3623779869765842e-05
Position 2414: 3.828349982562115e-07
Position 3413: 2.623389010322125e-07
Position 2297: 1.664275697451397e-07
Position 1512: 1.299085729647354e-07
Position 1201: 5.5947507211043676e-08
Position 1292: 4.0496545777593966e-08
Position 186: 4.514174647300214e-09
Position 195: 1.6450623589222783e-10
