Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  100
Partition function (log Z): 8.66415654915674

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.9977453591483235
Position 13073: 0.9957698073849756
Position 603: 0.9811223039456182
Position 216: 0.9375568644308011
Position 11574: 0.8702871719688312
Position 12678: 0.4792597155568758
Position 12803: 0.39520912154213567
Position 12612: 0.10851122702662891
Position 11872: 0.061708860531739865
Position 13553: 0.010175007028225819
Position 40: 0.008605245851274475
Position 248: 0.005492216195845525
Position 267: 0.0053424376218866795
Position 18: 0.004464051724283546
Position 13077: 0.004227113059424827
Position 14795: 0.0040137619922422305
Position 2742: 0.003731234209990398
Position 13256: 0.0033447698756599743
Position 227: 0.002065136760529422
Position 13817: 0.0012968671139471195
Position 13340: 0.0011357774750665672
Position 14780: 0.0010152546955990542
Position 13685: 0.0009366086692036352
Position 251: 0.0008452581438606059
Position 14224: 0.0003672572829448531
Position 13323: 0.00031597505672575335
Position 13679: 0.00030650564871107145
Position 14101: 0.0002989886471328396
Position 101: 0.00013564040764845657
Position 190: 4.740006416118213e-05
Position 729: 1.268148962935815e-05
Position 13287: 2.4372650666820424e-06
Position 13066: 1.5134412965692092e-06
Position 13020: 1.3931413278859428e-06
Position 13050: 1.4805527315427556e-07
Position 452: 1.2847698376194077e-07
Position 13706: 7.858599033150343e-08
Position 13433: 1.5991628199432285e-08
Position 13538: 9.759603978999256e-09
Position 13614: 5.309582927548935e-09
Position 648: 1.911478225657466e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 13172: 0.989252495384877
Position 13738: 0.9675627097997053
Position 12901: 0.9667345661263591
Position 11423: 0.8703171069666786
Position 11629: 0.8082031608751317
Position 309: 0.7944421601106698
Position 12730: 0.26972123774034057
Position 415: 0.09593582577441516
Position 351: 0.04170254288882704
Position 13748: 0.03230939470214784
Position 13201: 0.010094248483299987
Position 13609: 0.008849554967000788
Position 314: 0.004149314392487142
Position 14864: 0.004013761992242231
Position 178: 0.003999255510172734
Position 471: 0.003460511317411633
Position 71: 0.00199206544841662
Position 13313: 0.0015876261498106404
Position 2522: 0.0015176173546340218
Position 13393: 0.0014560906430669777
Position 13333: 0.0014417868431157183
Position 13881: 0.00129686711394712
Position 14833: 0.0010152546955990542
Position 2605: 0.0008155533731629653
Position 13120: 0.0006530443311476864
Position 13645: 0.00044205883807532924
Position 1043: 0.00039835795448551613
Position 14284: 0.0003672572829448531
Position 2183: 0.0003544596796386014
Position 2133: 0.0003371859356562291
Position 13327: 0.0003109026590148018
Position 2268: 0.00030805991241306433
Position 14166: 0.0002989886471328396
Position 572: 3.956313896464357e-06
Position 648: 2.7595407988968283e-06
Position 13345: 2.430025881428161e-06
Position 108: 6.033747854940986e-07
Position 13141: 2.0698664605581456e-07
Position 727: 1.5497056883737202e-07
Position 435: 1.1399093870202051e-07
Position 428: 1.033906131170096e-07
