Gene = ScpX
index = 1477
Annotated 5SS: [ 158  818 1068 2016]
Annotated 3SS: [ 493  876 1131 2075]
SMsplice 5SS: [ 158  818 1068 2016]
SMsplice 3SS: [ 493  876 1131 2075]
top_k =  100
Partition function (log Z): 3.0216901794258852

Sorted 5' Splice Sites (High to Low Probability):
Position 818: 0.9974833716567273
Position 1068: 0.9887427133320087
Position 2016: 0.9273953060482933
Position 158: 0.52686117189682
Position 2321: 0.06514390133399982
Position 2297: 0.034157239206807466
Position 130: 0.020587392013533767
Position 236: 0.020301067332959884
Position 1967: 0.013552827389764112
Position 2311: 0.013379956572279514
Position 306: 0.009964231208068722
Position 1422: 0.007263024098221657
Position 1907: 0.003821527590894441
Position 999: 0.003182475436704313
Position 659: 0.003003116612533602
Position 1310: 0.0026984613144341056
Position 1074: 0.0022364397264405247
Position 160: 0.001752877706917901
Position 1271: 0.0011824573877403488
Position 1570: 0.0007767250064610916
Position 1688: 0.0006962365217957055
Position 141: 0.0005923285062425894
Position 76: 0.0005828741382929478
Position 49: 0.0005506912435248681
Position 440: 0.0003629296967935562
Position 2279: 0.0003245170138395998
Position 126: 0.0003048923840950293
Position 459: 0.00025175716512718837
Position 1841: 0.00023274466000262667
Position 137: 0.0001349101966660251
Position 583: 5.4974907171492046e-05
Position 798: 5.231950385929554e-05
Position 1931: 2.221282677814973e-05
Position 1426: 1.5322807143779436e-05
Position 724: 9.149961769165627e-06
Position 923: 8.135962866911393e-06
Position 1057: 7.078763795178545e-07
Position 134: 2.733167167791226e-07
Position 70: 2.385054633508522e-07
Position 143: 1.861179824476558e-07
Position 164: 6.772097451226988e-09
Position 162: 2.15481459907501e-09
Position 102: 1.1939737782563995e-09
Position 73: 7.716530750385721e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 876: 0.9989713109643525
Position 2075: 0.9390528736614447
Position 1131: 0.9277162342953832
Position 493: 0.5320532208639861
Position 2377: 0.11553083630887932
Position 1141: 0.06540129826824566
Position 379: 0.015325404132264766
Position 250: 0.01161599278589666
Position 2103: 0.008550332012732928
Position 1772: 0.004625936921381794
Position 543: 0.004155762743787387
Position 210: 0.003733706696989148
Position 499: 0.003478277619733338
Position 2132: 0.0025203293109072986
Position 717: 0.0021151879349569883
Position 385: 0.002110232628262034
Position 230: 0.0017870743247664477
Position 568: 0.0016708137283768202
Position 273: 0.0016170567748127705
Position 2164: 0.0014221801921823428
Position 739: 0.0010878584801269605
Position 216: 0.0009621025599580163
Position 903: 0.0006055945064505879
Position 502: 0.000445442404465816
Position 105: 0.00044062357812953124
Position 414: 0.0002715937302885011
Position 560: 0.00013665098647732294
Position 225: 0.00013059972043362832
Position 736: 0.0001284314659730543
Position 984: 7.316986189260157e-06
Position 963: 6.968958295038895e-06
Position 1168: 6.129662486095857e-06
Position 177: 3.218680420907564e-07
