Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  100
Partition function (log Z): 13.016949815723246

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.9997910578397079
Position 2073: 0.9994949318269685
Position 909: 0.9863046075238848
Position 1860: 0.9622281646124566
Position 2450: 0.7612121551469571
Position 2546: 0.2143793968099063
Position 4024: 0.07873497830969954
Position 2901: 0.05154236071830162
Position 1870: 0.032513595748140924
Position 2895: 0.03112012152479704
Position 1314: 0.017970595089667647
Position 4921: 0.011941469155739631
Position 2805: 0.011374336209784716
Position 2905: 0.01105336489544963
Position 169: 0.0092656040665523
Position 988: 0.004759601269223422
Position 1329: 0.00449313408351429
Position 979: 0.002245920754927567
Position 1876: 0.0020790331327703187
Position 514: 0.002018881824931539
Position 902: 0.001957392905970106
Position 1495: 0.0013676972298401876
Position 1690: 0.0012944531433645493
Position 1156: 0.0008231239892791068
Position 59: 0.0007958955573006862
Position 1581: 0.0005822575662116518
Position 1901: 0.0003472782859025901
Position 116: 0.0002951117152829268
Position 2064: 0.000283714307187321
Position 970: 0.0001883728192340838
Position 177: 0.00018320775137607947
Position 132: 0.00017168068904210908
Position 2670: 0.00016027225518795138
Position 1007: 0.00014300790082348615
Position 2242: 0.00013827950838839247
Position 1827: 0.00012980529255167078
Position 2880: 0.00011784617203283063
Position 3113: 0.00011403840269567304
Position 2917: 0.00010906215534751513
Position 557: 6.66854792026073e-05
Position 45: 5.6219988868387116e-05
Position 2269: 5.444838982352152e-05
Position 1615: 5.090102940914045e-05
Position 738: 5.017293835573388e-05
Position 501: 4.255903057514904e-05
Position 2455: 3.7850043365838466e-05
Position 564: 2.9312969736381192e-05
Position 1783: 2.8664944846051457e-05
Position 190: 2.7072723013169836e-05
Position 2504: 1.622212851464149e-05
Position 2036: 1.472745673219125e-05
Position 1671: 1.4707582221487217e-05
Position 1735: 1.4705803648227288e-05
Position 198: 1.1493320116522011e-05
Position 327: 1.1141237917380001e-05
Position 57: 8.608951277922875e-06
Position 2083: 6.745882130817015e-06
Position 63: 5.135674187280853e-06
Position 2559: 2.81702104359421e-06
Position 2550: 2.6697049488542456e-06
Position 2211: 1.9995029508845696e-06
Position 2460: 9.65750073797816e-07
Position 2682: 4.259137381174907e-07
Position 941: 1.4303696572500757e-07
Position 2214: 7.724672767925096e-08
Position 2278: 4.4677322946588674e-08
Position 2331: 7.166219570201871e-09
Position 2013: 4.3299959803468806e-11
Position 2102: 2.8144198489533305e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9999743355867236
Position 1947: 0.9964148382054747
Position 1451: 0.9649878479268046
Position 2137: 0.9519837795651648
Position 3825: 0.524843857409177
Position 4086: 0.09669588810163772
Position 5757: 0.08478740552499713
Position 2729: 0.08199352204727736
Position 3791: 0.0600055988246978
Position 6178: 0.057105879487528266
Position 2593: 0.04571620271387609
Position 7051: 0.04360698815378257
Position 2702: 0.04073422719391421
Position 2679: 0.0349401347332438
Position 5886: 0.03330997941494423
Position 2141: 0.0301576725924108
Position 5921: 0.018485532434241513
Position 1608: 0.01495284405952592
Position 5686: 0.0144269508910931
Position 2151: 0.01390055115431575
Position 4608: 0.009488001483425912
Position 1119: 0.009418613604028701
Position 1482: 0.007663977095424557
Position 3806: 0.007000937917240286
Position 1638: 0.006191876783840833
Position 230: 0.005979918714687799
Position 3629: 0.0053377593563610935
Position 1140: 0.004689200230760093
Position 1075: 0.00463645146242425
Position 3092: 0.0043580377448521525
Position 2118: 0.0037369399420590747
Position 1191: 0.00332943120022081
Position 1970: 0.003134232120756086
Position 4324: 0.0030544957973356805
Position 3860: 0.0021529692157983777
Position 621: 0.0017333039576972456
Position 1276: 0.0014527731326397814
Position 1007: 0.0011163285511599454
Position 3221: 0.0010571511309602787
Position 260: 0.0009463611628162807
Position 2633: 0.0009374482640670719
Position 3026: 0.0007866048931190134
Position 115: 0.0007041771467118653
Position 1390: 0.0006664482340587721
Position 970: 0.0006664464562658768
Position 1025: 0.0005732112985221614
Position 3198: 0.0005609987428420899
Position 3149: 0.0005337822404995801
Position 1408: 0.00044134444624184435
Position 423: 0.0003436284626745568
Position 1314: 0.00033161258440485346
Position 1707: 0.00030200033535610874
Position 1145: 0.00029053600505595314
Position 1233: 0.0002447460819370337
Position 806: 0.00020330304656846645
Position 1910: 0.0001924001409318744
Position 597: 0.00018406756476884443
Position 281: 0.00016679670183794882
Position 284: 0.00016084551817690675
Position 1419: 0.00010445113679179461
Position 173: 7.206402130067996e-05
Position 627: 6.227102293444076e-05
Position 198: 6.065163346567369e-05
Position 393: 5.514670400888082e-05
Position 633: 3.600952633556913e-05
Position 459: 2.1822946424057185e-05
Position 266: 2.095228111486042e-05
Position 2347: 1.744286239101558e-05
Position 2172: 8.14374250506062e-06
Position 2389: 7.520528240644386e-06
Position 2013: 7.435940291843944e-06
Position 1949: 4.977791450983279e-06
Position 1979: 3.6482824810896315e-06
Position 2182: 3.0385733511112023e-06
Position 2021: 2.9364356097895735e-06
Position 1154: 3.7390998757584063e-07
Position 2467: 9.853161501155454e-08
Position 2425: 8.672003186188872e-08
Position 2422: 5.0159918102369835e-08
Position 1821: 1.62883074449534e-08
