Gene = Schip1
index = 1473
Annotated 5SS: [  37 1125 1642 1795 1921 2313 2645]
Annotated 3SS: [ 523 1184 1705 1853 1980 2375 2705]
SMsplice 5SS: [  37 1125 1642 1795 1921 2313 2645]
SMsplice 3SS: [ 523 1184 1705 1853 1980 2375 2705]
top_k =  100
Partition function (log Z): 22.73295522521444

Sorted 5' Splice Sites (High to Low Probability):
Position 1921: 0.999426767819664
Position 1795: 0.9931684564621065
Position 1642: 0.9927161902430826
Position 1125: 0.9924383341916794
Position 2313: 0.9171908188681408
Position 37: 0.9066765746179353
Position 2645: 0.7999303775134577
Position 402: 0.2698222171141556
Position 1376: 0.1463591133077809
Position 712: 0.13460667755216502
Position 2262: 0.042900459357146696
Position 330: 0.038011742035265327
Position 2307: 0.03529791661207841
Position 252: 0.018550269567561374
Position 283: 0.010505097714591075
Position 150: 0.008784064721326302
Position 475: 0.007526357481294871
Position 1799: 0.004992403850409219
Position 1402: 0.004265252281964838
Position 2649: 0.003566412066931252
Position 1635: 0.0035100109705252284
Position 1289: 0.002905060619829814
Position 1132: 0.0020113687102011383
Position 2194: 0.001523979308183382
Position 772: 0.0012611978962409412
Position 1361: 0.001096987849231593
Position 385: 0.0008093198550427919
Position 2062: 0.0007389614690287914
Position 1545: 0.0006428177742755223
Position 271: 0.0004608532060824551
Position 305: 0.0004229081930827494
Position 2067: 0.0003753921993298695
Position 1774: 0.0003155708246822309
Position 2092: 0.00023289645318463545
Position 2496: 0.00018544396261740623
Position 1607: 0.00017627570766258797
Position 41: 7.911734452436708e-05
Position 2517: 7.012249500958065e-05
Position 178: 3.4353347590828585e-05
Position 113: 1.9809768132343623e-05
Position 91: 1.9249432561291665e-05
Position 101: 1.8144451104503765e-05
Position 846: 1.6891226673440385e-05
Position 2210: 1.4549105223263885e-05
Position 376: 1.1943285206136535e-05
Position 388: 1.1316599830158816e-05
Position 371: 1.0230468604203059e-05
Position 1342: 2.9195343623399e-06
Position 31: 2.359361695170993e-06
Position 94: 1.5647617312577176e-06
Position 1744: 4.833302591150861e-07
Position 1048: 5.543612405799778e-08
Position 224: 8.046893646464597e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1853: 0.9985732110862798
Position 1705: 0.9963662898072183
Position 1184: 0.9960825549875748
Position 1980: 0.9939799287169327
Position 2375: 0.992733435243873
Position 523: 0.917198536094136
Position 2705: 0.7829594865964115
Position 169: 0.11953141481319447
Position 91: 0.11638286836091431
Position 862: 0.08358823119386574
Position 1466: 0.07569035083122769
Position 239: 0.05789184934161896
Position 1450: 0.051649495753910146
Position 101: 0.024914345178988266
Position 1436: 0.022139578182186696
Position 2718: 0.021176030101642665
Position 987: 0.017050882245734374
Position 124: 0.011541863297376144
Position 807: 0.010628796195119064
Position 1489: 0.0062813343586126565
Position 992: 0.005940860554565533
Position 804: 0.005653700967203379
Position 926: 0.004301404071274842
Position 772: 0.0032225176302315547
Position 550: 0.0029448139320956738
Position 922: 0.002821963970193048
Position 2327: 0.00279827434835102
Position 2029: 0.0025201269848153683
Position 597: 0.0021594540403172967
Position 330: 0.001645985279115088
Position 478: 0.0016229115408971048
Position 276: 0.0015766034115864361
Position 2141: 0.0014923848644712602
Position 1991: 0.0012504261124630547
Position 572: 0.001250160930935352
Position 1197: 0.0012008783946808967
Position 2259: 0.0009467845097349157
Position 1725: 0.000801434145242082
Position 1988: 0.0006696507886491118
Position 496: 0.0006252675894566608
Position 639: 0.0005877799656685273
Position 2202: 0.0005700825309420521
Position 2380: 0.0002125290324329805
Position 256: 0.0001577055749633596
Position 2531: 0.00014529913345914875
Position 305: 0.00014439345404533116
Position 1747: 4.9680275394599105e-05
Position 1671: 3.238139968374496e-05
Position 1773: 1.155308807361951e-05
Position 134: 1.4610620327300022e-07
Position 150: 2.1320657230891933e-08
