Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  100
Partition function (log Z): -6.4295073687336695

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.7298712220277667
Position 1151: 0.27098883319016537
Position 1135: 0.029297596980974727
Position 133: 0.020860828797818084
Position 329: 0.01901413897008689
Position 75: 0.003208944506678791
Position 745: 0.0010106091898503817
Position 437: 0.0005927932466155741
Position 1098: 0.00048201569932092704
Position 35: 0.00040198923734839073
Position 895: 0.0002582589577622706
Position 80: 0.00025074787504244996
Position 1391: 0.0001687085840142293
Position 468: 0.00015143868847112367
Position 725: 0.00013573657152942005
Position 815: 5.832481929304188e-05
Position 1940: 5.627349704134256e-05
Position 37: 5.254894011861381e-05
Position 2025: 4.518758738653533e-05
Position 73: 3.61742030842275e-05
Position 326: 1.3388947754465897e-05
Position 129: 1.0479375770029982e-05
Position 10: 2.777952320096693e-07
Position 27: 8.073623873593495e-08
Position 119: 5.10839830408453e-08
Position 257: 2.6056404789611434e-08
Position 154: 8.231469822134273e-09
Position 260: 4.197467148482897e-09
Position 263: 3.6672704038160112e-09
Position 809: 2.4635072078309328e-09
Position 183: 9.270323222216686e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9930313977951709
Position 1192: 0.026793009278595487
Position 378: 0.01197446782675517
Position 1065: 0.009760399117367173
Position 201: 0.007507149548595563
Position 1212: 0.006702980972985326
Position 1009: 0.006390241967735804
Position 154: 0.0039497997158536155
Position 1317: 0.003425958828177955
Position 247: 0.0017421361537648561
Position 231: 0.0013730029794288797
Position 1344: 0.0010370913771309425
Position 1291: 0.0008023581512265424
Position 493: 0.0005244297524687278
Position 1485: 0.00030675143677865986
Position 2149: 0.0002528819908143402
Position 502: 0.00023919092445105918
Position 621: 0.00023716271103556017
Position 405: 0.00017934039810446397
Position 1953: 0.00015211510647975335
Position 1062: 0.00013792815354831637
Position 1455: 8.679126843918954e-05
Position 1956: 7.927296525221451e-05
Position 880: 5.832136587187193e-05
Position 1235: 5.511978359317023e-05
Position 780: 4.415668096815613e-05
Position 384: 3.8937668737128875e-05
Position 611: 3.672064514380905e-05
Position 216: 1.6786032745148903e-05
Position 315: 1.588110074294796e-05
Position 257: 1.4245417912277297e-05
Position 108: 5.641773643698556e-07
Position 129: 1.0375925970403445e-07
