Gene = mTTF
index = 1782
Annotated 5SS: [ 493 1138]
Annotated 3SS: [ 556 1192]
SMsplice 5SS: [ 493 1138]
SMsplice 3SS: [ 556 1192]
top_k =  100
Partition function (log Z): 1.656196346893843

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9974109838664172
Position 1138: 0.9961668609933951
Position 661: 0.20235505010511132
Position 751: 0.044103748774006024
Position 1018: 0.02002138113679891
Position 958: 0.01040613552791869
Position 185: 0.0019036449981079061
Position 1323: 0.0016580650821837808
Position 1114: 0.0006441026142608318
Position 397: 0.0005552797856901141
Position 1202: 0.0005340748243315293
Position 235: 0.0005255699285521087
Position 1343: 0.0005200336689445921
Position 804: 0.00041607828788412177
Position 202: 0.0003854989765892508
Position 736: 0.00034722695885271073
Position 1481: 0.0002234351775565666
Position 1492: 0.00020189499986562393
Position 1487: 0.00019693761353483367
Position 841: 0.0001954378117566771
Position 64: 0.0001107969591982215
Position 464: 8.600162842420901e-05
Position 665: 8.480799016036635e-05
Position 1369: 7.657408267077642e-05
Position 1466: 1.4912271872939022e-05
Position 328: 1.1597011655212085e-05
Position 441: 6.3269726283090205e-06
Position 24: 5.984349429753455e-06
Position 223: 4.96174675541193e-06
Position 33: 4.787847116974289e-06
Position 303: 2.5183624529219954e-06
Position 378: 1.7509766248125464e-06
Position 795: 1.4003253503172914e-06
Position 53: 1.1351418242950212e-06
Position 459: 1.0970948856455512e-06
Position 13: 1.0823641001488703e-06
Position 856: 9.438437497524684e-07
Position 479: 2.595857622940674e-07
Position 414: 1.7560006105348832e-07
Position 1123: 1.7186206112329196e-07
Position 709: 1.0289929627354908e-07
Position 536: 1.0064552027851434e-07
Position 521: 7.866761418689029e-08
Position 261: 1.8708825385220625e-08
Position 640: 7.90853022447395e-09
Position 647: 3.3073335680004414e-09
Position 588: 2.061213152265278e-09
Position 1142: 2.0037819819230564e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 556: 0.9950053412677629
Position 1192: 0.9895663212330292
Position 894: 0.13207858157188607
Position 722: 0.08727260064579663
Position 1073: 0.03060536267247604
Position 1017: 0.015579532706985704
Position 822: 0.005525630667127628
Position 1278: 0.005309075150460669
Position 903: 0.0039078790199953695
Position 1387: 0.002324903043721726
Position 813: 0.0018089430692573836
Position 275: 0.0017932544718817353
Position 1359: 0.0016258759018709125
Position 1113: 0.0016161306237734135
Position 1079: 0.0010429870356280667
Position 1543: 0.0006363388836088697
Position 729: 0.0005790484340532479
Position 771: 0.0005409514670945434
Position 234: 0.0004650408804058814
Position 1199: 0.00037295515153553896
Position 603: 0.00028221164302761996
Position 1513: 0.0002130695635555237
Position 400: 0.00019433212263535846
Position 1231: 0.0001633212584538395
Position 296: 0.00014070520025614088
Position 864: 0.00012536757401233295
Position 1294: 0.00011714713031886396
Position 1419: 0.00011341492766981711
Position 238: 3.4443012280264196e-05
Position 106: 2.494015980285684e-05
Position 315: 2.473589860257666e-05
Position 163: 1.8452504542854472e-05
Position 431: 1.66281802542824e-05
Position 113: 1.5435703084408656e-05
Position 185: 1.0489567338777702e-05
Position 350: 4.619985792723586e-06
Position 573: 4.095707402739826e-06
Position 454: 3.884170126768671e-06
Position 73: 3.857314222136019e-06
Position 588: 3.7937586054825116e-06
Position 166: 3.6526529700873296e-06
Position 125: 2.811365595696414e-06
Position 367: 2.4694917227244788e-06
Position 579: 2.045100853268564e-06
Position 359: 1.655488043799147e-06
Position 94: 1.6291854967606512e-06
Position 245: 1.0304635257301268e-06
Position 91: 6.638528633040409e-07
Position 223: 5.548549435848368e-07
Position 208: 2.911147056293309e-07
Position 211: 2.586784015571567e-07
Position 448: 2.5320786082581233e-07
Position 567: 2.861333823272143e-08
