Gene = mu2
index = 1806
Annotated 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
Annotated 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
SMsplice 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
SMsplice 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
top_k =  100
Partition function (log Z): 30.28996982821436

Sorted 5' Splice Sites (High to Low Probability):
Position 2366: 0.999481912891602
Position 3599: 0.9909547705916697
Position 3696: 0.9907411846674943
Position 3861: 0.989554754950504
Position 396: 0.9807295165907035
Position 2039: 0.9782626377210616
Position 1828: 0.9762014218556466
Position 137: 0.9643291762764774
Position 2212: 0.9618304560917115
Position 937: 0.9566622461239582
Position 4164: 0.0659727394957148
Position 1542: 0.03421531404703475
Position 910: 0.03135606530770683
Position 2813: 0.03044934430471959
Position 3328: 0.02861343603063063
Position 1967: 0.01818437291277865
Position 336: 0.015320584692348161
Position 754: 0.013379385240817243
Position 2216: 0.01299761402007334
Position 4125: 0.012859578018138789
Position 4496: 0.008594528475613504
Position 4107: 0.008011342668363303
Position 1770: 0.00705454069657594
Position 4407: 0.002628002210667573
Position 4346: 0.0026135271941804474
Position 3865: 0.001963900354034929
Position 729: 0.0017973085906748847
Position 4141: 0.0015832409836316296
Position 858: 0.001258688844217507
Position 35: 0.0011009309613178135
Position 4198: 0.0009484686829528942
Position 4003: 0.0007292632922401045
Position 609: 0.0007012851739382762
Position 738: 0.0006323974809111206
Position 2005: 0.0006285904593237343
Position 374: 0.0005921078598115321
Position 3226: 0.0005294079351531408
Position 4092: 0.00040810978138502074
Position 1396: 0.00037224089158663306
Position 3993: 0.00036783574421334883
Position 2124: 0.00023537508390583672
Position 3558: 0.0002177530772591319
Position 1137: 0.00021733184400619148
Position 1066: 0.00020938034780270662
Position 941: 0.00019247794020320233
Position 3277: 0.00018489381447740354
Position 1133: 0.0001628034732203598
Position 357: 0.00011244367452101328
Position 2954: 9.176885709602471e-05
Position 806: 8.289743273668049e-05
Position 1911: 4.538814960278989e-05
Position 2944: 3.85683421546666e-05
Position 3167: 3.360184636409875e-05
Position 3669: 2.9023491490633843e-05
Position 2579: 2.589147725186398e-05
Position 2626: 2.2699353626541485e-05
Position 2761: 1.9716447794099617e-05
Position 3463: 1.458291086349496e-05
Position 3803: 1.2630188912492387e-05
Position 54: 1.2337880284754733e-05
Position 3850: 1.1080511171497734e-05
Position 2623: 9.05689802451784e-06
Position 2530: 7.12178958669532e-06
Position 3951: 6.011421530514162e-06
Position 3763: 5.84016266336575e-06
Position 3767: 3.831865189002866e-06
Position 2611: 2.8869715503714197e-06
Position 3964: 2.879255594651488e-06
Position 2552: 1.7952824996036676e-06
Position 741: 1.7308040065203357e-06
Position 238: 1.4487952469413961e-06
Position 611: 1.3770017990990613e-06
Position 2533: 1.328405848923157e-06
Position 2318: 9.501891096548001e-07
Position 261: 8.62954415412066e-07
Position 716: 7.479351664741319e-07
Position 2519: 7.445349087291024e-07
Position 4051: 3.3791006942978004e-07
Position 243: 1.8483402354837604e-07
Position 3887: 7.64540860520894e-08
Position 297: 5.950488570950004e-08
Position 1287: 5.550303234714415e-08
Position 1227: 5.494350433614268e-08
Position 1812: 5.247112113069428e-09
Position 2009: 3.9726344290309396e-09
Position 2007: 3.110028804508373e-09
Position 300: 7.580297710214766e-10
Position 43: 6.211007651720037e-10
Position 2347: 4.899200716829782e-10
Position 2935: 2.9932980114486194e-10
Position 3: 2.2366678064848702e-10
Position 3704: 8.079233856695258e-11
Position 240: 5.4079752557556434e-11
Position 2276: 5.2644232948077246e-11
Position 3842: 7.678631781895729e-12
Position 2170: 2.6095384059744743e-16
Position 2181: 2.505640941732839e-16
Position 194: 2.3081480803691995e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.9976392105266542
Position 3752: 0.9904673710349012
Position 2093: 0.9846784573710673
Position 455: 0.9838926841865863
Position 2269: 0.9725090410153533
Position 2422: 0.9640003650555048
Position 194: 0.9628310253090987
Position 990: 0.9607732537952332
Position 3919: 0.7564884354593602
Position 1883: 0.7447035939195976
Position 4278: 0.2845038524025881
Position 1946: 0.15634083720166003
Position 1901: 0.08077720469155647
Position 1617: 0.03175210439944347
Position 2873: 0.027123035172186567
Position 2470: 0.024038058791694423
Position 3951: 0.01947550165208275
Position 815: 0.014376219708894137
Position 4546: 0.013739278197941863
Position 4291: 0.013206723556879836
Position 2102: 0.01191115240439631
Position 3424: 0.011076871940120858
Position 2433: 0.00873164360753735
Position 1596: 0.0072599647677538265
Position 857: 0.006773098451593616
Position 3437: 0.006030353420531724
Position 3472: 0.0053328604013433735
Position 1671: 0.005243971443862095
Position 1724: 0.0048890135522257645
Position 1140: 0.004750731277221008
Position 1566: 0.004119077868636129
Position 4024: 0.003813443571078716
Position 741: 0.003506716772452611
Position 4254: 0.0033250297170292833
Position 3377: 0.003212320044175117
Position 2280: 0.0027579107763496427
Position 1587: 0.00240203991833475
Position 2473: 0.0023417242573876263
Position 423: 0.0023332671313650542
Position 1629: 0.0014487551786652013
Position 520: 0.0011263165698077366
Position 4406: 0.0009948909762649142
Position 219: 0.0009607484028166136
Position 3039: 0.0009286453365518579
Position 1458: 0.0008507757887296799
Position 2134: 0.0007375776613235595
Position 4003: 0.0007258322596296839
Position 680: 0.0007132326854368445
Position 1192: 0.0006766890686502972
Position 1919: 0.0004648737595848384
Position 287: 0.0004063099156832838
Position 2017: 0.00040199124678215605
Position 788: 0.00034284877196592937
Position 203: 0.00029648962179538736
Position 237: 0.00028355630453460616
Position 3802: 0.00023234523465484038
Position 2285: 0.0002284621992087659
