Gene = Ripalpha
index = 1428
Annotated 5SS: [106 559 684]
Annotated 3SS: [307 617 737]
SMsplice 5SS: [106 559 684]
SMsplice 3SS: [307 617 737]
top_k =  100
Partition function (log Z): -0.9580135690296767

Sorted 5' Splice Sites (High to Low Probability):
Position 559: 0.9906568880301785
Position 684: 0.9577117966784244
Position 106: 0.484216878519939
Position 194: 0.1786925335267359
Position 242: 0.04083663003686846
Position 68: 0.020744417248988078
Position 842: 0.014513221820035966
Position 239: 0.01425098738310572
Position 906: 0.011265080657618729
Position 706: 0.006957246900012222
Position 381: 0.0053572605592854036
Position 952: 0.003122069579264225
Position 189: 0.0025401268500794363
Position 165: 0.0009375431129321546
Position 229: 0.0008095619101922282
Position 187: 0.0005425885992752055
Position 1143: 0.00039173980330411956
Position 110: 0.00032977701320664754
Position 114: 0.0002292561431113174
Position 123: 0.00020026998586596603
Position 11: 0.00015367087654950972
Position 132: 0.00013439943466787057
Position 150: 8.262243341960315e-05
Position 573: 5.458127959189755e-05
Position 71: 4.985431556176727e-05
Position 295: 3.43292825209888e-05
Position 130: 3.22311847143693e-05
Position 174: 1.4012170351572413e-05
Position 73: 1.2408347076590718e-05
Position 585: 4.970991177510636e-06
Position 571: 3.1986411352250312e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 617: 0.9841904128688124
Position 737: 0.9473497261868078
Position 307: 0.6564237559238927
Position 328: 0.04893872498618706
Position 452: 0.03182560658252961
Position 748: 0.015605743646431337
Position 1478: 0.007966082670099205
Position 772: 0.00730661352172764
Position 381: 0.006815281647780713
Position 951: 0.0036089060203195527
Position 1007: 0.003460803057247888
Position 1142: 0.003428067165101214
Position 1526: 0.0033507182879782956
Position 968: 0.002756826750942385
Position 130: 0.002264906659080832
Position 1449: 0.0017706396684161142
Position 150: 0.0017355340212812547
Position 918: 0.0014145661241767088
Position 926: 0.0012652619227326125
Position 393: 0.0010334405341230442
Position 1239: 0.0008745979972798477
Position 639: 0.000397484616707073
Position 652: 0.0003580612772125136
Position 483: 0.00032983958606452873
Position 140: 0.00027134896817591496
Position 629: 0.0001018695598765054
Position 499: 1.8928113624665882e-05
Position 105: 1.3342920447530703e-05
Position 687: 3.986998647322883e-06
Position 60: 4.0654946162534807e-07
Position 171: 3.8511581898636586e-07
Position 194: 2.5234851254675184e-07
Position 110: 3.1017693378710004e-08
