Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  100
Partition function (log Z): -0.8952336993712585

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9913971690692536
Position 3917: 0.988450498415971
Position 4980: 0.8778115390802101
Position 186: 0.5363217395138944
Position 645: 0.34829983524352626
Position 3108: 0.24262431654934308
Position 1442: 0.129017958750668
Position 1133: 0.09342770963195124
Position 241: 0.0654788770418081
Position 1118: 0.056913544944335114
Position 4200: 0.02396329455264521
Position 1455: 0.023549286156821617
Position 3277: 0.02211433929323575
Position 222: 0.019464764511674015
Position 2171: 0.01718353774844869
Position 5593: 0.016309683670246686
Position 855: 0.012116933949844113
Position 226: 0.01043042137470639
Position 4685: 0.008891896372166565
Position 4430: 0.0071122922836441725
Position 2589: 0.00624336494872392
Position 204: 0.004680786457895128
Position 705: 0.0030502659360331433
Position 803: 0.0023776428747327993
Position 475: 0.0023567138483909264
Position 1550: 0.002168508361757779
Position 2153: 0.0018067761089423458
Position 3571: 0.0014172934924307316
Position 3516: 0.0007920386086735004
Position 4059: 0.0007561091882128879
Position 1145: 0.0005592221800850307
Position 601: 0.00019228648290464277
Position 31: 0.00017978972726769062
Position 230: 6.013465070447913e-05
Position 660: 5.5029114827106426e-05
Position 673: 4.2935313065311686e-05
Position 232: 2.984403538537414e-05
Position 27: 2.3342796340591096e-05
Position 514: 1.6077939184312713e-05
Position 236: 1.4176403709817776e-05
Position 47: 4.670505093060143e-06
Position 35: 3.5610424223883754e-06
Position 416: 2.8961631644868357e-06
Position 477: 1.9811110647584887e-06
Position 3921: 1.3919892122389112e-06
Position 4306: 5.375549646881096e-07
Position 497: 2.1755972142822475e-07
Position 3872: 2.411943159439778e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3423: 0.9942522628715211
Position 3979: 0.965310988043874
Position 5043: 0.8818142970209635
Position 3587: 0.8589704957195062
Position 1977: 0.2715970602779261
Position 704: 0.26308013107494815
Position 3637: 0.08774220206062679
Position 4386: 0.03221715443231512
Position 1198: 0.028646495295093805
Position 3611: 0.023794197760315026
Position 1247: 0.016160529270323656
Position 5664: 0.0140204705802944
Position 4146: 0.013933559021411938
Position 285: 0.013700322416351874
Position 3634: 0.013396817735731526
Position 5049: 0.0074527425461245024
Position 3673: 0.005597633178332542
Position 758: 0.00555152987761234
Position 4547: 0.0041139551061753765
Position 3678: 0.002799539085977315
Position 3391: 0.0027726582391137825
Position 5870: 0.0022892130899522848
Position 4482: 0.00214730699280631
Position 1036: 0.0020431429381774805
Position 3721: 0.0012596812108326017
Position 1050: 0.0010080629810734411
Position 240: 0.0004688356660076109
Position 576: 0.00025576947417650815
Position 128: 0.00017817086935639846
Position 3858: 0.00015460764767417419
Position 613: 0.0001436063560952199
Position 492: 0.00012750045646361483
Position 433: 0.00012539329903493777
Position 371: 9.151185281856799e-05
Position 293: 7.451068188340887e-05
Position 862: 7.092473153183832e-05
Position 538: 6.744959577355157e-05
Position 346: 5.7714805468793006e-05
Position 579: 4.450130954031158e-05
Position 359: 3.664858256620188e-05
Position 266: 3.375088180824775e-05
Position 563: 3.3604635850634697e-05
Position 146: 3.159285579365724e-05
Position 526: 2.8653930181081e-05
Position 588: 2.0060209329181553e-05
