Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  100
Partition function (log Z): 5.016337005784173

Sorted 5' Splice Sites (High to Low Probability):
Position 596: 0.9995590655654348
Position 3329: 0.9943785639554112
Position 104: 0.9545570851173868
Position 2602: 0.9146981456331976
Position 2890: 0.8512234521188794
Position 381: 0.023097004399826152
Position 1441: 0.021484547940004796
Position 1426: 0.01540254022320371
Position 2557: 0.014118369173661691
Position 109: 0.011388148531171026
Position 2861: 0.006560356558864874
Position 3519: 0.0036612488225165303
Position 2723: 0.0016578105709470145
Position 3563: 0.0012853533687636166
Position 208: 0.0012579450877563533
Position 3649: 0.0012041450418871975
Position 151: 0.0009864585007312947
Position 478: 0.0007869612869760977
Position 3682: 0.0006810240719060133
Position 1319: 0.0005759540813433886
Position 813: 0.00028991080898596377
Position 3852: 0.0002661468754174076
Position 3844: 0.00019413082827926938
Position 3580: 0.00016145201594646236
Position 826: 0.0001526557943789584
Position 3848: 0.00012997105433869722
Position 3671: 0.00012073440473014215
Position 3175: 0.00010924222470526191
Position 3854: 0.00010608646800073898
Position 396: 8.49712620260766e-05
Position 3856: 7.75228040496851e-05
Position 3862: 6.806966493959021e-05
Position 3842: 6.359249518750329e-05
Position 3858: 5.251357585508077e-05
Position 18: 3.487912049184638e-05
Position 67: 3.1427251281345025e-05
Position 169: 1.8992148836153153e-05
Position 243: 1.7190771438144288e-05
Position 32: 5.741426568470889e-06
Position 3252: 1.9453559221256482e-07
Position 3135: 1.1167581714690983e-07
Position 300: 4.76920518325751e-09
Position 368: 3.7086512424474925e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.996975562760379
Position 277: 0.9449056253396475
Position 3121: 0.7848967683770195
Position 2653: 0.7819007792357647
Position 2379: 0.6525505587619485
Position 2665: 0.1500689074074275
Position 2975: 0.07721914699658966
Position 2389: 0.06012225512424354
Position 1695: 0.0493303074387976
Position 2246: 0.0483407175740686
Position 2446: 0.046786603425494774
Position 441: 0.02930232668271792
Position 2109: 0.02128438145641036
Position 2633: 0.02122614756666793
Position 1172: 0.0173324530974432
Position 895: 0.016102509709876346
Position 1225: 0.015328308319919019
Position 3008: 0.014291127988369047
Position 2301: 0.010593190651500493
Position 2425: 0.009474182344386323
Position 1979: 0.007151680893815649
Position 1711: 0.0067632567602921604
Position 3000: 0.006385602452630056
Position 460: 0.006246556423787117
Position 1816: 0.00493543191387926
Position 351: 0.004024556667462287
Position 317: 0.0036034867450726623
Position 2208: 0.0031847660726447885
Position 3005: 0.0029258034929814393
Position 2690: 0.002925225794414671
Position 2784: 0.002600405888180314
Position 3399: 0.002598603257838392
Position 1121: 0.002537619709168022
Position 3820: 0.00243111508119582
Position 1265: 0.0021267467507302944
Position 380: 0.001841712673029892
Position 534: 0.0014784362592503665
Position 3244: 0.0014693688617446329
Position 3700: 0.0014138305039506905
Position 3731: 0.001374479916113482
Position 3910: 0.0011628535338129068
Position 200: 0.0008582440073963478
Position 3601: 0.0007838486692164151
Position 3934: 0.00048536550856185026
Position 3751: 0.0004204982789667691
Position 977: 0.0004023319630761396
Position 772: 0.0002607938067002557
Position 1348: 4.333662304805327e-05
Position 1035: 4.304025522801439e-05
Position 948: 3.3050989977431266e-05
Position 306: 3.995484383134649e-06
Position 468: 1.5322208849330155e-06
Position 362: 1.6215190110580854e-07
Position 570: 7.817255906851808e-08
Position 151: 4.4020461367564095e-08
