Gene = BtbVII
index = 56
Annotated 5SS: [  42 1508 2197 2527 2727 8496]
Annotated 3SS: [ 981 1568 2281 2617 7311 8553]
SMsplice 5SS: [1508 2197 2527 2727 8496]
SMsplice 3SS: [1568 2281 2617 7311 8553]
top_k =  100
Partition function (log Z): 8.620928674398186

Sorted 5' Splice Sites (High to Low Probability):
Position 8496: 0.9994489528281164
Position 1508: 0.9989649659148457
Position 2727: 0.9889270772284333
Position 2197: 0.9579367731962076
Position 2527: 0.516364720918048
Position 6098: 0.38169028223391305
Position 42: 0.2051001756301709
Position 924: 0.07196811402027826
Position 515: 0.06219359580358597
Position 8865: 0.06120390489793576
Position 5103: 0.03828740604258737
Position 2212: 0.03629816335048614
Position 702: 0.028691547225809376
Position 4372: 0.027151887608588707
Position 722: 0.024439089310072413
Position 5371: 0.02131254408702396
Position 4799: 0.020577348919870005
Position 2553: 0.017014527391529248
Position 743: 0.016628385172344804
Position 5142: 0.016283467241638587
Position 749: 0.015593788897827126
Position 747: 0.013889166739357693
Position 745: 0.013690249156473818
Position 1671: 0.01234392018971316
Position 2544: 0.011139250216689722
Position 585: 0.010320581559839611
Position 35: 0.009621057708552953
Position 910: 0.009298485865232907
Position 741: 0.00874016047295756
Position 523: 0.007702055849822976
Position 123: 0.007686371481497288
Position 2789: 0.007500746646198212
Position 511: 0.005762420533864515
Position 8903: 0.005192399162235899
Position 834: 0.004850053888347523
Position 1115: 0.004662507539523826
Position 555: 0.0038475458638866874
Position 922: 0.003666767813559277
Position 6115: 0.0036651100425860996
Position 907: 0.0035200510016448914
Position 488: 0.0034760856740957712
Position 4385: 0.003443658602183766
Position 276: 0.0033438449353912613
Position 102: 0.003218011687473087
Position 623: 0.003189544816821484
Position 4327: 0.003172743501963832
Position 2809: 0.0025687384642139135
Position 4306: 0.0018767656861754564
Position 1625: 0.001569153997850309
Position 92: 0.0015493671204398823
Position 2393: 0.0013392521460500665
Position 898: 0.001329215138131251
Position 939: 0.0013108967863603713
Position 280: 0.0010596379372620043
Position 3019: 0.0008728865638291321
Position 9629: 0.0008486987948618458
Position 753: 0.0007680477091716797
Position 9001: 0.0007438314958762224
Position 775: 0.0006459635213314314
Position 9625: 0.0005726820800614104
Position 332: 0.0004415697057370222
Position 3023: 0.0003379668572206186
Position 597: 0.00028879591508644293
Position 675: 0.00027381889444971254
Position 2122: 0.000264337950960423
Position 2207: 6.789858429161416e-05
Position 1812: 2.5134338993712794e-05
Position 7447: 2.9752995787575033e-06
Position 99: 2.2692935740518264e-06
Position 270: 1.190710245776673e-06
Position 358: 1.170639386975154e-06
Position 316: 1.1088951486704406e-06
Position 110: 8.584177869111862e-08
Position 8894: 3.302366082433015e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8553: 0.9978947910992334
Position 7311: 0.9855341974453086
Position 1568: 0.9775682445645496
Position 2281: 0.9308138858430929
Position 2617: 0.5961960332272451
Position 981: 0.5348835231332653
Position 3808: 0.3026802203267425
Position 6014: 0.18955529267978574
Position 8985: 0.061596360553324084
Position 1616: 0.01774617803760858
Position 2620: 0.0165064049650069
Position 5562: 0.015797048467810635
Position 7270: 0.014461368663982095
Position 1165: 0.011767557408602651
Position 5178: 0.009432244408368496
Position 9099: 0.004460078431405631
Position 1775: 0.003957633993885265
Position 99: 0.0028949508396967074
Position 1691: 0.0019340472919314418
Position 9156: 0.001625699403113507
Position 9700: 0.001421380874923256
Position 1734: 0.0013275935213439842
Position 1625: 0.001200963196050224
Position 2069: 0.0011552134406665633
Position 1727: 0.0010706304539530678
Position 796: 0.0008985717683627555
Position 8594: 0.0008965532126742631
Position 1685: 0.0008374294085643994
Position 1223: 0.0006963985465538437
Position 2900: 0.0006594959913813206
Position 1688: 0.0006019194019632192
Position 151: 0.0005878840062210593
Position 2838: 0.0005513574296684296
Position 164: 0.00044251186659399327
Position 1858: 0.00042835694173569807
Position 2066: 0.00042225272412934635
Position 1101: 0.0003697635227103232
Position 1783: 0.000334800751449645
Position 2576: 0.00022413231031446666
Position 8742: 0.00011945598218859756
Position 110: 7.469608440376096e-05
Position 270: 6.214298369573426e-05
Position 387: 5.688899718334681e-05
Position 121: 3.648804807603329e-05
Position 2246: 2.402578464012603e-07
Position 2313: 1.1975434010316379e-07
