Gene = ChLD3
index = 1068
Annotated 5SS: [ 345 2455 3039]
Annotated 3SS: [1721 2515 3096]
SMsplice 5SS: [ 984 2455]
SMsplice 3SS: [1721 2515]
top_k =  100
Partition function (log Z): -5.970190531320492

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.994723671018487
Position 984: 0.6181079995274251
Position 3039: 0.38721435753183114
Position 345: 0.30696810807333297
Position 3277: 0.2285171100031989
Position 999: 0.0530392130251702
Position 2796: 0.03642806091224712
Position 1027: 0.022104398102515393
Position 2708: 0.018188213104970912
Position 3377: 0.018092247327419663
Position 3453: 0.015444005600914516
Position 1613: 0.015357057695871885
Position 2616: 0.014751165647540814
Position 3005: 0.012241337089489638
Position 770: 0.010693612462695021
Position 380: 0.009915974789609094
Position 2987: 0.009073791078885625
Position 766: 0.007522091407220208
Position 1881: 0.007456063989408729
Position 3015: 0.004328324775031834
Position 491: 0.003508592442541812
Position 1466: 0.0032407350275480726
Position 1070: 0.002717828703634638
Position 338: 0.00234971414540764
Position 501: 0.0020367641467912314
Position 803: 0.00193587726026215
Position 774: 0.0018972326486137957
Position 299: 0.0013419590607867801
Position 1430: 0.001285097587843155
Position 2924: 0.0010518008592875117
Position 2724: 0.0010415991395578542
Position 2450: 0.0003155173363927869
Position 1040: 0.0003118816295469352
Position 2580: 0.00023445959541208122
Position 279: 0.00011519221447579078
Position 527: 7.905168267870804e-05
Position 506: 3.575313939769026e-05
Position 2401: 1.0809485404347096e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2515: 0.9569865168330399
Position 1721: 0.9209796038878977
Position 3096: 0.5052070876264615
Position 3534: 0.1390195331025992
Position 3339: 0.050612924049230026
Position 399: 0.042032971415245
Position 3400: 0.03432728632611295
Position 1546: 0.03288046459796549
Position 3575: 0.020204468470898726
Position 1097: 0.01872894988882188
Position 593: 0.013698173342487525
Position 3070: 0.01223561523493657
Position 3481: 0.011452388147062564
Position 827: 0.007221482342687996
Position 1936: 0.00707708262405928
Position 2401: 0.005466914355939588
Position 1140: 0.005398148097239027
Position 3496: 0.0044867615891159745
Position 1069: 0.004033623316383846
Position 1821: 0.0038723553235980963
Position 3153: 0.0028339883122126355
Position 1778: 0.002545328876086634
Position 3564: 0.001950001246513669
Position 1693: 0.0019183248054033492
Position 679: 0.0012505071272559804
Position 2678: 0.0011644635063092755
Position 2529: 0.0009911605229629232
Position 1507: 0.000982661196734981
Position 1148: 0.0007365414865234915
Position 792: 0.0007344564219542525
Position 1206: 0.0006788029900377518
Position 876: 0.0006495885794781547
Position 3150: 0.0005353189648152743
Position 461: 0.00046505403324439574
Position 486: 0.00026899654803013914
Position 2818: 3.480209271804355e-05
Position 688: 9.675721937496517e-06
Position 567: 1.668305511105656e-06
Position 770: 8.012370222442218e-07
Position 700: 7.492826369770146e-07
Position 724: 7.13904932602472e-07
Position 443: 7.135347426001538e-07
