Gene = Kr-h2
index = 1246
Annotated 5SS: [ 198 1687 1994 2184]
Annotated 3SS: [1423 1743 2049 2246]
SMsplice 5SS: [ 198 1687 1994 2184]
SMsplice 3SS: [1423 1743 2049 2246]
top_k =  100
Partition function (log Z): 9.390269986454259

Sorted 5' Splice Sites (High to Low Probability):
Position 2184: 0.9992840499912536
Position 1687: 0.9984464367604368
Position 1994: 0.9909065510247179
Position 198: 0.9479479569564047
Position 990: 0.0551766423450281
Position 739: 0.042725920966082236
Position 2421: 0.02896379896804191
Position 1136: 0.02810100136258335
Position 191: 0.016201149641353253
Position 635: 0.014698498595313575
Position 2469: 0.010639009901037175
Position 756: 0.010120645677356122
Position 2629: 0.007560065585332008
Position 774: 0.007388682824735546
Position 36: 0.0030138970173401673
Position 1280: 0.0029352380359344405
Position 2040: 0.0026996591060423525
Position 494: 0.002543951557770636
Position 750: 0.0024070011333817342
Position 215: 0.001955434956609377
Position 1069: 0.0016383682619878059
Position 617: 0.0014183405795224397
Position 40: 0.00047731502734993386
Position 2590: 0.0003852349987097456
Position 1691: 0.00036540618757577656
Position 1948: 0.0002817175807957147
Position 1769: 0.0002509927737114231
Position 2573: 0.0002448563681438335
Position 2632: 0.00022306788379014366
Position 1888: 0.0002028234344972283
Position 23: 0.0001706309188925095
Position 2604: 7.734895788058902e-05
Position 8: 6.796954706848617e-05
Position 2581: 5.8051413291386524e-05
Position 202: 5.7749541433334275e-05
Position 1928: 4.785987300884025e-05
Position 1661: 4.54281370673074e-05
Position 2026: 4.0743580667621746e-05
Position 1858: 3.41392281411373e-05
Position 351: 3.2123272902859386e-05
Position 1836: 2.6230389422616737e-05
Position 1574: 2.0203342989130976e-05
Position 258: 1.8974334151250125e-05
Position 326: 1.2452049745753891e-05
Position 1825: 5.98719840704153e-06
Position 1803: 4.279144594230631e-06
Position 338: 2.406038039937207e-06
Position 381: 2.004512359765564e-06
Position 115: 1.5935355523107737e-06
Position 310: 1.3691441446902933e-06
Position 34: 1.1001060183479466e-06
Position 2188: 5.358154185149227e-07
Position 2170: 4.147552712851595e-07
Position 177: 3.979962313818955e-08
Position 1843: 1.011208501837395e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9947871578759138
Position 2246: 0.9881947548814451
Position 1423: 0.9450659453448095
Position 2049: 0.7574035835647298
Position 2101: 0.2344423575320711
Position 267: 0.06249386132153437
Position 2688: 0.05390429761468264
Position 434: 0.04271003769400141
Position 901: 0.04257206041655911
Position 350: 0.018084252086432197
Position 675: 0.00691561026061516
Position 655: 0.004006678942928235
Position 1753: 0.0038439331697849035
Position 84: 0.0037084992060291253
Position 796: 0.0033414043423801443
Position 940: 0.003126732116810716
Position 2103: 0.0017809452931298723
Position 2229: 0.0016490290177342886
Position 2306: 0.001646557285653604
Position 1616: 0.001567070427849464
Position 1175: 0.0013704766506155337
Position 1279: 0.001097563931368182
Position 1300: 0.0010835761978708997
Position 2594: 0.0009627372364467261
Position 691: 0.0007974179715827013
Position 2061: 0.000678766205910022
Position 1813: 0.00046571022587296317
Position 2551: 0.0004555173502428389
Position 2109: 0.0003710548373178582
Position 1011: 0.00035079688203991757
Position 2563: 0.0003287167244264691
Position 1836: 0.00029073510778677124
Position 2538: 0.00020328024498333908
Position 634: 6.833011650219783e-05
Position 2643: 5.1526673099067187e-05
Position 1768: 4.8134183725749373e-05
Position 2445: 4.066891379196287e-05
Position 1764: 1.522357492335225e-05
Position 2127: 6.4280248043444806e-06
Position 310: 1.920691536958247e-06
