Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  100
Partition function (log Z): -1.8398304724796792

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8900127359758425
Position 2128: 0.8011411736093457
Position 910: 0.5607755177771423
Position 1319: 0.1258425862382974
Position 590: 0.10622029969212624
Position 2135: 0.029720086976083943
Position 1711: 0.018073004869085533
Position 994: 0.016552168537218317
Position 1475: 0.004195755597350425
Position 833: 0.0038147332482784137
Position 907: 0.0037221604884404205
Position 735: 0.0029717953989647017
Position 472: 0.002872419796699218
Position 921: 0.0026796176367324767
Position 644: 0.0024752371417989883
Position 616: 0.0008695631031054641
Position 145: 0.0006372311286890411
Position 917: 0.0005989173667170426
Position 295: 0.0005815951016801953
Position 1428: 8.718475258803254e-05
Position 768: 4.7106186962004315e-05
Position 377: 4.579291436740239e-05
Position 424: 4.429492985529801e-05
Position 581: 4.078567703646912e-05
Position 292: 3.9594370817567774e-05
Position 56: 3.174127057893016e-05
Position 821: 2.9296669677753354e-05
Position 137: 2.8120898748034218e-05
Position 101: 2.4961247297498503e-05
Position 493: 2.3387428196216452e-05
Position 375: 1.565366601238453e-05
Position 725: 1.2543395651460574e-05
Position 382: 1.174502252549788e-05
Position 654: 1.0396577872343027e-05
Position 342: 9.824551805583737e-06
Position 865: 8.611586668835456e-06
Position 286: 7.214270489448627e-06
Position 412: 7.195337120877501e-06
Position 194: 7.054379601646439e-06
Position 233: 3.993353615456361e-06
Position 551: 3.4895057684098263e-06
Position 823: 2.055191847076075e-06
Position 723: 1.6440269065915911e-06
Position 786: 1.3678408691398493e-06
Position 814: 1.295808512554415e-06
Position 756: 1.2114713093487488e-06
Position 21: 6.618466462431621e-07
Position 366: 1.8716824940490822e-09
Position 344: 1.3480414196464539e-09
Position 16: 1.3115929945051061e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9999822200214411
Position 2181: 0.8363744555603287
Position 967: 0.5530505847115376
Position 1369: 0.08708046190490153
Position 1379: 0.04355291926269497
Position 1572: 0.024718734173873907
Position 2157: 0.01048123679411759
Position 1881: 0.004116318640270768
Position 886: 0.0036376789920069593
Position 529: 0.0032807805965938716
Position 1233: 0.0023167539570379666
Position 1097: 0.002137462573412611
Position 786: 0.0018651183911270056
Position 2327: 0.0005218646943891615
Position 1124: 0.00043954629474161086
Position 535: 0.00020140447258773563
Position 194: 0.00017709299077474524
Position 634: 0.00016994023977996467
Position 208: 5.410414091771776e-05
Position 205: 4.709781604466082e-05
Position 466: 2.8028884060608573e-05
Position 424: 2.5395454463526023e-05
Position 162: 2.1866762500094904e-05
Position 113: 1.0190063593323076e-05
Position 390: 1.0040185285760817e-05
Position 360: 3.4927559951125452e-06
Position 650: 3.6879351053091176e-08
