Gene = ERR
index = 1145
Annotated 5SS: [1105 2188]
Annotated 3SS: [1628 2243]
SMsplice 5SS: [1105 2188]
SMsplice 3SS: [1628 2243]
top_k =  100
Partition function (log Z): -5.9425999746341445

Sorted 5' Splice Sites (High to Low Probability):
Position 2188: 0.9845537171528046
Position 1105: 0.6754816559748985
Position 493: 0.2500061428882376
Position 31: 0.022790629933166995
Position 729: 0.020981295573948282
Position 144: 0.015539465654091473
Position 298: 0.011600659899607941
Position 497: 0.011064104551130018
Position 1323: 0.010116968614069381
Position 883: 0.008296665262402969
Position 746: 0.007563215350114178
Position 151: 0.00697281858487203
Position 403: 0.006400972718986968
Position 26: 0.0050083109787079
Position 1328: 0.0039296780469067144
Position 843: 0.003845947545020332
Position 1406: 0.0035306538086240513
Position 877: 0.003216145184666443
Position 436: 0.002894218457940633
Position 994: 0.002292292080990211
Position 255: 0.002173197871497702
Position 1990: 0.0019662723614942115
Position 2601: 0.0017036316165200142
Position 380: 0.0014600499094678818
Position 164: 0.00098467436136228
Position 2111: 0.0006096356197959232
Position 3220: 0.0005077544877308988
Position 710: 0.0004647968082193552
Position 2502: 0.0004027714881473739
Position 1907: 0.0003511684826338099
Position 2265: 0.0003318044240109756
Position 36: 0.00022609295395175697
Position 2379: 0.00019805921788171207
Position 3202: 0.00015338603630923214
Position 444: 0.00012798023388865912
Position 3149: 6.698280492858935e-05
Position 1178: 3.402109646562085e-05
Position 3: 1.6458065514072256e-05
Position 12: 9.59180633839772e-06
Position 311: 3.686882592043214e-06
Position 5: 2.400073101091896e-06
Position 10: 2.0712350162617524e-06
Position 236: 1.492362338824211e-06
Position 2036: 3.1945366562983705e-07
Position 1771: 5.6958710903796365e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9920890366371901
Position 1628: 0.9164484745327541
Position 211: 0.023075528993701445
Position 955: 0.022121165614843986
Position 1677: 0.020703805050794825
Position 977: 0.012392646244190803
Position 986: 0.010063323947011591
Position 1245: 0.008277199113520494
Position 162: 0.007715789555980923
Position 453: 0.007623105354723606
Position 801: 0.006879373317529774
Position 1557: 0.006016701154421305
Position 773: 0.004627899404196748
Position 1633: 0.004080288124855514
Position 1364: 0.003981626858044535
Position 881: 0.0031893263010802655
Position 812: 0.0031072038096700977
Position 699: 0.002533448278832078
Position 1008: 0.0024224798225920626
Position 2663: 0.0021470267688856706
Position 104: 0.0014637716723724533
Position 675: 0.0011317304485181374
Position 2318: 0.0009687676087732923
Position 824: 0.0009213862567016177
Position 2246: 0.0008819159180229519
Position 777: 0.0008132560591732208
Position 3278: 0.0007281233289687202
Position 1047: 0.000691243727132899
Position 508: 0.0005920330614070855
Position 2643: 0.00015743555366342965
Position 1231: 3.880235321569185e-05
