Gene = holn1
index = 1730
Annotated 5SS: [195 447]
Annotated 3SS: [253 511]
SMsplice 5SS: [195 447]
SMsplice 3SS: [253 511]
top_k =  100
Partition function (log Z): 2.224854898895848

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9988093546560868
Position 447: 0.9847264499768934
Position 681: 0.12450828222453993
Position 22: 0.024214423973383463
Position 422: 0.0061082236995940835
Position 441: 0.004732402554274041
Position 832: 0.00208070845192701
Position 1114: 0.001783418879813635
Position 324: 0.0013979745776127774
Position 629: 0.0003663513003873194
Position 1106: 0.0003611192331477252
Position 209: 7.3788644694973815e-06
Position 127: 6.8286386930622576e-06
Position 318: 5.592615505405422e-07
Position 297: 2.946578677419197e-07
Position 471: 2.7533839635566266e-07
Position 379: 1.811469658652751e-07
Position 67: 9.863588731640414e-08
Position 38: 5.171635988389306e-08
Position 72: 5.277137116722229e-09
Position 79: 4.7290069460232004e-09
Position 306: 1.929706738478322e-10
Position 225: 2.694780863922142e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.998196482548007
Position 511: 0.9812741771690815
Position 914: 0.05597107592474465
Position 67: 0.022720188337197085
Position 757: 0.021615515186815277
Position 751: 0.01480978070995988
Position 523: 0.012961532593885484
Position 1174: 0.0070818123813560585
Position 769: 0.005767720588991995
Position 826: 0.00554454220760845
Position 992: 0.004508994904470096
Position 802: 0.004105011574569974
Position 730: 0.0040968464624851885
Position 932: 0.0015924975610979617
Position 494: 0.0012557239497377165
Position 712: 0.0011084729721089171
Position 1266: 0.0007328402014654628
Position 104: 0.0007211867808355109
Position 869: 0.0006091697211584506
Position 344: 0.00045857690613402
Position 1078: 0.0004571420406711529
Position 1277: 0.00044271961968608944
Position 724: 0.0004151933340883681
Position 271: 0.00040833868413039324
Position 966: 0.00035925093705802024
Position 890: 0.00031490484244922834
Position 79: 0.0003107525358667178
Position 1021: 0.0003071928037038955
Position 526: 0.0002776155066916668
Position 778: 0.00017334484492485298
Position 1264: 0.0001300207423325858
Position 401: 9.890221593251572e-05
Position 123: 7.176094045007875e-05
Position 108: 6.834526388693212e-05
Position 147: 3.8277741609286486e-05
Position 398: 3.046378074880208e-05
Position 281: 2.022308042788117e-05
Position 323: 1.3038708427335957e-05
Position 375: 1.2109082510279795e-05
Position 548: 7.3516268834989865e-06
Position 115: 4.264396382517235e-06
Position 127: 2.8316609074392303e-06
Position 574: 2.617732049109081e-06
Position 348: 1.2985009929136535e-06
Position 435: 8.875303622737696e-07
Position 571: 6.302914262846404e-07
Position 290: 6.239111306846027e-07
Position 172: 5.798288061466e-07
Position 135: 5.635966549795811e-07
Position 577: 4.537326759409985e-07
Position 293: 3.2846385566465466e-07
Position 174: 1.0406010578296355e-07
Position 133: 8.443776734877249e-08
Position 98: 2.2071249135546354e-08
Position 554: 7.400177969736466e-10
Position 194: 2.1085685402371358e-11
