Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  100
Partition function (log Z): 24.586548181208137

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999669414264251
Position 3833: 0.999842881286801
Position 5580: 0.9994280504345259
Position 3405: 0.9981423328305684
Position 4387: 0.9951920787329483
Position 5072: 0.9910767069988754
Position 301: 0.757654788917207
Position 2384: 0.18429346569145652
Position 2858: 0.10245544352014352
Position 311: 0.0880546673413144
Position 1645: 0.07128782631127886
Position 7012: 0.06125641304079696
Position 2907: 0.05542491524051402
Position 119: 0.04611385962898386
Position 124: 0.042296744644073785
Position 2720: 0.04026090274117221
Position 520: 0.03430402184787635
Position 8643: 0.015116667405386787
Position 6077: 0.01455996085114066
Position 5254: 0.014463193425053719
Position 7717: 0.013698998593295526
Position 5335: 0.012448431430080856
Position 384: 0.011999630029875872
Position 5093: 0.008921791291849926
Position 5345: 0.008551797837999406
Position 1877: 0.005230047328775795
Position 4494: 0.0046234205012271965
Position 5348: 0.003924177684751117
Position 5360: 0.0029884369960476577
Position 1462: 0.002781342714166547
Position 4289: 0.0022919116597492654
Position 4899: 0.002072936850099231
Position 400: 0.0009837644269608873
Position 4060: 0.0009249909166776894
Position 4930: 0.0008913571401506443
Position 1987: 0.0008561756412722013
Position 4009: 0.0004982082948896733
Position 628: 0.0004155676395270182
Position 1485: 0.00040969651787337084
Position 5295: 0.00040303199540918806
Position 5839: 0.0003609123884473249
Position 4246: 0.0003606768289442707
Position 4833: 0.00034371726096913677
Position 5241: 0.00028368390444671486
Position 127: 0.00022250741281301946
Position 4002: 0.00020170337548906174
Position 117: 0.00018384372996244105
Position 5684: 0.0001627300831904119
Position 4747: 0.0001615358591943507
Position 783: 0.00014414062093680904
Position 4299: 0.00012615541881128586
Position 4509: 0.00010784208326974608
Position 122: 8.952399906521328e-05
Position 4468: 6.265941543815965e-05
Position 4368: 5.002623161293646e-05
Position 3799: 3.4318871630964304e-05
Position 3837: 2.7104335996793983e-05
Position 130: 1.9078778995371006e-05
Position 3545: 1.3440702322330262e-05
Position 4270: 1.1198476546815494e-05
Position 150: 9.858232896806645e-06
Position 86: 8.12148949087859e-06
Position 5670: 7.169992178359432e-06
Position 138: 6.4554287881333305e-06
Position 25: 4.452673988388147e-06
Position 200: 1.7452631540075966e-06
Position 3: 4.3694077697285276e-07
Position 4354: 2.2120706275946066e-07
Position 5575: 2.0930675475559608e-07
Position 3878: 1.4113099367927624e-07
Position 3816: 7.10405352493991e-08
Position 7: 5.0534100971423124e-08
Position 3793: 2.192224181091614e-08
Position 5564: 1.246173347286637e-08
Position 4255: 8.847118025326192e-09
Position 2381: 6.529843164582166e-09
Position 3766: 3.147045654050154e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3637: 0.9997974682558721
Position 3459: 0.9989454255253526
Position 4167: 0.996565030861772
Position 5450: 0.9847071929052548
Position 4467: 0.9728829975555683
Position 2689: 0.7716481455519013
Position 8511: 0.5127057895075231
Position 2176: 0.257029019378835
Position 10538: 0.21386275310676145
Position 3227: 0.1930119466995666
Position 2782: 0.09459356260187383
Position 7470: 0.08125438429978094
Position 6698: 0.07365151349427017
