Gene = Ance-2
index = 20
Annotated 5SS: [ 328 1331 1944]
Annotated 3SS: [ 383 1382 2000]
SMsplice 5SS: [ 281 1331 1944]
SMsplice 3SS: [ 383 1382 2000]
top_k =  100
Partition function (log Z): 1.1378302758483432

Sorted 5' Splice Sites (High to Low Probability):
Position 1331: 0.9960577454461089
Position 1944: 0.873990021790924
Position 281: 0.8059254267897973
Position 1924: 0.09993320829667873
Position 328: 0.08615203425800617
Position 575: 0.025052779790846184
Position 194: 0.022221228242711912
Position 1190: 0.015103858931953578
Position 2201: 0.012844806267531978
Position 1508: 0.00981042457160858
Position 1935: 0.009453663906011012
Position 1533: 0.009447728391322718
Position 1521: 0.007357070011310325
Position 1709: 0.006619623880790558
Position 2060: 0.006242021217004255
Position 2191: 0.004938473209497438
Position 1722: 0.0023825422977117594
Position 2182: 0.0012148572854289307
Position 47: 0.0011132087837515407
Position 1689: 0.0009050252438063527
Position 72: 0.0006563047343620838
Position 628: 0.0005922142242275535
Position 579: 0.0005803768980738907
Position 272: 0.0004064118314511967
Position 285: 0.00034063269023605825
Position 297: 0.00032217889062628383
Position 299: 0.00031752326963932427
Position 240: 0.00016122788900085216
Position 322: 0.00015767754120375743
Position 26: 4.5934504194253274e-05
Position 80: 3.1998806350281665e-05
Position 86: 2.912962023962805e-05
Position 77: 2.49908158958404e-05
Position 55: 2.4653470221895674e-05
Position 83: 1.09653800566112e-05
Position 58: 9.439941427758506e-06
Position 1295: 9.263677315126871e-06
Position 229: 4.767129116521125e-06
Position 290: 4.174904138860096e-06
Position 390: 2.2234428496743226e-06
Position 346: 1.6722306612023094e-06
Position 242: 1.433281357986909e-06
Position 309: 7.299690686456659e-07
Position 1839: 5.049671847777731e-07
Position 1149: 4.338165887256154e-07
Position 198: 4.266333034018453e-07
Position 97: 3.2670471653747823e-07
Position 138: 2.5001816721787956e-07
Position 608: 2.3868646583333586e-07
Position 1893: 1.5936138365464583e-07
Position 41: 1.0130550172058525e-07
Position 860: 7.022684341116175e-08
Position 807: 6.492822101241093e-08
Position 184: 1.521779059542045e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9535095844072548
Position 1382: 0.9105784162214837
Position 383: 0.8538670568863883
Position 1404: 0.07584185673625296
Position 1607: 0.03304372362088948
Position 2025: 0.02067350038491753
Position 1238: 0.01749309892619393
Position 2254: 0.017301473468306156
Position 368: 0.0161064438893607
Position 1136: 0.014873087194277362
Position 1774: 0.01274116681449402
Position 344: 0.011485944972580727
Position 1058: 0.010423329038745995
Position 2118: 0.00792356825484342
Position 641: 0.006440555146463873
Position 1146: 0.005634604615601734
Position 2064: 0.00372021708577788
Position 932: 0.003522371893384965
Position 2084: 0.0031460194246626175
Position 755: 0.0029342940131197176
Position 482: 0.0027232283936686583
Position 1731: 0.0025023087772051175
Position 1123: 0.0017377463583286895
Position 2265: 0.0016966632941521871
Position 694: 0.001525670385417974
Position 458: 0.001348407159770711
Position 404: 0.0011674648330713426
Position 895: 0.000985371965011903
Position 773: 0.0009751451822537733
Position 497: 0.000829625951925522
Position 1639: 0.0008089479154180438
Position 97: 0.0006556917680366871
Position 1970: 0.0006468140771111434
Position 138: 0.0006032348309377932
Position 1408: 0.00038788603929759794
Position 727: 0.0002568004605798402
Position 416: 0.00023246091618782348
Position 149: 7.563074286709959e-05
Position 1784: 5.4159249797953435e-05
Position 1661: 2.0933979372297227e-05
Position 83: 5.039320666158506e-06
Position 194: 1.7541588041367852e-06
Position 436: 1.5803630057506464e-06
Position 240: 1.3728067835269758e-06
