Gene = mex1
index = 1788
Annotated 5SS: [1285]
Annotated 3SS: [1563]
SMsplice 5SS: [ 136  973 1285]
SMsplice 3SS: [ 246 1099 1563]
top_k =  100
Partition function (log Z): -0.851652549184865

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.969159992653781
Position 1285: 0.9175523927892254
Position 973: 0.46905250656602887
Position 462: 0.06732829408857234
Position 312: 0.01885315289398325
Position 2075: 0.01615475757364193
Position 513: 0.005994561429367501
Position 1959: 0.005543576492822803
Position 1756: 0.003433395712866081
Position 502: 0.0017610519688946724
Position 291: 0.0011646518987822384
Position 300: 0.0010815268765783446
Position 802: 0.0009977095957000605
Position 2067: 0.0006351594609820621
Position 173: 0.000633168976216004
Position 1721: 0.0004952138596851566
Position 1688: 0.00046459502869679206
Position 1942: 0.00046047357829330445
Position 125: 0.000393497177700919
Position 2031: 0.00028855456939535417
Position 254: 0.000285026738579472
Position 1986: 0.00027855878919866783
Position 1700: 0.0001666036791511665
Position 2058: 0.0001567380498050568
Position 99: 1.0410973512640896e-05
Position 355: 7.968305846419838e-06
Position 140: 2.7291263033231347e-06
Position 85: 1.105451925722272e-07
Position 114: 1.2027576313741832e-08
Position 205: 1.0991348158228688e-08
Position 288: 6.150859611807174e-09
Position 235: 5.55702174547234e-09
Position 279: 1.5203230008825536e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1563: 0.9831158400147956
Position 1099: 0.6268687638627579
Position 246: 0.4116355523758852
Position 369: 0.07929777232567553
Position 277: 0.0770915224888835
Position 215: 0.031306677821617494
Position 1048: 0.02952913760854572
Position 2150: 0.02588599313124925
Position 565: 0.022599183690196478
Position 865: 0.02147694133933012
Position 321: 0.01965692380197433
Position 1083: 0.017623057008063065
Position 1136: 0.01681440331580901
Position 1543: 0.015152481464953191
Position 347: 0.012534480809125755
Position 1223: 0.011958033239556267
Position 1208: 0.010994954038141477
Position 741: 0.00912952138613432
Position 205: 0.008463023216326518
Position 461: 0.007705899360508262
Position 416: 0.007405475629157217
Position 539: 0.005581108509329667
Position 884: 0.005461187244171666
Position 300: 0.005135418526859744
Position 1033: 0.00476170940480236
Position 1021: 0.004384251182050526
Position 641: 0.0034521724545105493
Position 948: 0.0019199295377880193
Position 722: 0.0017735210022583128
Position 1910: 0.0013993555506277542
Position 1954: 0.0009924816817302204
Position 1373: 0.0005196733157574344
Position 248: 0.00047037255153023326
Position 498: 0.00014106737925057375
Position 253: 7.083888035097242e-05
Position 354: 4.7688976056250345e-05
