Gene = VhaSFD
index = 1595
Annotated 5SS: [ 197  817 2968 3595 3769]
Annotated 3SS: [ 337 2832 3031 3654 3928]
SMsplice 5SS: [ 259  817 2968 3595 3769]
SMsplice 3SS: [ 337 2832 3031 3654 3928]
top_k =  100
Partition function (log Z): 11.408610904366897

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9999518828093612
Position 3595: 0.994372244086407
Position 3769: 0.9175304096593978
Position 817: 0.9081876968905703
Position 259: 0.45728592522096845
Position 197: 0.35712981342085715
Position 2520: 0.2261679173794913
Position 2598: 0.07188876171577549
Position 3758: 0.062426150616392194
Position 2692: 0.05183010990953067
Position 263: 0.022826348479707173
Position 508: 0.016011072643507325
Position 4008: 0.008579071743489887
Position 274: 0.005425423026112493
Position 3773: 0.004768538901336438
Position 3565: 0.004634488287571677
Position 255: 0.0038339218750642347
Position 511: 0.0025812713232529457
Position 3158: 0.001930632764778874
Position 249: 0.001351672245989581
Position 3719: 0.0007628692389645008
Position 267: 0.0006774912902750218
Position 4099: 0.0005616100991085087
Position 265: 0.0005372439017062166
Position 4011: 0.0005368750517756636
Position 3825: 0.0004908188310923256
Position 3979: 0.00042287970687978173
Position 3599: 0.0003995638216557273
Position 564: 0.00038734569461122985
Position 3320: 0.0003447494638929306
Position 257: 0.00032434057497429203
Position 3569: 0.00028731976003419543
Position 3257: 0.0002482305777720245
Position 272: 0.00015823134564345488
Position 662: 0.00015446271385141427
Position 83: 0.00010432830051075427
Position 36: 5.394381569646841e-05
Position 3392: 2.5761825312666142e-05
Position 51: 3.829417175686584e-06
Position 3830: 3.1246512142311224e-06
Position 295: 2.582150004999349e-06
Position 86: 1.8908323991489563e-06
Position 64: 1.8107021833749688e-06
Position 299: 1.6002227659711892e-06
Position 69: 1.5115905829556855e-06
Position 174: 9.170897627025348e-07
Position 124: 8.108019960934561e-07
Position 24: 6.492625297426268e-07
Position 67: 5.567498659580684e-07
Position 3379: 1.2819588722706585e-07
Position 2989: 1.0027416692103042e-08
Position 3743: 6.835908261623893e-09
Position 126: 2.8169822244456825e-09
Position 201: 4.3160979226143876e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3654: 0.9997188989859673
Position 3031: 0.9993208593847155
Position 2832: 0.8858640057468057
Position 3928: 0.7622803011203892
Position 337: 0.713040822028805
Position 2422: 0.272682888315216
Position 3824: 0.21821912917861816
Position 2579: 0.09042149177472196
Position 1712: 0.058969561678112514
Position 369: 0.016705632363433035
Position 2196: 0.016076542742611277
Position 634: 0.015810997967831957
Position 2387: 0.011916544797723154
Position 564: 0.007896328682232138
Position 597: 0.007453102328256812
Position 4058: 0.006778249371059976
Position 2723: 0.005391408482107087
Position 366: 0.00520352932451888
Position 2699: 0.0042316227916421876
Position 789: 0.003495172770599624
Position 4848: 0.0033813417779082135
Position 420: 0.0022549880537983498
Position 690: 0.001943020477447303
Position 4783: 0.0016654849550488378
Position 4441: 0.0014747528445167306
Position 3866: 0.0013512302632102586
Position 255: 0.0011317850956651203
Position 1199: 0.0010713883830402084
Position 3202: 0.0009451853950660638
Position 549: 0.0009037593819223055
Position 283: 0.0008826005032713184
Position 873: 0.0008806968503454798
Position 1280: 0.0008350150412222777
Position 3389: 0.0007386224393241927
Position 249: 0.000574560733198566
Position 4178: 0.0005616100991085091
Position 392: 0.0004910852287491207
Position 3830: 0.00037402414798272024
Position 3138: 0.0003561540294273214
Position 3043: 0.0003159605712225322
Position 890: 0.000278216156705423
Position 3323: 0.00021944002665879532
Position 893: 0.00018818804083539807
Position 3250: 0.00017593365558698254
Position 3286: 0.0001656748259121035
Position 3682: 0.0001462501702095275
Position 3226: 0.00012643856019587313
Position 1021: 0.0001223681955465525
Position 372: 9.310575318078712e-05
Position 96: 5.714682608980069e-05
Position 426: 1.3754044672104233e-05
Position 3679: 8.067773134698178e-06
Position 147: 3.066806330343299e-06
Position 3694: 1.8645436086929993e-06
Position 151: 6.973343331549711e-07
Position 288: 1.2527195656669168e-07
Position 189: 9.107929590675472e-08
Position 135: 6.562050999395187e-08
