Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  100
Partition function (log Z): 0.40702209952523694

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9932613421855453
Position 1370: 0.8495254438647062
Position 566: 0.07860058928994053
Position 1292: 0.04323780389943286
Position 330: 0.03256693776193414
Position 194: 0.004867336599761915
Position 379: 0.0032012852455059514
Position 1010: 0.002892932442778091
Position 580: 0.0016425392761419161
Position 427: 0.001358790196476621
Position 1596: 0.001090359639603605
Position 1093: 0.0008798324037034475
Position 876: 0.00046703683385986244
Position 343: 0.0004587693022807721
Position 653: 0.00043364936925303904
Position 489: 0.0004050114487650898
Position 325: 0.0003328225048770623
Position 683: 0.00028580718971489555
Position 525: 0.00023175570651093002
Position 671: 0.00018099732934966526
Position 1300: 0.0001487368526138296
Position 627: 0.0001200120406648639
Position 1636: 9.74383508829904e-05
Position 1107: 9.264809501584546e-05
Position 895: 9.252451287992162e-05
Position 922: 6.467240633733132e-05
Position 189: 6.106853392018221e-05
Position 353: 4.491371244362125e-05
Position 1236: 4.407259228238493e-05
Position 890: 4.2943971604117906e-05
Position 622: 3.468893027896814e-05
Position 692: 3.188809298093913e-05
Position 1661: 1.9966415291323518e-05
Position 98: 2.4800023308438046e-06
Position 171: 2.0576953167783307e-06
Position 180: 1.5444347298986652e-06
Position 165: 2.7364981778268665e-07
Position 149: 2.3627373457919465e-07
Position 376: 8.253084942997794e-08
Position 619: 2.874046135353679e-08
Position 1138: 2.4601667976732092e-08
Position 30: 1.1808019204250006e-08
Position 229: 2.0050763899857206e-10
Position 50: 1.5465768936531087e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.992977598053729
Position 1437: 0.9822766868609795
Position 791: 0.006685609411686069
Position 1251: 0.006127717991227993
Position 864: 0.005811531189956467
Position 1470: 0.0055999843194103754
Position 1325: 0.0052241850387346606
Position 1129: 0.004578211640777609
Position 847: 0.001500528860738084
Position 627: 0.0013016841793658531
Position 1185: 0.0012728559159096875
Position 1218: 0.0011200736317426745
Position 633: 0.0009847892628606126
Position 1691: 0.0006035261966864442
Position 1719: 0.00037748295884279634
Position 1647: 0.0001517574442609945
Position 298: 4.482729827927773e-05
Position 447: 4.1507781941465964e-05
Position 1672: 4.061988503737875e-05
Position 606: 3.864599869649933e-05
Position 1708: 3.43779209503048e-05
Position 402: 1.6323818186625635e-05
Position 450: 6.760961234220982e-06
Position 483: 5.161603350334931e-06
Position 307: 8.763357648389246e-07
Position 229: 3.2437585000591235e-08
Position 149: 5.403344201079332e-11
Position 313: 3.044163778410767e-11
Position 353: 5.546894029994277e-12
Position 318: 1.0327977090916727e-12
Position 80: 2.638181064646448e-13
Position 218: 1.7794127566913247e-13
