Gene = bip1
index = 1629
Annotated 5SS: [ 253  834 2838]
Annotated 3SS: [ 666 2539 3273]
SMsplice 5SS: [ 253  834 2838]
SMsplice 3SS: [ 666 2539 3273]
top_k =  100
Partition function (log Z): 1.0583834724494072

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.986784968136995
Position 2838: 0.9839867349884466
Position 834: 0.9754689170280559
Position 1086: 0.20206314213039317
Position 2493: 0.11474931056918138
Position 2405: 0.08409884013254015
Position 550: 0.05741042889794057
Position 3548: 0.039263040709888765
Position 1254: 0.030910388876377076
Position 3477: 0.02884757409276949
Position 1798: 0.028679826713493964
Position 1584: 0.015808669191457823
Position 1867: 0.014450786182190927
Position 3512: 0.01141195863199068
Position 1258: 0.007688289771182648
Position 301: 0.005821718938884322
Position 3034: 0.005763223720704787
Position 57: 0.004282604013687802
Position 46: 0.0038313095563109975
Position 3718: 0.003064727765588817
Position 502: 0.0030031430333166877
Position 2887: 0.0024944244429374878
Position 362: 0.002121566647810289
Position 2883: 0.0014953371917938376
Position 492: 0.0008152838744574689
Position 483: 0.0004802740610154942
Position 787: 0.00042371455064911913
Position 30: 0.0003493890895598845
Position 554: 0.00031248054131921863
Position 266: 0.0003078557421418442
Position 838: 0.00016201463249534365
Position 224: 0.00013204811535339367
Position 274: 9.973622457978425e-05
Position 321: 8.528957453145673e-05
Position 447: 6.431549142584164e-05
Position 435: 5.537904461599662e-05
Position 116: 4.1888499094977426e-05
Position 865: 2.3694536965210408e-05
Position 22: 1.7536936255659714e-05
Position 17: 1.0676770489872945e-05
Position 3: 1.6919317806654523e-06
Position 955: 4.19394057000365e-07
Position 949: 3.1110104496925784e-07
Position 969: 2.1364282645029318e-07
Position 202: 2.7387383701047846e-08
Position 151: 1.0385225203272172e-08
Position 160: 8.271474347657454e-09
Position 244: 4.164867675625028e-09
Position 165: 2.0208117445688846e-09
Position 246: 2.869836300190532e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9815175827430639
Position 2539: 0.8373509394522297
Position 666: 0.813497083778462
Position 906: 0.6116372050872355
Position 702: 0.13326750599679757
Position 361: 0.06448583320800869
Position 3981: 0.029740353476494244
Position 3840: 0.02876748941237409
Position 3681: 0.021652155780862485
Position 348: 0.013223625378343457
Position 2987: 0.01270160924928623
Position 1173: 0.010679033696486645
Position 123: 0.008015946135149632
Position 2043: 0.005309244646340717
Position 1782: 0.004984665949330077
Position 1021: 0.0046623764524680944
Position 761: 0.003993498052587557
Position 2911: 0.0036806824749092393
Position 1005: 0.0036368381871622686
Position 1157: 0.0035148819360806614
Position 3780: 0.003064727765588817
Position 1303: 0.0022349738032432015
Position 722: 0.001965198862321705
Position 3639: 0.001687759337512055
Position 3573: 0.0016666095122124553
Position 582: 0.0014635135222332166
Position 3150: 0.0012066453316220281
Position 1406: 0.0011689579719212993
Position 1867: 0.0011246585865666054
Position 384: 0.0010746412707951273
Position 408: 0.0009544657298203624
Position 3801: 0.0009460162440906972
Position 452: 0.000453207893780722
Position 1216: 0.0003481898961021849
Position 366: 0.0003257517807904253
Position 609: 0.00020300695661138452
Position 186: 0.00018562210058492912
Position 300: 0.00016546824582051766
Position 175: 9.260617017374235e-05
Position 160: 8.646267017346708e-05
Position 606: 4.460077018205339e-05
Position 89: 3.1061367428524895e-05
Position 389: 2.9351523005588447e-05
Position 783: 2.8048998088541387e-05
Position 92: 1.2999173008218014e-05
Position 3412: 1.986159403796072e-06
Position 215: 4.923379119153416e-08
Position 295: 3.2073956825602497e-08
Position 290: 2.20435446034303e-08
Position 74: 6.167671918273368e-09
Position 96: 5.052813543652886e-09
Position 228: 6.852629982649719e-11
