Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  100
Partition function (log Z): 64.70755229135565

Sorted 5' Splice Sites (High to Low Probability):
Position 25331: 0.9999997575322275
Position 25186: 0.9998650491396837
Position 32729: 0.9998583154002383
Position 10862: 0.9998525262486669
Position 35673: 0.9997534868730799
Position 32454: 0.9997023485063055
Position 22980: 0.9990517695938836
Position 35293: 0.9987190902005272
Position 28157: 0.997492823661111
Position 1196: 0.9952300705261382
Position 28894: 0.9927625657104893
Position 35026: 0.9919081220059426
Position 34452: 0.9871547457706065
Position 28475: 0.9302415141897005
Position 23512: 0.9051607084291193
Position 19020: 0.6993674699827994
Position 23632: 0.32169482114065784
Position 34041: 0.28765632636530003
Position 24558: 0.26449858686337613
Position 9670: 0.2379714249614497
Position 3962: 0.15405088764347108
Position 3166: 0.1008752932987616
Position 24990: 0.09702544287662748
Position 27381: 0.07695018971717293
Position 23941: 0.06760190329819059
Position 27870: 0.05848437116885401
Position 24679: 0.04729353735318974
Position 24851: 0.046076211452919014
Position 50: 0.04310896556814065
Position 36481: 0.03797584179584381
Position 23315: 0.03151781794939571
Position 36000: 0.029517589412069164
Position 19302: 0.026323453126384386
Position 29602: 0.025786855719704852
Position 36138: 0.02263283774451129
Position 34066: 0.021758231835865862
Position 19895: 0.021624604909681544
Position 30432: 0.019936593484961452
Position 23286: 0.019158935734508758
Position 19083: 0.01807002900668096
Position 147: 0.01724953553507253
Position 345: 0.015868573195956075
Position 24847: 0.01550292079703248
Position 35985: 0.015387476058432178
Position 34074: 0.014010187186406516
Position 492: 0.012483945623012237
Position 34472: 0.011022861367660723
Position 12792: 0.010515253657498183
Position 23324: 0.009636102077534514
Position 11930: 0.009603476221640176
Position 35947: 0.008240729149865641
Position 35030: 0.007130895445625971
Position 2543: 0.006203659433035182
Position 864: 0.0061279164796297515
Position 25700: 0.00475994448871916
Position 23653: 0.004576261457189697
Position 225: 0.004078239237636868
Position 2908: 0.003967531923502597
Position 28479: 0.0038711121549824543
Position 26203: 0.003396688035078254
Position 391: 0.0033753501788116604
Position 28601: 0.0033554765475834816
Position 19719: 0.0028012281760967403
Position 32: 0.0025305961169616383
Position 23761: 0.001838743392184054
Position 2547: 0.0015820703989105364
Position 2599: 0.0014796310241086605
Position 65: 0.0014253574864076185
Position 34802: 0.001411707377569198
Position 28453: 0.001321723965841225
Position 2878: 0.0011169518716831897
Position 23556: 0.0009987704143596678
Position 22984: 0.000865114654513512
Position 35037: 0.000779566101205287
Position 2364: 0.0006788638877402674
Position 23720: 0.0006079579691252769
