Gene = heix
index = 1724
Annotated 5SS: [987]
Annotated 3SS: [1664]
SMsplice 5SS: [ 987 1457]
SMsplice 3SS: [1348 1664]
top_k =  100
Partition function (log Z): -9.458550729196302

Sorted 5' Splice Sites (High to Low Probability):
Position 987: 0.8035063238274823
Position 1457: 0.5617044095617773
Position 655: 0.1833593038994425
Position 1817: 0.08438956718592587
Position 616: 0.05899552611153484
Position 1839: 0.05289831681593428
Position 3212: 0.04463554078166202
Position 2561: 0.029518276261387446
Position 1073: 0.024185974012091008
Position 624: 0.01885570526031344
Position 1089: 0.015836319496417405
Position 1442: 0.007432896953093567
Position 247: 0.0055505945672355275
Position 224: 0.004973365575009641
Position 460: 0.0023241352779704728
Position 1220: 0.002273192789125345
Position 451: 0.0019466720284709062
Position 1492: 0.0017327068242589537
Position 1330: 0.0013889690482039793
Position 1025: 0.0009693937150299942
Position 894: 0.0009494954812123416
Position 669: 0.0008916914821630643
Position 429: 0.0008304156558120461
Position 257: 0.0002891523964396062
Position 646: 0.00010430348334411374
Position 520: 9.786424517683395e-05
Position 40: 6.72544324252452e-05
Position 347: 6.468381784692834e-05
Position 867: 5.755707258205972e-05
Position 34: 3.4627932199589526e-05
Position 69: 3.382617653258338e-05
Position 48: 3.098727889489691e-05
Position 260: 2.2260522450311177e-05
Position 29: 8.962541596649552e-06
Position 526: 1.2695406271511265e-07
Position 15: 2.6365121791418012e-08
Position 633: 1.8289739042543537e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.937504121276087
Position 1348: 0.4863178439207684
Position 744: 0.2030597471785631
Position 1896: 0.150761931692307
Position 3292: 0.044635540781662056
Position 2641: 0.029518276261387425
Position 1542: 0.019473465846211856
Position 1153: 0.015871021179071253
Position 1384: 0.008805337762863474
Position 1328: 0.003106024021160707
Position 693: 0.002373054914802489
Position 339: 0.0018242991620218238
Position 520: 0.0014961019404998294
Position 923: 0.0014455315902419093
Position 1368: 0.001125373517481731
Position 1356: 0.0009517761358847184
Position 818: 0.0006758672897605943
Position 772: 0.0005847561751278849
Position 116: 0.00017522019617829346
Position 589: 9.762258125769583e-05
Position 798: 8.052363783255571e-05
Position 360: 7.170327256461948e-05
Position 497: 2.6150833575107772e-06
Position 376: 1.1941694761311293e-06
Position 938: 8.487114299410004e-07
Position 556: 6.458219661207664e-07
