Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  100
Partition function (log Z): -55.79830713181831

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.897260319491942
Position 1166: 0.6848066730679674
Position 5747: 0.6459998587920919
Position 4997: 0.6099197511905909
Position 197: 0.253883524880803
Position 6000: 0.22052272781471685
Position 2671: 0.13739637366629218
Position 5966: 0.12696927085316595
Position 9725: 0.09214023431577718
Position 5983: 0.050810601245019085
Position 6066: 0.04141800639919045
Position 374: 0.03279767473715191
Position 5378: 0.01829139041346922
Position 820: 0.01809391257907967
Position 5718: 0.012947166493272539
Position 5974: 0.005503436135088696
Position 973: 0.0024343886047864696
Position 186: 0.0022212981752865574
Position 2445: 0.002051321220596851
Position 2463: 0.0017920340637656415
Position 653: 0.0005667526569742629
Position 948: 0.0004555994068046459
Position 917: 0.00029313559628154614
Position 55: 0.00024015519914041445
Position 452: 0.00022800077194047935
Position 942: 0.0002116662479281245
Position 48: 0.00016139978664965693
Position 338: 0.0001551315601052471
Position 212: 0.00013504612713485307
Position 270: 0.00010474833871221213
Position 798: 7.533724039785315e-05
Position 984: 7.148572942920956e-05
Position 236: 5.2442363718895514e-05
Position 133: 2.29015775211548e-05
Position 200: 1.141169923361069e-05
Position 215: 8.353333689739209e-06
Position 248: 5.614220970821571e-06
Position 90: 5.073791108690899e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6456: 0.6778923794026653
Position 5086: 0.633761986605398
Position 5826: 0.6171294957419651
Position 4257: 0.38720119452819457
Position 9582: 0.3027816841157095
Position 8810: 0.28148627973766505
Position 7357: 0.2617477570949899
Position 2582: 0.12094538160492808
Position 4828: 0.11761105255520105
Position 9793: 0.09214023431577652
Position 8305: 0.07952810914194389
Position 4095: 0.07336086336700418
Position 6032: 0.04845232833098091
Position 5047: 0.03333488462592618
Position 6799: 0.03270874557740951
Position 4219: 0.03216690695179161
Position 5057: 0.028760630255258088
Position 6128: 0.021419434508495715
Position 1054: 0.008730501378290149
Position 839: 0.002166759252241775
Position 1243: 0.0010846149534584927
Position 1771: 0.0010680170020554247
Position 2263: 0.0009441235940285367
Position 297: 0.000795210880450058
Position 2042: 0.0007790841971722315
Position 236: 0.00040120978358370197
Position 2015: 0.0002880769748838085
Position 1405: 0.0002854704601536659
Position 2295: 0.00027512098826168853
Position 5050: 0.00025757291844559553
Position 2193: 0.00023058100666128043
Position 1390: 0.00022741190702450738
Position 1011: 0.00010111602977262254
