Gene = eIF3e
index = 1684
Annotated 5SS: [198 685]
Annotated 3SS: [291 770]
SMsplice 5SS: [198 685]
SMsplice 3SS: [291 770]
top_k =  100
Partition function (log Z): -3.2017657294274176

Sorted 5' Splice Sites (High to Low Probability):
Position 685: 0.9910097428969151
Position 198: 0.6473716114962789
Position 506: 0.13121367955188765
Position 68: 0.04354858606629057
Position 929: 0.02425334089151956
Position 218: 0.007699655258970113
Position 91: 0.003567763214398087
Position 247: 0.0024220469828129913
Position 689: 0.002415610388761352
Position 232: 0.0015902309305349026
Position 1262: 0.0014698119042320997
Position 1001: 0.0012777283236726782
Position 466: 0.001189902043469328
Position 80: 0.0009581788494432419
Position 45: 0.0006277936717493143
Position 939: 0.00027960659000211526
Position 185: 0.00024480066632457054
Position 1166: 0.00023323260859920274
Position 989: 0.00017185572790998627
Position 240: 0.00014085925498981592
Position 568: 7.589077544242165e-05
Position 334: 1.8058031310694413e-05
Position 29: 8.000657289275946e-06
Position 66: 4.740891946508874e-06
Position 274: 1.4154475527408027e-06
Position 179: 1.0336285852268286e-06
Position 648: 1.0057580624922848e-06
Position 603: 9.265227101070057e-07
Position 615: 4.1817280830551056e-07
Position 433: 9.666727484519374e-08
Position 14: 1.0437611994960476e-08
Position 143: 1.4184636128150532e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.994547924216829
Position 291: 0.6864006299059839
Position 567: 0.11277373488485962
Position 1019: 0.018936233288143717
Position 549: 0.011183321467543087
Position 143: 0.00991744080850969
Position 154: 0.00823655753513803
Position 1062: 0.0071389420504683445
Position 552: 0.005621835777887757
Position 1316: 0.0028815637731385395
Position 797: 0.0007315062460478473
Position 995: 0.0005422500368255217
Position 330: 0.0004086391857087564
Position 1118: 0.00035030882593676166
Position 306: 0.0003059506030943507
Position 1094: 0.00023628507215944786
Position 630: 0.00023181412100926912
Position 594: 0.00020865571591049858
Position 886: 0.00020751502216282374
Position 392: 0.0002011675351550486
Position 396: 0.00019618622166433052
Position 453: 0.00018192515826906077
Position 303: 0.00017071351671555228
Position 309: 0.00010018189263528716
Position 378: 6.249192253007843e-05
Position 91: 1.3849078428238885e-05
Position 342: 4.862679961921546e-06
Position 99: 2.640996736283056e-06
Position 736: 1.7279710656377321e-06
Position 179: 5.485097640665127e-07
Position 194: 1.767350713827662e-07
Position 197: 5.3568186660265756e-08
