Gene = A16
index = 1
Annotated 5SS: [1082 1515]
Annotated 3SS: [1385 1582]
SMsplice 5SS: [1082 1515]
SMsplice 3SS: [1385 1582]
top_k =  100
Partition function (log Z): 4.609880164229457

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9957017902218324
Position 1082: 0.9929343356006991
Position 5: 0.10649589816022391
Position 662: 0.022131543798380133
Position 1227: 0.012391626889184078
Position 1328: 0.010957326913332432
Position 789: 0.008033655443298905
Position 1289: 0.002893987372009539
Position 1651: 0.0014536337906357153
Position 199: 0.0009593876635429113
Position 461: 0.000637830115227417
Position 1115: 0.0004898214879931995
Position 1120: 0.0004888976743435483
Position 381: 0.00036381255947110424
Position 1086: 0.00030689066185117514
Position 564: 0.00026572540415343443
Position 1501: 0.00019115952359880753
Position 553: 0.0001864043826743233
Position 1176: 0.00018419839486979404
Position 306: 0.00017912174303822247
Position 1642: 9.210363985006408e-05
Position 1127: 9.060895403223746e-05
Position 521: 5.975109849917024e-05
Position 27: 5.647687012323889e-05
Position 145: 3.4140854416617605e-05
Position 1658: 1.7417501703504586e-05
Position 1519: 1.2283140471689427e-05
Position 1636: 8.2754234146404e-06
Position 1351: 5.064830737182625e-06
Position 168: 1.2295655615921808e-06
Position 393: 8.406346326296321e-07
Position 364: 5.930505562882712e-07
Position 22: 1.0218466850393303e-09
Position 1457: 4.830795606373507e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1582: 0.9957934495724249
Position 1385: 0.9956057105290003
Position 81: 0.060150654442177855
Position 61: 0.029544399347697668
Position 756: 0.015379812922102717
Position 78: 0.01460503727051141
Position 1157: 0.014329992085543279
Position 1200: 0.011949850251467884
Position 907: 0.008970423110154913
Position 1354: 0.003934220368714892
Position 629: 0.0022243072049161145
Position 1704: 0.0015760555044608893
Position 919: 0.0007424788313245352
Position 478: 0.0006891748569373932
Position 820: 0.0004933159277711071
Position 564: 0.00047487856830404594
Position 199: 0.00040287542479737487
Position 781: 0.0002921963235413383
Position 823: 0.00019309286317262465
Position 168: 9.508006683196104e-05
Position 1606: 5.7843802811459036e-05
Position 1602: 4.6922795768524306e-05
Position 1331: 3.8499954890371085e-05
Position 1409: 8.564793923854277e-06
Position 1217: 6.014058868695829e-06
Position 1416: 5.347677818335194e-06
Position 1669: 4.852774800035054e-06
Position 1294: 4.619663543647013e-06
Position 527: 2.382386098545083e-06
Position 1439: 1.50903660149407e-06
Position 1270: 1.151065550222549e-06
Position 1639: 8.752542956654108e-07
Position 97: 2.432438037299288e-07
Position 1553: 2.8886568877342305e-09
