Gene = NijB
index = 1319
Annotated 5SS: [256 513]
Annotated 3SS: [357 565]
SMsplice 5SS: [256]
SMsplice 3SS: [357]
top_k =  100
Partition function (log Z): -1.9650832611305349

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.9871420806033673
Position 513: 0.3441746758683187
Position 517: 0.32600084733834844
Position 700: 0.10266791228250235
Position 264: 0.00839726542577574
Position 728: 0.006673903291664597
Position 459: 0.005102844981316068
Position 693: 0.0038630844922955257
Position 437: 0.0020901282446867332
Position 114: 0.0018904382170757713
Position 287: 0.0013604336936345544
Position 474: 0.0012446696998206312
Position 246: 0.0007458476458612631
Position 302: 0.0006111423176868256
Position 644: 0.0005859478677349958
Position 521: 0.0003403045387918973
Position 620: 0.0002950542503252799
Position 489: 0.00014100724309128404
Position 15: 9.428353879646505e-05
Position 594: 3.322088563267938e-05
Position 163: 2.7256348764600656e-05
Position 55: 2.2679871024059232e-05
Position 64: 5.9373420826835e-06
Position 88: 4.3384546526090416e-06
Position 199: 3.156368763421617e-06
Position 82: 9.56595194770265e-07
Position 327: 5.276666893884688e-07
Position 143: 7.569682559889653e-08
Position 73: 2.729898709634116e-08
Position 398: 1.7498655138406063e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 357: 0.9931755956900801
Position 565: 0.5760396106160399
Position 789: 0.19807454671030153
Position 585: 0.018773113824919314
Position 594: 0.0026930119022378286
Position 577: 0.002185469256788579
Position 163: 0.0006645213376148692
Position 513: 0.00033619836668690665
Position 398: 0.00029012602341975337
Position 644: 0.00023809423387655603
Position 372: 0.0002183679511106293
Position 309: 0.00019120574053636526
Position 448: 0.00017530118001820945
Position 194: 8.742006661336839e-05
Position 800: 8.02301523503306e-05
Position 205: 6.486943764733823e-05
Position 302: 4.048241276454901e-05
Position 219: 3.6707466818467914e-05
Position 861: 3.5321314917872246e-05
Position 428: 2.357167218998308e-05
Position 113: 2.0693481680375372e-05
Position 73: 1.5679603871004474e-05
Position 482: 1.4468019102340059e-05
Position 97: 1.3057908226179033e-05
Position 174: 1.1294047186582621e-05
Position 154: 1.0594747727277099e-05
Position 64: 5.8244945234134686e-06
Position 226: 2.3803318185374093e-06
Position 249: 9.420100003485933e-07
Position 135: 8.904867514930847e-07
Position 143: 4.4977660731031176e-07
Position 124: 2.5303938909478145e-08
