Gene = mRpS26
index = 1779
Annotated 5SS: [292]
Annotated 3SS: [387]
SMsplice 5SS: [292]
SMsplice 3SS: [387]
top_k =  100
Partition function (log Z): -6.139993298298847

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.9488763510957754
Position 849: 0.08108664581556557
Position 323: 0.020390530066895726
Position 337: 0.018134460135138437
Position 842: 0.0136500829886306
Position 777: 0.0064836537168767245
Position 46: 0.0035053470002265464
Position 286: 0.002695474580681474
Position 316: 0.0011479401549156956
Position 163: 0.0002776691740742599
Position 662: 0.000256897720835019
Position 344: 0.00017474754899266402
Position 296: 0.00015854254986472598
Position 576: 0.00014653362314638528
Position 30: 0.00010882251745384917
Position 404: 9.579067368825843e-05
Position 587: 9.434288906525058e-05
Position 140: 7.027276589736949e-05
Position 681: 5.8361703563624955e-05
Position 244: 4.648806707003003e-05
Position 873: 1.9799058357745917e-05
Position 867: 1.7499297251151712e-05
Position 552: 1.533429053147233e-05
Position 865: 5.00670211745108e-06
Position 62: 2.13524554278217e-06
Position 150: 6.592204490948504e-07
Position 19: 1.4793919910669983e-07
Position 224: 3.517928275365983e-08
Position 167: 2.276365064163155e-08
Position 115: 1.506615187142704e-08
Position 3: 1.034945429064718e-08
Position 200: 6.180462772280067e-10
Position 217: 3.8239294461425854e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 387: 0.974196078150598
Position 903: 0.09509266346226791
Position 353: 0.01622291283911002
Position 917: 0.008953347844533683
Position 455: 0.0009517936271064848
Position 484: 0.0007252393627159204
Position 420: 0.0003300078098833092
Position 404: 0.000221770563423949
Position 458: 0.00016539415325035384
Position 115: 0.0001400562237289018
Position 412: 0.00013479946934559332
Position 394: 7.863251907281318e-05
Position 487: 6.617320338604355e-05
Position 136: 5.625932719440607e-05
Position 180: 4.633242182479135e-05
Position 601: 4.261099634514292e-05
Position 542: 3.736440719680258e-05
Position 103: 3.320389765470807e-05
Position 838: 1.6137480067601857e-05
Position 238: 2.5071169425080833e-06
Position 92: 1.9719494220619376e-06
Position 150: 1.7388642344350804e-06
Position 244: 1.3247106618540682e-06
Position 241: 7.423219195620295e-07
Position 163: 3.620400787755097e-07
Position 208: 7.18034449222953e-08
Position 214: 5.2335373398374016e-08
Position 286: 4.427265512365682e-08
Position 250: 2.7727345720061757e-08
