Gene = homer
index = 1731
Annotated 5SS: [ 167 1218 1710 1842 2172 2363]
Annotated 3SS: [ 928 1272 1762 1904 2227 2416]
SMsplice 5SS: [ 563 1218 1710 1842 2172 2363]
SMsplice 3SS: [ 928 1272 1762 1904 2227 2416]
top_k =  100
Partition function (log Z): 16.05778481210435

Sorted 5' Splice Sites (High to Low Probability):
Position 1842: 0.9994505872530425
Position 1218: 0.9993828086707288
Position 1710: 0.9939893584401599
Position 2363: 0.9741915264716037
Position 2172: 0.9673689068607193
Position 563: 0.5663101830631567
Position 167: 0.2304483486881852
Position 2833: 0.08968096179017959
Position 3048: 0.0632253312667766
Position 406: 0.05096078630129152
Position 2176: 0.030171052867738656
Position 388: 0.014547626551730093
Position 2490: 0.01434977490276473
Position 3079: 0.01400249889596881
Position 808: 0.013443947063927765
Position 3106: 0.009976568798513365
Position 216: 0.0036424313538629665
Position 414: 0.0031490570691681376
Position 410: 0.003003588315606167
Position 301: 0.0029259914618248624
Position 3084: 0.0022460963375290546
Position 285: 0.002028645655207475
Position 529: 0.0017093159747435071
Position 2916: 0.0011989128692762921
Position 2712: 0.0011366986968721013
Position 3792: 0.0009928787882302016
Position 372: 0.0008511673060370964
Position 2496: 0.0008503763815750613
Position 376: 0.000808272117544748
Position 5: 0.0006078293735778979
Position 1671: 0.0005409844731441654
Position 2344: 0.0005165774135556845
Position 2156: 0.0004566522469137457
Position 585: 0.0002758778134717674
Position 2149: 0.0002714859090365585
Position 43: 0.00021390592637292958
Position 1225: 0.0001709694630552549
Position 2129: 0.00013333470660975466
Position 1178: 0.00010865359910303799
Position 1573: 0.00010528727971915726
Position 2056: 7.175441911089039e-05
Position 2350: 3.287578692267071e-05
Position 2061: 2.840215146052885e-05
Position 1438: 2.396420927247908e-05
Position 1685: 2.094794232335116e-05
Position 1393: 2.0618852767776934e-05
Position 2253: 9.82988815197947e-06
Position 2417: 9.653365260990413e-06
Position 1176: 9.649259492070522e-06
Position 2326: 8.85769814112358e-06
Position 321: 8.55569144440705e-06
Position 1023: 8.131111539285321e-06
Position 1222: 7.409715894833028e-06
Position 1994: 5.497719115133941e-06
Position 1089: 5.249490752115845e-06
Position 2246: 4.483644089501535e-06
Position 2307: 3.023519333920037e-06
Position 1618: 2.549648091033819e-06
Position 62: 1.4560791387909545e-06
Position 2288: 2.0243914547813345e-07
Position 2281: 7.013474139884891e-08
Position 2236: 6.758945728425869e-08
Position 2241: 5.095439507156708e-08
Position 784: 3.4034018858827015e-09
Position 262: 1.7883840077763512e-09
Position 95: 1.5881453357546116e-09
Position 114: 1.2080883692711835e-09
Position 1161: 1.0918932814810827e-10
Position 1831: 3.385115139951834e-11
Position 2010: 4.241689515055762e-12
Position 1920: 3.3257725705001554e-13
Position 2053: 3.724114364279435e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2227: 0.9959268191375759
Position 1762: 0.9946406932327653
Position 1272: 0.9940027416724939
Position 1904: 0.9705704961802634
Position 2416: 0.970296874614401
Position 928: 0.649197863029054
Position 953: 0.20420434532114135
Position 2880: 0.08306005358004187
Position 3151: 0.037775552791189916
Position 3327: 0.034123298910842086
Position 1923: 0.02801395797328073
Position 3106: 0.017963299559249187
Position 3417: 0.014199889444293434
Position 980: 0.013059066320282565
Position 784: 0.007274608205274425
Position 488: 0.0064145578021053565
Position 2566: 0.005851636713034302
Position 1279: 0.004431031942144915
Position 2522: 0.00399877791017725
Position 1042: 0.003320972912096454
Position 2892: 0.0022559785820864897
Position 1130: 0.0017323338827341674
Position 3496: 0.001694353585213235
Position 387: 0.0016704300690467226
Position 2428: 0.0016370948225472783
Position 405: 0.0013436767766330114
Position 808: 0.0013208911202949366
Position 680: 0.0013014532734377563
Position 829: 0.0012034192919213454
Position 2236: 0.0011873232012797705
Position 1069: 0.001043654659119733
Position 3858: 0.0009928787882302016
Position 1991: 0.000569916147565355
Position 604: 0.0005168700899696374
Position 292: 0.0004913863584197067
Position 1290: 0.00047018563824911835
Position 1284: 0.00045492359168474957
Position 453: 0.0003100095195453526
Position 108: 0.0002439407986010041
Position 1940: 0.0001392961908667086
Position 1407: 0.0001166985304512938
Position 1490: 0.00011091850737889157
Position 2266: 0.00010969896454602818
Position 360: 6.715822817375835e-05
Position 1473: 6.704452526296381e-05
Position 1517: 5.4269170434045795e-05
Position 449: 5.090173155813882e-05
Position 240: 4.872037490158978e-05
Position 465: 3.186750645668067e-05
Position 1560: 3.1703223289673004e-05
Position 1955: 2.9293361412786297e-05
Position 1293: 2.2287756176449228e-05
Position 1778: 1.8795182662985393e-05
Position 2293: 1.612152267897064e-05
Position 2022: 1.4521442556458003e-05
Position 2114: 8.195628371686466e-06
Position 1934: 5.6155316471015245e-06
Position 1958: 5.399426371765389e-06
Position 1980: 4.72864983435697e-06
Position 1808: 3.4565148636530735e-06
Position 1831: 1.3716082291666406e-06
Position 2423: 1.155603881595786e-06
Position 1741: 1.1087433582390185e-06
Position 2434: 9.824905857434325e-07
