Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  100
Partition function (log Z): 8.316909639606747

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.9948598696291391
Position 381: 0.9617226299230134
Position 5955: 0.9616542660752404
Position 77: 0.9180305897906956
Position 2851: 0.8171615506555239
Position 1515: 0.8029252524615316
Position 1207: 0.8000435648209219
Position 3917: 0.7360324348601808
Position 612: 0.7233140548923215
Position 2416: 0.2948796608739461
Position 2447: 0.08674251213304587
Position 4679: 0.0648121816635174
Position 4359: 0.06333779962140298
Position 3195: 0.052632701886343294
Position 7192: 0.030656350449316454
Position 7245: 0.025327163292401214
Position 565: 0.017673899045561593
Position 81: 0.014945630586715695
Position 3921: 0.012905421296434169
Position 3751: 0.011558650966482037
Position 633: 0.009242908042100985
Position 1558: 0.007859452189350195
Position 616: 0.0058240683928572155
Position 385: 0.0052570671099333105
Position 365: 0.004982130931292802
Position 3088: 0.004679699576675482
Position 733: 0.00425992851186295
Position 603: 0.0036349068608115785
Position 5623: 0.0034730079071010693
Position 376: 0.0034083889057426858
Position 2134: 0.002907522923045255
Position 659: 0.002864876607611656
Position 2895: 0.0028401291211966224
Position 55: 0.0026492258725195126
Position 73: 0.0014599397696549886
Position 342: 0.0011169475673284694
Position 367: 0.00010287081386281339
Position 390: 9.215876145293946e-05
Position 85: 1.861060596119355e-05
Position 119: 1.7865964868206877e-05
Position 1550: 5.7369080591991415e-06
Position 281: 1.5819909984268848e-07
Position 359: 8.328820937175448e-08
Position 301: 8.324088358825861e-08
Position 105: 7.785537301914775e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2286: 0.9857421475797632
Position 6100: 0.9252132577459564
Position 3666: 0.8929767331746918
Position 138: 0.8619503445383679
Position 438: 0.83845273129626
Position 1307: 0.7672660173943127
Position 2001: 0.6435757924982284
Position 4724: 0.5160494825692432
Position 5829: 0.43786819639818897
Position 1052: 0.3488572134329751
Position 1905: 0.15104581174763979
Position 441: 0.1366491711546253
Position 1079: 0.12516032329986926
Position 2469: 0.11351313613152061
Position 1627: 0.0930462715669675
Position 862: 0.07190418586010423
Position 178: 0.06784140670374939
Position 2938: 0.0446546657865591
Position 6073: 0.033877818207089204
Position 1653: 0.031003330679394855
Position 2718: 0.030188103797145246
Position 796: 0.029715893816504378
Position 1256: 0.023334127757854498
Position 7454: 0.022497334170416466
Position 1677: 0.021517933546979347
Position 6022: 0.01960895380682936
Position 2509: 0.017091380799581994
Position 7337: 0.017049553876337522
Position 884: 0.01698240142707381
Position 2478: 0.016331303229147897
Position 968: 0.014728360738158645
Position 7312: 0.013744768778581596
Position 2501: 0.013205175392946682
Position 6117: 0.010873250987022862
Position 1569: 0.0108272317290556
Position 4234: 0.01002836061476698
Position 2547: 0.0088956243267912
Position 924: 0.007086899059508115
Position 4220: 0.006982408694371645
Position 2475: 0.006293794400864614
Position 2229: 0.0051968338317047265
Position 2976: 0.005066732746207039
Position 2245: 0.004756996659286282
Position 2320: 0.003956129309902294
Position 890: 0.0033452110652765015
Position 142: 0.0027553222826799248
Position 7521: 0.0026918569163821154
Position 842: 0.0025107467271350855
Position 2969: 0.002276252416141398
Position 769: 0.0022634328725855773
Position 1690: 0.00215423590078564
Position 984: 0.002145743905107713
Position 993: 0.0020435205878800897
Position 1586: 0.0018786841132431018
Position 715: 0.0017838467583073604
Position 119: 0.0017691680592452192
Position 2894: 0.0012638731540971465
Position 952: 0.0011749756935858224
Position 895: 0.001029517218555553
Position 832: 0.0008796397466230167
Position 411: 0.0008334901315162015
Position 929: 0.000762775637202623
Position 839: 0.0007100261232963484
Position 2986: 0.00031775287683833624
Position 2325: 0.00014583570312360575
Position 3505: 0.00013375938108697023
Position 2357: 0.00011146246248054209
Position 145: 0.00010281006185534946
Position 2261: 6.941166680839885e-05
Position 253: 6.648834646401415e-05
Position 196: 4.7022448067575865e-05
Position 2344: 2.11827869351195e-05
Position 341: 7.668628654169222e-06
Position 244: 6.279714677023818e-06
Position 226: 4.114962444694017e-06
Position 459: 2.5416214124776765e-07
